N	2gram	Medvedev_V_1	Istorich
1	и в	26	28
2	и т	23	25
3	может быть	22	25
4	т д	14	22
5	а не	7	15
6	не может	17	15
7	никогда не	4	14
8	мы имеем	3	13
9	для нас	1	13
10	то же	10	12
11	не только	25	12
12	что в	10	12
13	мы видим	1	11
14	только в	7	11
15	все же	5	10
16	и что	1	10
17	что он	4	10
18	но и	10	10
19	прежде всего	13	10
20	т е	18	10
21	не в	6	9
22	так и	5	9
23	о том	10	9
24	то что	6	9
25	видим что	1	9
26	в том	15	9
27	и не	19	9
28	в этом	26	8
29	но в	2	8
30	таким образом	31	8
31	не всегда	1	8
32	если бы	3	8
33	в ней	2	7
34	это не	7	7
35	еще не	2	7
36	этот вопрос	3	7
37	и др	9	7
38	что мы	2	7
39	так же	3	7
40	том что	8	7
41	было бы	7	7
42	в этих	1	7
43	а в	3	7
44	в этой	4	6
45	ни один	7	6
46	его в	3	6
47	так например	2	6
48	не менее	2	6
49	к тому	4	6
50	что и	3	6
51	вслед за	2	6
52	с другой	11	6
53	вместе с	7	6
54	когда он	3	6
55	например в	3	5
56	вопрос о	1	5
57	что они	3	5
58	в своем	8	5
59	более или	6	5
60	что она	2	5
61	в силу	11	5
62	по существу	3	5
63	их в	6	5
64	или менее	6	5
65	дело не	1	5
66	на основе	5	5
67	в дальнейшем	1	5
68	можно было	2	5
69	в его	14	5
70	но не	2	5
71	показывают что	3	5
72	в качестве	11	5
73	в одном	4	5
74	до сих	1	5
75	сих пор	1	5
76	или в	3	5
77	сказать что	5	5
78	другой стороны	8	5
79	ее в	4	5
80	и даже	2	4
81	и для	2	4
82	между собой	1	4
83	не все	1	4
84	с этим	3	4
85	все эти	6	4
86	на то	1	4
87	об этом	9	4
88	с тем	3	4
89	как и	7	4
90	даже в	5	4
91	на него	1	4
92	в основе	1	4
93	связи с	4	4
94	должны быть	2	4
95	здесь не	1	4
96	в пределах	5	4
97	того что	3	4
98	с одной	2	4
99	потому что	1	4
100	мы знаем	3	4
101	не покидать	1	4
102	к ним	1	4
103	а именно	1	4
104	один из	5	4
105	одной стороны	2	4
106	могут быть	5	4
107	как будто	1	4
108	все это	10	4
109	в связи	3	4
110	хотя бы	19	4
111	но это	1	4
112	и другие	1	4
113	они не	2	4
114	также и	2	3
115	чтобы не	2	3
116	начинается с	1	3
117	время как	1	3
118	то это	2	3
119	и он	2	3
120	видели что	3	3
121	по отношению	7	3
122	перед нами	4	3
123	очень много	1	3
124	не как	1	3
125	в сад	1	3
126	и по	3	3
127	на этом	1	3
128	же не	1	3
129	в другом	2	3
130	из них	9	3
131	показывает что	1	3
132	во время	3	3
133	почти не	1	3
134	в котором	3	3
135	в их	5	3
136	и эти	1	3
137	бы быть	1	3
138	что например	2	3
139	очень разнообразны	1	3
140	по себе	2	3
141	эта мысль	1	3
142	в то	6	3
143	того как	1	3
144	очень часто	1	3
145	же самое	2	3
146	утверждать что	4	3
147	должен быть	4	3
148	как мы	1	3
149	в образе	2	3
150	только через	1	3
151	же говорит	4	3
152	для этого	1	3
153	с того	1	3
154	в какой	1	3
155	в стороне	1	3
156	и его	6	3
157	уже не	1	3
158	в начале	1	3
159	или даже	1	3
160	и их	3	3
161	то время	1	3
162	тем что	1	3
163	в форме	3	3
164	эти формы	1	3
165	именно в	2	3
166	на эту	1	3
167	как это	12	3
