N	2gram	Potebnia_M_2	Istorich
1	и в	24	28
2	и т	6	25
3	может быть	23	25
4	т д	3	22
5	а не	18	15
6	не может	12	15
7	никогда не	4	14
8	мы должны	2	13
9	для нас	31	13
10	то же	12	12
11	не только	15	12
12	что в	16	12
13	мы видим	2	11
14	только в	11	11
15	мы не	11	10
16	все же	5	10
17	и что	4	10
18	что он	4	10
19	но и	9	10
20	прежде всего	7	10
21	не в	13	9
22	так и	5	9
23	о том	5	9
24	то что	20	9
25	в том	18	9
26	и не	19	9
27	в этом	8	8
28	но в	4	8
29	что это	3	8
30	таким образом	11	8
31	не всегда	1	8
32	если бы	11	8
33	в ней	3	7
34	это не	3	7
35	еще не	4	7
36	и здесь	2	7
37	и др	1	7
38	что мы	11	7
39	так же	2	7
40	том что	8	7
41	было бы	13	7
42	в этих	3	7
43	а в	8	7
44	его в	3	6
45	так например	3	6
46	тем не	6	6
47	не менее	5	6
48	к тому	1	6
49	что и	11	6
50	вслед за	3	6
51	так как	10	6
52	с другой	6	6
53	вместе с	11	6
54	например в	3	5
55	должна быть	1	5
56	вопрос о	2	5
57	мы будем	1	5
58	что они	5	5
59	более или	8	5
60	что она	3	5
61	их в	2	5
62	или менее	8	5
63	не будем	1	5
64	в его	2	5
65	что здесь	1	5
66	но не	12	5
67	в одном	6	5
68	до сих	4	5
69	к которому	2	5
70	на более	2	5
71	сих пор	4	5
72	или в	2	5
73	сказать что	2	5
74	другой стороны	2	5
75	ее в	1	5
76	и для	3	4
77	и на	8	4
78	между собой	1	4
79	то мы	2	4
80	одним словом	4	4
81	не то	2	4
82	не все	2	4
83	с этим	7	4
84	все эти	2	4
85	на то	5	4
86	но все	2	4
87	об этом	1	4
88	и с	1	4
89	с тем	4	4
90	как и	7	4
91	на него	3	4
92	находится в	3	4
93	связи с	6	4
94	должны быть	4	4
95	здесь не	1	4
96	так в	4	4
97	того что	7	4
98	с одной	4	4
99	потому что	49	4
100	так что	10	4
101	в большинстве	1	4
102	большинстве случаев	1	4
103	мы знаем	2	4
104	к ним	1	4
105	должны будем	1	4
106	а именно	1	4
107	превращается в	2	4
108	один из	2	4
109	связь с	1	4
110	одной стороны	3	4
111	могут быть	8	4
112	там где	4	4
113	все это	2	4
114	в связи	2	4
115	это так	1	4
116	хотя бы	2	4
117	но это	3	4
118	они не	4	4
