N	3gram	Tiupa_Teor_1	StatiiOP
1	в том что	8	17
2	о том что	1	11
3	для того чтобы	1	10
4	с точки зрения	3	8
5	в данном случае	5	6
6	с другой стороны	5	6
7	не может быть	4	5
8	в данном отношении	1	5
9	я думаю что	1	4
10	дело в том	1	4
11	то же время	5	4
12	того или иного	3	4
13	в то же	5	4
14	том что в	1	3
15	по отношению к	4	3
16	то или иное	1	3
17	так же как	1	3
18	тем или иным	1	3
19	заключается в том	1	3
20	в первой строфе	4	2
21	в том числе	2	2
22	в иных случаях	1	2
23	том числе и	1	2
24	может быть и	2	2
25	по крайней мере	1	2
26	как раз в	1	2
27	но в то	1	2
28	с одной стороны	2	2
29	в то время	1	2
30	имеем дело с	1	2
31	так или иначе	4	2
32	на вопрос о	1	2
33	мере в какой	1	2
34	в статье о	1	2
35	из этих двух	1	2
36	тем не менее	3	2
37	дело не в	1	2
38	как и в	2	2
39	однако и в	1	1
40	а между тем	1	1
41	как это делает	1	1
42	в той или	1	1
43	той или иной	1	1
44	в безударном положении	1	1
45	я никогда не	1	1
46	в этом смысле	2	1
47	в соответствии с	2	1
48	в одной из	1	1
49	в таких случаях	1	1
50	бы то ни	1	1
51	ведь это не	1	1
52	только то что	1	1
53	с которыми он	1	1
54	говорит что он	1	1
55	точно так же	1	1
56	в том случае	1	1
57	ту или иную	1	1
58	но дело в	1	1
59	содержит в себе	1	1
60	можно даже сказать	1	1
61	той мере в	1	1
62	и в то	1	1
63	имеем перед собой	1	1
64	в той мере	1	1
65	в стилистическом отношении	2	1
66	языка не может	1	1
67	а с другой	2	1
68	и не могла	1	1
69	текста как и	1	1
70	в целом ряде	1	1
71	а в том	1	1
72	даже сказать что	1	1
73	к особенностям его	1	1
74	можно сказать не	1	1
75	в том-то и	1	1
76	но у нас	1	1
77	в этой системе	2	1
78	мы говорим о	1	1
79	бы они ни	1	1
80	они ни были	1	1
81	друг от друга	1	1
82	к тому что	2	1
83	мы имеем дело	2	1
