N	2gram	Bakhtin_fo_2	KulturaY
1	и т	14	39
2	потому что	8	25
3	т п	11	24
4	и в	46	23
5	не только	11	20
6	в том	10	19
7	в этом	22	18
8	и не	9	16
9	было бы	2	15
10	так как	6	15
11	может быть	7	15
12	т д	3	14
13	точки зрения	10	14
14	все эти	5	12
15	если бы	1	12
16	у нас	2	12
17	в самом	1	12
18	но в	10	11
19	том что	4	11
20	того чтобы	8	11
21	по себе	2	10
22	а не	4	10
23	что в	5	10
24	самом деле	1	9
25	вопрос о	1	9
26	в сущности	2	9
27	то что	7	9
28	вовсе не	13	9
29	для того	8	9
30	не может	2	9
31	с точки	8	8
32	не в	9	8
33	и что	1	8
34	в качестве	3	8
35	уже не	3	8
36	прежде всего	14	8
37	с другой	2	8
38	и пр	2	8
39	все же	6	7
40	в нашем	1	7
41	и с	6	7
42	но и	9	7
43	с помощью	3	7
44	другой стороны	1	7
45	то же	8	6
46	и на	7	6
47	но не	5	6
48	в этой	2	6
49	да и	1	6
50	это не	2	6
51	ту же	2	6
52	между тем	1	6
53	что не	1	6
54	в речи	1	6
55	и то	1	5
56	также и	4	5
57	мы имеем	2	5
58	еще не	6	5
59	целый ряд	3	5
60	должна быть	1	5
61	по существу	5	5
62	и вот	2	5
63	что все	2	5
64	об этом	1	5
65	лишь в	2	5
66	и тем	1	5
67	несмотря на	1	5
68	и здесь	1	5
69	не могут	1	5
70	в его	8	5
71	один из	2	5
72	тот же	3	5
73	что он	3	5
74	только в	11	5
75	должен быть	1	5
76	там где	2	5
77	вместе с	9	5
78	как это	2	5
79	этого слова	1	5
80	слова и	3	5
81	все это	6	5
82	таким образом	3	5
83	во всяком	2	5
84	говорить о	2	4
85	в данном	2	4
86	отнюдь не	4	4
87	однако не	1	4
88	хотя и	3	4
89	бы и	1	4
90	широком смысле	1	4
91	в нем	5	4
92	так и	7	4
93	но все	1	4
94	на этой	1	4
95	должно быть	5	4
96	в то	5	4
97	но только	1	4
98	не имеет	1	4
99	что на	3	4
100	к тому	3	4
101	и о	2	4
102	в пределах	5	4
103	могут быть	2	4
104	можно сказать	2	4
105	ни в	1	4
106	в конце	2	4
107	в них	7	4
108	в особенности	6	4
109	не было	3	4
110	в связи	8	4
111	как бы	10	4
112	в результате	1	4
113	сказать что	1	4
114	к этому	3	4
115	так же	2	4
116	того же	3	3
117	это и	1	3
118	как не	1	3
119	как в	4	3
120	с этим	5	3
121	так в	1	3
122	выражение в	1	3
123	то и	1	3
124	он не	5	3
125	всех этих	7	3
126	и по	3	3
127	на этом	2	3
128	о которых	1	3
129	чем в	1	3
130	нисколько не	1	3
131	смысл и	1	3
132	в таких	1	3
133	слова как	1	3
134	же время	4	3
135	п в	1	3
136	и его	12	3
137	связи с	8	3
138	всего в	3	3
139	как мы	6	3
140	в виду	3	3
141	в ней	1	3
142	здесь не	2	3
143	а в	3	3
144	те же	6	3
145	сводится к	1	3
146	вот почему	1	3
147	никак не	1	3
148	а также	3	3
149	аналогии с	1	3
150	вопросу о	4	3
151	что и	3	3
152	в форме	3	3
153	конце концов	1	3
154	того что	3	3
155	есть в	1	3
156	уже в	4	3
157	же в	4	3
158	до конца	2	3
159	у него	9	3
160	тем что	3	3
161	именно в	2	3
162	к вопросу	3	3
163	зрения в	1	3
164	этом отношении	2	3
165	но это	2	3
166	не знает	2	3
167	совершенно не	1	3
168	и это	2	3
169	смысле слова	2	2
170	отношения к	4	2
171	в обычном	1	2
172	чтобы не	1	2
173	и потому	2	2
174	на самом	1	2
175	тех же	1	2
176	и есть	2	2
177	тем же	2	2
178	характерное для	2	2
179	можно говорить	1	2
180	по преимуществу	1	2
181	и до	2	2
182	почти всегда	2	2
183	свое место	1	2
184	что если	1	2
185	конечно и	1	2
186	так называемые	1	2
187	меньше чем	1	2
188	в широком	1	2
189	а следовательно	3	2
190	мы будем	3	2
191	отличие от	1	2
192	что они	4	2
193	в своем	5	2
194	его к	1	2
195	от этого	2	2
196	и у	5	2
197	быть только	1	2
198	при этом	6	2
199	не как	1	2
200	в корне	2	2
201	данном отношении	1	2
202	за счет	3	2
203	здесь мы	3	2
204	связанные с	5	2
205	в другом	3	2
206	данном случае	1	2
207	рядом с	2	2
208	все равно	1	2
209	с тем	2	2
210	как и	8	2
211	мы видели	2	2
212	и еще	1	2
213	бы на	1	2
214	в своей	1	2
215	почти ни	1	2
216	в их	3	2
217	в отличие	1	2
218	в которых	3	2
219	и более	2	2
220	в устах	1	2
221	только для	2	2
222	в отношении	2	2
223	о значении	1	2
224	как можно	3	2
225	она не	2	2
226	с современными	1	2
227	революции и	1	2
228	но что	1	2
229	но здесь	2	2
230	в день	2	2
231	следовательно и	3	2
232	под этим	1	2
233	в самой	2	2
234	за ними	4	2
235	очень часто	2	2
236	должны быть	1	2
237	оно не	1	2
238	некоторой степени	1	2
239	свою очередь	1	2
240	характер и	1	2
241	роль в	3	2
242	уже за	1	2
243	в плоскости	2	2
244	отсюда и	2	2
245	по сравнению	1	2
246	мы в	1	2
247	и вообще	1	2
248	все дело	1	2
249	как у	3	2
250	вся эта	1	2
251	нуждается в	1	2
252	для самого	1	2
253	тех пор	1	2
254	их не	2	2
255	с одной	2	2
256	конечно не	4	2
257	следовало бы	1	2
258	а это	1	2
259	большинстве случаев	3	2
260	право говорить	1	2
261	был бы	1	2
262	до некоторой	1	2
263	в целях	1	2
264	никогда не	6	2
265	и даже	3	2
266	выходит за	1	2
267	сюда же	2	2
268	говорить и	1	2
269	еще и	1	2
270	смысла и	2	2
271	а на	2	2
272	мы скажем	1	2
273	на этот	1	2
274	которых мы	1	2
275	не на	3	2
276	и следовательно	1	2
277	он и	1	2
278	в частности	5	2
