N	3gram	Nazirov_Tv_1	Problemy
1	то же время	12	12
2	в то же	13	12
3	на самом деле	2	10
4	с самого начала	3	8
5	в отношении к	1	7
6	и т п	2	6
7	с самим собой	1	6
8	по отношению к	1	5
9	и в то	2	5
10	бы то ни	1	4
11	то ни было	1	4
12	на протяжении всего	2	4
13	он не может	1	3
14	он в сущности	1	3
15	по крайней мере	2	3
16	в творчестве достоевского	4	3
17	но в то	4	3
18	в конце концов	1	3
19	записок из подполья	3	3
20	мы уже говорили	1	3
21	в мире достоевского	1	3
22	и в самом	1	3
23	в романах достоевского	13	3
24	с другой стороны	1	3
25	бы он ни	1	3
26	еще далеко не	1	2
27	и наконец в	1	2
28	в записках из	3	2
29	протяжении всего романа	1	2
30	но все это	1	2
31	хотя бы и	1	2
32	вместе с тем	1	2
33	в отличие от	1	2
34	друг на друга	1	2
35	а может быть	1	2
36	что все это	3	2
37	записках из подполья	2	2
38	уже говорили что	1	2
39	что он сам	1	2
40	о том что	5	2
41	у достоевского нет	1	2
42	тем не менее	2	2
43	к тому же	1	2
44	и т д	1	2
45	мне надо было	1	1
46	как и его	1	1
47	связи с его	1	1
48	всю жизнь и	1	1
49	художественного мира достоевского	1	1
50	не верит что	1	1
51	хотя и не	1	1
52	все это из	1	1
53	так быстро что	1	1
54	иду босой и	1	1
55	он на самом	1	1
56	из подполья и	1	1
57	босой и голодный	1	1
58	в том же	1	1
59	потому что я	1	1
60	что же касается	1	1
61	потому что не	1	1
62	от чужого сознания	1	1
63	плачут и целуют	1	1
64	же время он	2	1
65	до сих пор	1	1
66	и в других	1	1
67	все плачут и	1	1
68	что он не	1	1
69	на самом же	1	1
70	то что в	1	1
71	за то что	1	1
72	заключает в себе	1	1
73	это вовсе не	1	1
74	на первом плане	2	1
75	он не выдержал	1	1
76	я иду босой	1	1
77	в других романах	1	1
78	однако уже в	1	1
79	у достоевского очень	1	1
80	к тому что	1	1
81	и со всеми	1	1
82	в данном случае	2	1
83	в бедных людях	5	1
84	достоевского никогда не	1	1
85	что может быть	1	1
86	проповедывать новые идеи	1	1
87	уже в бедных	1	1
88	но она не	1	1
89	но при этом	1	1
90	и разбиваю ретроградов	1	1
91	и как бы	1	1
92	не только для	1	1
93	разбиваю ретроградов под	1	1
94	все более и	1	1
95	в этот момент	1	1
96	новые идеи и	1	1
97	голодный проповедывать новые	1	1
98	ты сам себе	1	1
99	не может и	1	1
100	самом деле рассказ	1	1
101	не все же	1	1
102	а вместе с	1	1
103	идеи и разбиваю	1	1
104	самого достоевского в	1	1
105	имел в виду	1	1
106	перед тем как	1	1
107	в бесах в	1	1
108	как и в	1	1
109	и голодный проповедывать	1	1
110	в свою очередь	1	1
111	ретроградов под аустерлицем	1	1
112	из них он	1	1
113	друг для друга	1	1
114	и того же	1	1
115	но у достоевского	1	1
116	более и более	1	1
117	из подполья с	1	1
118	в раннем творчестве	1	1
119	самом же деле	1	1
120	можно сказать что	2	1
121	одного и того	1	1
122	записки из подполья	6	1
123	это как бы	3	1
124	а я иду	1	1
125	на род человеческий	1	1
126	а что если	1	1
127	в том что	6	1
128	очень любят и	1	1
129	в глубине души	1	1
