N	2gram	Bakhtin_Pr_4	Hudozhes
1	том что	4	16
2	и в	46	14
3	так и	4	13
4	не только	14	12
5	при этом	5	12
6	о том	5	12
7	в том	9	12
8	а не	11	12
9	в себе	7	11
10	в этом	16	11
11	прежде всего	9	11
12	в рассказе	2	11
13	в своей	3	10
14	для него	2	10
15	то же	6	9
16	как и	12	9
17	что он	6	9
18	у него	5	9
19	по отношению	5	8
20	в этой	3	8
21	как в	4	8
22	то что	4	8
23	же время	5	8
24	ничего не	2	8
25	в его	9	8
26	между тем	2	8
27	отношению к	5	8
28	в то	5	8
29	еще не	7	7
30	это не	5	7
31	своего рода	4	7
32	не в	10	7
33	к тому	2	7
34	уже не	4	7
35	именно в	1	7
36	не может	19	7
37	как бы	19	7
38	а в	2	7
39	как правило	1	6
40	в первой	2	6
41	человека в	1	6
42	было бы	3	6
43	читателя в	1	6
44	никогда не	6	6
45	рассказа в	1	6
46	жизни в	1	6
47	что в	4	6
48	самом деле	4	5
49	с его	5	5
50	человеческих отношений	1	5
51	перед нами	12	5
52	но в	6	5
53	об этом	2	5
54	ни в	6	5
55	точки зрения	11	5
56	не менее	2	5
57	и его	6	5
58	потому что	4	5
59	к себе	6	5
60	и он	6	5
61	можно было	2	5
62	во второй	1	5
63	только в	6	5
64	друг друга	6	5
65	может быть	23	5
66	но и	12	5
67	в частности	1	5
68	к жизни	2	5
69	в этих	4	5
70	героя и	4	5
71	одновременно и	1	5
72	жизни и	5	5
73	к другому	5	4
74	мы уже	3	4
75	он уже	2	4
76	и о	3	4
77	в ней	1	4
78	а только	1	4
79	в центре	3	4
80	в своем	3	4
81	и к	9	4
82	в самом	9	4
83	та же	1	4
84	на то	3	4
85	что она	1	4
86	он не	4	4
87	и с	7	4
88	несмотря на	1	4
89	тому что	1	4
90	с ним	2	4
91	она не	3	4
92	по своей	3	4
93	связи с	1	4
94	как будто	1	4
95	в духе	2	4
96	и это	3	4
97	можно сказать	4	4
98	один из	1	4
99	себя в	3	4
100	в конце	3	4
101	как раз	7	4
102	не было	2	4
103	и все	9	4
104	бытия и	3	4
105	по преимуществу	1	3
106	с точки	9	3
107	в мире	3	3
108	и на	11	3
109	в ее	1	3
110	как к	1	3
111	все же	4	3
112	но он	3	3
113	в нем	17	3
114	и по	2	3
115	на этом	3	3
116	лишь в	2	3
117	его в	1	3
118	с этим	2	3
119	даже в	1	3
120	и смерти	1	3
121	в своих	1	3
122	ничем не	1	3
123	такой же	3	3
124	все эти	4	3
125	себе самому	4	3
126	тем что	3	3
127	что при	1	3
128	для себя	1	3
129	как мы	12	3
130	того чтобы	1	3
131	в пределах	10	3
132	приводит к	4	3
133	что у	1	3
134	еще в	1	3
135	если бы	3	3
136	о нем	6	3
137	это в	1	3
138	в литературе	1	3
139	но не	4	3
140	как его	1	3
141	и даже	3	3
142	со стороны	1	3
143	превращается в	4	3
144	то и	2	3
145	однако и	1	3
146	в связи	1	3
147	и для	3	3
148	от него	1	3
149	в таком	1	3
150	к этой	1	3
151	я и	1	2
152	например в	4	2
153	же как	2	2
154	на самом	1	2
155	оно было	1	2
156	в их	4	2
157	той же	3	2
158	мы не	4	2
159	вопрос о	2	2
160	не была	2	2
161	вместо того	1	2
162	слово не	9	2
163	к своему	3	2
164	не нужно	2	2
165	но как	1	2
166	если в	2	2
167	себе и	3	2
168	в произведениях	2	2
169	в одной	2	2
170	в художественном	2	2
171	как нам	2	2
172	хотя и	6	2
173	напомним что	1	2
174	в целом	1	2
175	так или	1	2
176	так в	2	2
177	только на	3	2
178	раз в	2	2
179	как он	3	2
180	так сказать	5	2
181	на его	1	2
182	они в	1	2
183	характер в	1	2
184	однако в	1	2
185	не бывает	1	2
186	значительной степени	1	2
187	речь в	2	2
188	в другом	2	2
189	его личности	1	2
190	особенно в	5	2
191	живет в	2	2
192	приходит в	1	2
193	по себе	7	2
194	авторской позиции	1	2
195	все равно	2	2
196	должно быть	4	2
197	автора и	2	2
198	в такой	1	2
199	не столько	1	2
200	от себя	1	2
201	что я	6	2
202	сих пор	8	2
203	художественного мира	1	2
204	все это	6	2
205	для нее	1	2
206	они не	2	2
207	и герой	1	2
208	бы на	1	2
209	не о	1	2
210	одна из	2	2
211	на себе	1	2
212	для всего	1	2
213	мышления и	1	2
214	а порой	1	2
215	слова как	3	2
216	своей природе	2	2
217	на него	3	2
218	что на	1	2
219	к читателю	1	2
220	не знаем	1	2
221	все еще	1	2
222	этой своей	1	2
223	у себя	1	2
224	с ее	3	2
225	здесь не	4	2
226	характер и	1	2
227	в себя	4	2
228	в столкновение	1	2
229	произведения не	1	2
230	остановимся на	2	2
231	в речи	3	2
232	о своей	1	2
233	и поэтому	1	2
234	никак не	3	2
235	и что	3	2
236	его жизни	1	2
237	до сих	8	2
238	в значительной	1	2
239	и смысловой	1	2
240	в форме	1	2
241	деле в	1	2
242	в него	6	2
243	но с	2	2
244	от лица	1	2
245	и потому	1	2
246	с другим	1	2
247	и так	2	2
248	поэтому и	2	2
249	так что	2	2
250	характер ее	1	2
251	слова в	13	2
252	мы знаем	1	2
253	а то	3	2
254	у нее	1	2
255	при всей	1	2
256	на том	2	2
257	влияние на	2	2
258	или иначе	1	2
259	а с	1	2
260	себя и	3	2
261	что не	1	2
262	до конца	4	2
263	у его	1	2
264	в третьей	1	2
265	человек в	1	2
266	и ты	1	2
267	и ему	1	2
268	на фоне	6	2
269	вся жизнь	4	2
270	отсюда и	1	2
271	он ее	1	2
272	установкой на	1	2
273	столкновение с	1	2
274	что же	3	2
275	да и	4	2
276	в это	1	2
277	и не	27	2
278	еще раз	1	2
279	своей жизни	1	2
280	нет ничего	1	2
281	в рассказах	1	2
282	в результате	2	2
