N	3gram	Trubetskoy_1	FransuaR
1	в том числе	1	10
2	том числе и	1	7
3	мы уже говорили	1	7
4	в том что	15	6
5	до сих пор	8	4
6	то есть в	1	4
7	мы уже сказали	1	3
8	с точки зрения	8	3
9	дело в том	1	2
10	на самом деле	7	2
11	значительной своей части	1	2
12	уже говорили что	1	2
13	с одной стороны	2	2
14	во всех этих	2	2
15	и в том	2	2
16	в значительной своей	1	2
17	как бы ни	1	2
18	но все же	2	2
19	и может быть	2	1
20	этой культуры в	1	1
21	а между тем	8	1
22	из этих элементов	1	1
23	нет и не	1	1
24	еще далеко не	1	1
25	точки зрения на	1	1
26	между прочим в	1	1
27	культуры и в	1	1
28	по отношению к	9	1
29	и до сих	1	1
30	в самом деле	5	1
31	в настоящее время	2	1
32	том что он	2	1
33	о которой мы	2	1
34	жизни и культуры	1	1
35	и не может	1	1
36	при этом что	2	1
37	от всех тех	1	1
38	различия между ними	1	1
39	а как бы	1	1
40	с которыми они	1	1
41	но при этом	1	1
42	между тем в	1	1
43	что одним из	1	1
44	в связи с	3	1
45	во всяком случае	2	1
46	что касается до	6	1
47	в целом ряде	3	1
48	с другой стороны	4	1
49	европейской культуры все	1	1
50	не может быть	3	1
51	возможным только благодаря	1	1
52	стало возможным только	1	1
53	в своем развитии	3	1
54	то же время	2	1
55	входящих в состав	1	1
56	то что мы	1	1
57	начало и конец	4	1
58	именно потому что	2	1
59	для того чтобы	7	1
60	друг от друга	6	1
61	в то же	2	1
62	в вопросе о	2	1
63	точки зрения всякой	1	1
64	говорили в начале	1	1
65	мы видим что	1	1
66	развития культуры в	1	1
67	и развиваться в	1	1
68	друг с другом	9	1
69	и в нем	1	1
70	во многих отношениях	1	1
71	даже в области	1	1
72	европейской культуры и	1	1
73	все то что	1	1
74	очень медленно и	1	1
75	от друга в	1	1
76	к тому же	5	1
77	во всех странах	1	1
