N	3gram	Bakhtin_Pr_4	VerxiiNi
1	с одной стороны	1	7
2	с точки зрения	9	6
3	во всяком случае	1	6
4	более или менее	3	5
5	в том числе	4	5
6	до сих пор	8	5
7	друг с другом	5	5
8	о том что	2	4
9	том числе и	3	4
10	и вместе с	1	4
11	но все же	1	4
12	к тому же	1	4
13	так или иначе	1	3
14	в конце концов	1	3
15	так же как	1	3
16	в связи с	1	3
17	в том что	2	3
18	друг на друга	2	2
19	может быть даже	1	2
20	может быть и	1	2
21	по сравнению с	1	2
22	между этими двумя	1	2
23	то же время	5	2
24	с самого начала	1	2
25	той или иной	2	2
26	можно сказать что	2	2
27	в то же	5	2
28	каждая из этих	1	1
29	и в сущности	2	1
30	а между тем	1	1
31	не может не	1	1
32	в широком смысле	1	1
33	лишь то что	1	1
34	иметь в виду	1	1
35	в этих рамках	1	1
36	по отношению к	5	1
37	имеем в виду	3	1
38	в котором он	1	1
39	в самом деле	4	1
40	а следовательно и	2	1
41	и в то	1	1
42	сами по себе	2	1
43	и только на	1	1
44	но они не	1	1
45	при этом не	1	1
46	жизни то есть	1	1
47	точки зрения того	1	1
48	его жизнь в	1	1
49	в том или	1	1
50	в данном случае	1	1
51	но в то	2	1
52	но при этом	1	1
53	в отличие от	3	1
54	все же есть	1	1
55	а не как	1	1
56	до настоящего времени	1	1
57	с другой стороны	3	1
58	как бы в	3	1
59	лицом к лицу	1	1
60	из этих трех	2	1
61	не совпадает с	1	1
62	здесь таким образом	1	1
63	сих пор не	2	1
64	у него в	1	1
65	не может быть	8	1
66	иные чем у	1	1
67	так и в	1	1
68	и это слово	1	1
69	в этом последнем	1	1
70	в одном из	2	1
71	своей духовной жизни	1	1
72	и заставляет его	1	1
73	он как бы	1	1
74	зрения того же	1	1
75	в силу самой	1	1
76	мы имеем в	3	1
77	между собой поэтому	1	1
78	том что все	1	1
79	после того как	1	1
80	одном из своих	1	1
