N	3gram	Potebnia_M_4	Tvorches
1	и т д	3	11
2	там же с	2	9
3	то же время	3	7
4	в то же	3	7
5	по отношению к	8	3
6	до сих пор	4	3
7	не может быть	5	3
8	и не может	1	2
9	в таком случае	2	2
10	на этот вопрос	2	2
11	по крайней мере	5	2
12	в том же	2	2
13	во всяком случае	3	2
14	с другой стороны	1	2
15	и т п	4	2
16	о том что	5	2
17	в одном из	1	2
18	в том что	7	2
19	нет и не	1	1
20	хотя и не	1	1
21	рядом с ними	1	1
22	в силу действия	1	1
23	потому что в	3	1
24	дело в том	1	1
25	в том числе	1	1
26	о том как	1	1
27	над тем что	1	1
28	может быть назван	3	1
29	он ни был	1	1
30	имеет в виду	1	1
31	сами по себе	2	1
32	объяснение только в	1	1
33	а может быть	1	1
34	что в нем	1	1
35	точно так же	1	1
36	большую роль в	1	1
37	со всех сторон	1	1
38	не то что	3	1
39	только потому что	2	1
40	в том смысле	2	1
41	мы видим как	1	1
42	на наших глазах	1	1
43	в первый раз	1	1
44	но при этом	1	1
45	и в этом	4	1
46	не могут быть	2	1
47	а о том	1	1
48	в свою очередь	1	1
49	в связи с	1	1
50	это не значит	2	1
51	в виду что	1	1
52	одну и ту	1	1
53	в то время	1	1
54	мы не можем	3	1
55	том смысле что	1	1
56	к сознанию необходимости	1	1
57	нет ничего кроме	1	1
58	ничего общего с	1	1
59	с самого начала	1	1
60	том числе и	1	1
61	относится и к	1	1
62	бы он ни	1	1
63	и ту же	1	1
64	как и у	1	1
65	и в том	2	1
66	того факта что	1	1
67	как и в	1	1
68	мы говорим о	1	1
