N	3gram	Bakhtin_Fr_8	Dialekti
1	с точки зрения	2	8
2	не потому что	1	6
3	в том что	6	6
4	в связи с	3	4
5	только то что	1	4
6	то же время	10	4
7	о том что	2	4
8	с другой стороны	2	4
9	в самом деле	1	3
10	но потому что	1	3
11	в то же	10	3
12	может быть и	1	3
13	той или другой	1	3
14	не может быть	2	3
15	в то время	2	3
16	можно сказать что	2	3
17	в той или	1	2
18	более или менее	2	2
19	как бы ни	1	2
20	до сих пор	8	2
21	и в частности	1	2
22	что это за	1	2
23	в данном случае	2	2
24	с самого начала	1	2
25	и прежде всего	1	2
26	потому что они	1	2
27	в нем и	2	2
28	то же самое	1	2
29	том что она	1	1
30	того как эта	1	1
31	можем судить о	1	1
32	и то что	1	1
33	мы уже сказали	1	1
34	большей или меньшей	3	1
35	на самом деле	1	1
36	и до сих	2	1
37	подобно тому как	1	1
38	в этом смысле	1	1
39	исторических лиц и	1	1
40	о том как	1	1
41	одной стороны и	1	1
42	таит в себе	1	1
43	они вовсе не	1	1
44	и в то	5	1
45	бы то ни	2	1
46	но и в	1	1
47	мы уже не	1	1
48	на самом же	1	1
49	в этом отношении	1	1
50	с тем чтобы	1	1
51	он не был	1	1
52	главным образом в	1	1
53	вместе с тем	1	1
54	чрезвычайно близка к	1	1
55	не в том	1	1
56	он осмысливает и	1	1
57	сих пор мы	1	1
58	с одной стороны	2	1
59	в сущности это	1	1
60	он мог бы	1	1
61	но мы уже	1	1
62	и не быть	1	1
63	вещей и явлений	1	1
64	но при этом	1	1
65	в некоторых случаях	1	1
66	и в этом	1	1
67	и при этом	1	1
68	по своему существу	1	1
69	все же не	1	1
70	те же предметы	1	1
71	мы уже говорили	7	1
72	в свое время	1	1
73	но и все	1	1
74	друг с другом	1	1
75	и как бы	1	1
76	по сравнению с	1	1
77	заключается в том	1	1
78	сказать и о	1	1
79	и вместе с	1	1
80	но дело не	2	1
81	вопрос о том	1	1
82	той или иной	1	1
83	речь идет о	1	1
84	том что все	1	1
85	прежде всего это	1	1
86	может и не	1	1
87	как мы уже	2	1
88	и все вообще	1	1
89	и в нем	1	1
90	самом же деле	1	1
91	его тело и	1	1
92	к тому же	1	1
