N	2gram	Ircho_Kome_3	Istorich
1	т е	16	29
2	что он	8	24
3	и т	4	19
4	не только	5	18
5	т д	1	18
6	может быть	6	17
7	мы имеем	1	15
8	и в	22	15
9	никогда не	3	15
10	так как	11	14
11	но и	4	14
12	так же	4	13
13	знаем что	1	12
14	что в	5	12
15	то что	4	12
16	а в	7	12
17	в этом	8	11
18	об этом	7	11
19	в этих	1	11
20	мы знаем	2	11
21	и не	21	11
22	то же	7	10
23	что они	2	10
24	его в	8	10
25	еще не	6	9
26	все же	4	9
27	в другом	2	9
28	с тем	4	9
29	и здесь	4	9
30	потому что	10	9
31	должны были	1	8
32	он не	5	8
33	связи с	5	8
34	один из	3	8
35	мы можем	3	8
36	детей в	1	8
37	мы видим	1	8
38	в нем	3	7
39	таким образом	12	7
40	том что	13	7
41	не в	4	7
42	ничего не	3	7
43	вместе с	9	7
44	сих пор	9	7
45	то это	5	6
46	но в	5	6
47	и что	6	6
48	в его	8	6
49	что и	8	6
50	так что	6	6
51	до сих	9	6
52	наряду с	2	6
53	как бы	3	6
54	видно что	2	6
55	в том	12	6
56	только в	1	6
57	представляет собой	3	5
58	как в	2	5
59	с этим	3	5
60	и наконец	1	5
61	имеем в	1	5
62	что она	4	5
63	но все	4	5
64	было бы	3	5
65	этого не	1	5
66	в котором	2	5
67	на него	4	5
68	что при	1	5
69	можно было	2	5
70	так и	4	5
71	она не	2	5
72	к нему	5	5
73	в одном	2	5
74	прежде всего	5	5
75	а не	4	5
76	в связи	4	5
77	не может	3	5
78	этом случае	2	5
79	к тому	6	5
80	в ней	4	4
81	и на	2	4
82	только после	1	4
83	в одной	1	4
84	в себе	4	4
85	все эти	1	4
86	в этой	3	4
87	при этом	7	4
88	после этого	2	4
89	и с	4	4
90	показывает что	1	4
91	вопрос о	1	4
92	но он	1	4
93	дело не	2	4
94	того как	1	4
95	для нас	1	4
96	из дома	5	4
97	или на	1	4
98	в другой	1	4
99	что здесь	1	4
100	сына в	1	4
101	с одной	3	4
102	пока не	1	4
103	его и	1	4
104	руки и	1	4
105	у него	4	4
106	тем что	5	4
107	а потом	1	4
108	не должен	1	4
109	одной из	3	4
110	к этой	2	4
111	они не	1	4
112	представлял собой	1	3
113	особенно часто	1	3
114	в доме	10	3
115	мы не	2	3
116	не совсем	2	3
117	он был	4	3
118	когда он	4	3
119	из этих	1	3
120	право на	1	3
121	как он	3	3
122	на то	3	3
123	и почему	1	3
124	подобно тому	1	3
125	здесь мы	1	3
126	должен был	4	3
127	он и	2	3
128	хотя в	1	3
129	не мог	2	3
130	в их	2	3
131	что после	1	3
132	и его	6	3
133	и это	2	3
134	в себя	1	3
135	роль в	2	3
136	мог бы	1	3
137	о том	8	3
138	после того	1	3
139	должно было	3	3
140	а именно	1	3
141	и она	1	3
142	в качестве	2	3
143	по отношению	5	3
144	в дом	14	3
145	то чего	1	3
146	свою дочь	1	3
147	в состоянии	1	3
148	в других	3	3
149	представляют собой	2	3
150	одной стороны	3	3
151	что мы	2	3
152	не видит	1	3
153	эти слова	1	3
154	как это	5	3
155	тому как	1	3
156	все это	5	3
157	и ушел	1	3
158	молодых людей	1	3
159	но если	3	3
160	отношению к	3	3
161	в силе	1	2
162	например в	1	2
163	сын и	1	2
164	самом деле	6	2
165	и для	4	2
166	еще до	1	2
167	в сущности	2	2
168	принадлежит к	1	2
169	я не	1	2
170	хотя бы	4	2
171	они были	1	2
172	детей не	1	2
173	в которых	5	2
174	во всех	2	2
175	но не	1	2
176	в поисках	1	2
177	его на	2	2
178	некоторое время	1	2
179	перед нами	1	2
180	третий раз	1	2
181	никаких следов	1	2
182	не сам	1	2
183	в которой	3	2
184	говорят о	1	2
185	возможно что	3	2
186	тому же	6	2
187	не могла	3	2
188	на его	2	2
189	он должен	1	2
190	состоит в	2	2
191	в силу	2	2
192	и если	2	2
193	и по	1	2
194	человека в	2	2
195	а затем	2	2
196	другой раз	1	2
197	и может	1	2
198	если ты	1	2
199	из них	5	2
200	той же	1	2
201	его не	2	2
202	с другими	2	2
203	это не	2	2
204	чтобы узнать	1	2
205	ни в	10	2
206	он является	1	2
207	как и	3	2
208	такой же	1	2
209	нисколько не	3	2
210	ст в	1	2
211	во время	6	2
212	и ее	2	2
213	в третий	1	2
214	не столько	1	2
215	представление о	2	2
216	их в	3	2
217	отправляется в	1	2
218	отец и	3	2
219	некоторых случаях	1	2
220	что происходит	2	2
221	на три	1	2
222	без участия	1	2
223	с которой	1	2
224	самого начала	4	2
225	на котором	1	2
226	дочери и	1	2
227	но очень	1	2
228	другой стороны	2	2
229	здесь нет	4	2
230	был бы	2	2
231	в нее	1	2
232	других случаях	1	2
233	к себе	5	2
234	мы в	1	2
235	могут быть	1	2
236	всегда или	1	2
237	того чтобы	6	2
238	в виду	2	2
239	здесь не	2	2
240	с самого	4	2
241	приводит к	3	2
242	и когда	1	2
243	что у	1	2
244	живет в	1	2
245	умер и	2	2
246	это только	1	2
247	одно из	1	2
248	на вопрос	2	2
249	в глаза	3	2
250	с другой	4	2
251	а также	2	2
252	что эта	2	2
253	в изложении	1	2
254	он умер	1	2
255	к ней	8	2
256	из видов	1	2
257	на которой	1	2
258	в новой	1	2
259	он стал	1	2
260	у тебя	2	2
261	уже в	2	2
262	в нашей	1	2
263	является не	1	2
264	а то	1	2
265	и их	1	2
266	он принес	1	2
267	тут же	4	2
268	этим же	1	2
269	в руки	2	2
270	и только	1	2
271	не было	2	2
272	вид что	1	2
273	о своей	1	2
274	следовательно не	1	2
275	а с	1	2
276	себя и	2	2
277	в некоторых	1	2
278	превращается в	1	2
279	нет ничего	2	2
280	видит в	1	2
281	в сборнике	1	2
282	в тех	1	2
283	в мир	1	2
284	да и	1	2
285	по существу	2	2
286	ко мне	1	2
287	ребенка и	1	2
288	в основном	1	2
289	о его	2	2
290	под названием	1	2
291	или в	1	2
292	чтобы понять	1	2
293	она кормит	2	2
294	то не	1	2
295	за него	1	2
296	все еще	2	2
297	не знает	3	2
298	сказать что	1	2
299	что сын	1	1
300	и наиболее	1	1
301	однако поскольку	2	1
302	не думает	1	1
303	до известного	1	1
304	в объяснении	1	1
305	отвращения к	1	1
306	в стороне	1	1
307	ко всем	1	1
308	переходят к	1	1
309	перед лицом	2	1
310	свою жену	1	1
311	отрывок из	2	1
312	из его	2	1
313	едва ли	7	1
314	в зависимости	1	1
315	отношений которые	1	1
316	а как	2	1
317	женщина была	1	1
318	и о	2	1
319	же ты	1	1
320	не слишком	2	1
321	этом не	1	1
322	и дать	2	1
323	и сестру	1	1
324	из дальнейшего	1	1
325	говорить о	3	1
326	все известные	1	1
327	на себя	4	1
328	похожи на	1	1
329	же что	1	1
330	зависимости от	1	1
331	и он	2	1
332	это время	1	1
333	в отличие	1	1
334	он сам	1	1
335	нему в	1	1
336	со словами	1	1
337	что его	5	1
338	с его	3	1
339	тем как	1	1
340	другой пример	1	1
341	но как	1	1
342	и приобрел	1	1
343	к которой	1	1
344	в сторону	1	1
345	остается то	1	1
346	ответ на	1	1
347	отличие от	2	1
348	в безумие	1	1
349	он уверен	1	1
350	впал в	1	1
351	отнюдь не	4	1
352	в истории	1	1
353	тем больше	1	1
354	себя за	1	1
355	не видно	1	1
356	в течение	3	1
357	дело следовательно	1	1
358	как к	1	1
359	из вас	1	1
360	в сопровождении	2	1
361	и как	1	1
362	что по	1	1
363	было только	1	1
364	не зная	3	1
365	и тот	3	1
366	и к	3	1
367	на своем	1	1
368	отцу в	3	1
369	можно сделать	1	1
370	в герое	2	1
371	от этого	1	1
372	в этот	1	1
373	и этим	3	1
374	для которого	1	1
375	они так	1	1
376	в целом	3	1
377	человек у	1	1
378	так или	2	1
379	еще один	1	1
380	что к	4	1
381	им в	1	1
382	подобных ей	1	1
383	см выше	1	1
384	друг от	1	1
385	еще одна	1	1
386	человек не	1	1
387	чтобы они	1	1
388	ее такой	1	1
389	войти в	1	1
390	на земле	1	1
391	но вместе	1	1
392	что ни	3	1
393	с собой	1	1
394	котором находится	1	1
395	совпадают с	4	1
396	не будет	2	1
397	за то	2	1
398	них не	1	1
399	из своего	3	1
400	это было	1	1
401	обоих случаях	1	1
402	который и	1	1
403	попавший к	1	1
404	приходит в	1	1
405	в огонь	1	1
406	те самые	1	1
407	которая была	1	1
408	не ясно	2	1
409	для них	1	1
410	в них	3	1
411	две линии	1	1
412	соответствии с	1	1
413	далеко не	3	1
414	у женщины	1	1
415	как видно	2	1
416	не всегда	1	1
417	несмотря на	4	1
418	к своему	2	1
419	посвящения в	1	1
420	с ужасом	1	1
421	бы на	1	1
422	в своей	5	1
423	это делает	1	1
424	из которой	2	1
425	к одному	1	1
426	прийти к	1	1
427	делает вид	1	1
428	ведущая к	1	1
429	ушел в	1	1
430	и мать	1	1
431	которые в	1	1
432	начнем с	1	1
433	наконец как	1	1
434	над ними	1	1
435	тем не	3	1
436	ты меня	1	1
437	с такими	1	1
438	со многими	1	1
439	он увидел	1	1
440	и под	1	1
441	жены или	1	1
442	как смерть	1	1
443	отце и	1	1
444	не менее	5	1
445	вплоть до	2	1
446	как можно	1	1
447	с ребенком	4	1
448	виду что	1	1
449	в обоих	1	1
450	что их	2	1
451	в то	6	1
452	к этим	1	1
453	и два	1	1
454	он еще	1	1
455	в самых	1	1
456	и снова	1	1
457	нечто подобное	1	1
458	в гневе	1	1
459	ст или	1	1
460	детей и	1	1
461	во всем	1	1
462	ему и	2	1
463	и после	2	1
464	до того	2	1
465	ему придется	1	1
466	именно потому	2	1
467	что на	1	1
468	и далеко	1	1
469	в бою	1	1
470	с другом	1	1
471	и со	2	1
472	в детстве	1	1
473	у меня	1	1
474	мы встречаем	1	1
475	в городе	1	1
476	со стороны	11	1
477	если он	2	1
478	не могут	2	1
479	как только	1	1
480	но едва	1	1
481	в эти	1	1
482	указывает на	1	1
483	об отце	1	1
484	своего отца	1	1
485	которой она	1	1
486	на это	3	1
487	если же	2	1
488	приходит к	1	1
489	как мы	2	1
490	от друга	1	1
491	ни одно	1	1
492	без всякого	2	1
493	быть вполне	1	1
494	да не	1	1
495	в пределах	2	1
496	живого человека	1	1
497	и совершенно	1	1
498	особенно в	1	1
499	одного из	3	1
500	особый интерес	2	1
501	видно еще	1	1
502	найти в	1	1
503	этим в	1	1
504	она была	2	1
505	том как	3	1
506	остается только	1	1
507	по ее	2	1
508	отца или	1	1
509	он к	1	1
510	о котором	1	1
511	это может	1	1
512	с ним	5	1
513	его против	1	1
514	я теперь	1	1
515	сводится к	1	1
516	там же	1	1
517	и во	2	1
518	восходит к	1	1
519	из дому	4	1
520	все на	1	1
521	которого не	1	1
522	гораздо чаще	1	1
523	путь к	1	1
524	или иначе	2	1
525	этому поводу	1	1
526	там и	1	1
527	этот момент	1	1
528	нуждается в	2	1
529	вслед за	1	1
530	и подобных	1	1
531	в середине	1	1
532	иначе в	1	1
533	говоря что	1	1
534	пор были	1	1
535	что девушка	2	1
536	в частности	3	1
537	но так	1	1
538	в двух	3	1
539	всякого рода	1	1
540	тот же	2	1
541	которым он	2	1
542	в какой	3	1
543	могло быть	2	1
544	самого бога	1	1
545	должен быть	2	1
546	человеческой натуры	2	1
547	однако она	1	1
548	на брак	2	1
549	который в	3	1
550	по этому	1	1
551	ведь она	1	1
552	сына он	1	1
553	если мы	2	1
554	только на	1	1
555	жалуется на	1	1
556	узнает что	1	1
557	и других	1	1
558	за ним	2	1
559	то они	1	1
560	себе в	3	1
561	в прошлом	1	1
562	вовсе не	4	1
563	е и	2	1
564	уже нет	1	1
565	друг друга	4	1
566	следует понимать	1	1
567	в семью	1	1
568	ее на	1	1
569	известных нам	1	1
570	чаще однако	1	1
571	которые как	1	1
572	что это?	2	1
573	не были	1	1
574	не хочет	5	1
575	ней и	1	1
576	человека а	1	1
577	придает им	1	1
578	при всей	2	1
579	и между	1	1
580	такое же	2	1
581	мы еще	1	1
