N	3gram	Vinokur_St_2	Literetu
1	то же время	1	9
2	в то же	1	9
3	в том что	16	5
4	с другой стороны	3	4
5	с точки зрения	2	3
6	в этом отношении	9	3
7	в данном случае	1	3
8	в том чтобы	1	3
9	по отношению к	1	3
10	речь идет о	3	3
11	о том что	11	2
12	не говоря уже	1	2
13	в этом случае	1	2
14	говоря уже о	1	2
15	и т п	3	2
16	за то что	2	2
17	одно и то	1	2
18	и то же	1	2
19	в свое время	1	2
20	поскольку речь идет	1	2
21	в том числе	1	2
22	тем не менее	2	2
23	том что в	2	1
24	в сочетании с	2	1
25	и сам в	1	1
26	искусства и жизни	1	1
27	что же касается	1	1
28	и в полном	2	1
29	он не может	1	1
30	тем что в	1	1
31	права на существование	1	1
32	вместе с тем	5	1
33	что он не	4	1
34	в отличие от	2	1
35	бы то ни	2	1
36	говорит о себе	1	1
37	в сущности говоря	1	1
38	ничего общего с	1	1
39	в конце концов	1	1
40	имеет ничего общего	1	1
41	то что ей	1	1
42	не в том	2	1
43	я не могу	1	1
44	не имеет ничего	1	1
45	на два года	1	1
46	в году писал	1	1
47	из того же	1	1
48	имел в виду	1	1
49	имея в виду	1	1
50	в свою очередь	1	1
51	что в ней	1	1
52	на самом деле	1	1
53	в одном из	3	1
54	которых он писал	1	1
55	не только не	2	1
56	но и он	1	1
57	то ни было	2	1
58	после того как	4	1
59	стороны тогда как	1	1
60	к тому что	5	1
61	для того чтобы	5	1
62	как мы видели	1	1
