N	2gram	Propp_Isto_7	Dialekti
1	и не	4	30
2	по себе	1	25
3	т е	16	25
4	и т	17	21
5	т д	16	19
6	и в	24	18
7	точки зрения	4	17
8	ничего не	5	17
9	может быть	14	17
10	и есть	1	16
11	в нем	6	16
12	ни в	2	15
13	не имеет	4	15
14	так что	3	15
15	потому что	9	14
16	значит что	1	14
17	а не	8	14
18	не только	21	13
19	и даже	3	13
20	то что	7	13
21	что в	13	13
22	в этом	12	12
23	было бы	2	12
24	с точки	1	12
25	если бы	1	12
26	и что	10	12
27	не может	14	12
28	в мифе	2	12
29	что это	6	11
30	что он	21	11
31	так как	8	11
32	как бы	4	11
33	это значит	2	11
34	все это	8	11
35	то же	8	10
36	что такое	2	10
37	прежде всего	2	10
38	сказать что	2	10
39	и то	1	9
40	так и	5	9
41	это не	10	9
42	том что	10	9
43	никогда не	4	9
44	в том	7	9
45	сама по	1	8
46	ясно что	1	8
47	но это	3	8
48	к нему	7	8
49	и как	1	7
50	что она	5	7
51	что не	2	7
52	как она	1	7
53	вовсе не	4	7
54	не просто	2	7
55	но и	11	7
56	его не	2	6
57	хотя бы	1	6
58	в чем	5	6
59	но в	5	6
60	с другой	9	6
61	и вот	1	6
62	не в	9	6
63	она не	2	6
64	в то	2	6
65	с ним	5	6
66	никак не	1	6
67	можно сказать	1	6
68	ни с	2	6
69	я не	1	5
70	и он	3	5
71	отношение к	5	5
72	в своем	1	5
73	все же	9	5
74	на то	3	5
75	и с	1	5
76	а потом	2	5
77	в этих	13	5
78	но если	1	5
79	не нуждается	1	5
80	в дальнейшем	3	5
81	можно было	1	5
82	не с	1	5
83	мы должны	4	5
84	в особенности	2	5
85	говорит о	2	5
86	и пр	1	5
87	есть и	4	5
88	или не	1	5
89	а в	10	5
90	почти всегда	2	4
91	то это	5	4
92	как он	6	4
93	об этом	6	4
94	и более	1	4
95	что эта	1	4
96	не о	1	4
97	к ней	2	4
98	к тому	1	4
99	как мы	3	4
100	не могу	1	4
101	о том	9	4
102	от него	3	4
103	мы видим	10	4
104	но не	6	4
105	в котором	2	4
106	в конце	3	4
107	мы можем	4	4
108	не говорит	1	4
109	как это	2	4
110	хотя и	3	4
111	есть более	1	4
112	так же	6	4
113	может и	1	4
114	другой стороны	8	4
