N	3gram	Bakhtin_Fr_6	Problema
1	для того чтобы	1	8
2	в данном случае	2	8
3	сам по себе	1	7
4	о том что	5	5
5	в том что	2	5
6	только то что	1	4
7	и вовсе не	2	4
8	в конце концов	1	4
9	в связи с	1	4
10	в литературе и	2	4
11	то есть в	2	4
12	той или иной	1	4
13	в то же	5	4
14	что же касается	1	3
15	дело в том	1	3
16	более или менее	1	3
17	с точки зрения	2	3
18	до сих пор	3	3
19	именно то что	1	3
20	то что он	1	3
21	можно сказать что	1	3
22	в настоящее время	1	3
23	с другой стороны	2	3
24	о том как	1	2
25	и того же	1	2
26	в нем только	1	2
27	в самом деле	4	2
28	все это есть	1	2
29	свидетельствует о том	1	2
30	именно в этом	1	2
31	как мы увидим	2	2
32	но уже в	2	2
33	но если мы	1	2
34	и то что	2	2
35	в этой области	1	2
36	а также и	2	2
37	так как они	1	2
38	во всех этих	2	2
39	не может быть	1	2
40	и как бы	1	2
41	одного и того	1	2
42	даже в самом	1	1
43	вместе с тем	1	1
44	в чем же	1	1
45	одним и тем	1	1
46	мы уже сказали	3	1
47	и даже больше	1	1
48	на первый план	3	1
49	мы находим в	1	1
50	как мы сказали	1	1
51	мы не будем	1	1
52	а именно в	1	1
53	до известной степени	1	1
54	является одним из	1	1
55	он должен быть	1	1
56	на самом же	1	1
57	в этом отношении	3	1
58	также и все	1	1
59	в основе своей	1	1
60	до наших дней	1	1
61	то в чем	1	1
62	только в ее	1	1
63	как раз в	1	1
64	и тем же	1	1
65	но в то	1	1
66	не только в	1	1
67	и никак не	1	1
68	литературе и в	2	1
69	ровно ничего не	1	1
70	о том какое	2	1
71	одним из самых	2	1
72	до настоящего времени	1	1
73	по существу все	1	1
74	хотя и в	2	1
75	и до наших	1	1
76	здесь в самом	1	1
77	в этом образе	1	1
78	ведь все эти	1	1
79	таким образом в	2	1
80	события в жизни	1	1
81	заключается в том	1	1
82	в то время	1	1
83	был тот кто	1	1
84	искусства и литературы	1	1
85	поэтому и в	1	1
86	ни о каком	1	1
87	а потому что	1	1
88	мы будем говорить	1	1
89	и в литературе	2	1
90	о чем мы	1	1
91	как мы уже	6	1
92	и что он	1	1
93	мы уже указывали	1	1
94	никак не может	2	1
95	самом же деле	1	1
96	было и в	1	1
