N	3gram	Propp_Isto_7	StatiiOP
1	в том что	4	16
2	о том что	5	11
3	и т д	16	6
4	до сих пор	2	5
5	вместе с тем	1	5
6	к тому что	1	5
7	что он не	1	4
8	после того как	2	4
9	и т п	1	3
10	так же как	4	3
11	обращает на себя	1	3
12	с другой стороны	8	3
13	вопрос о том	1	3
14	в другом месте	1	2
15	только потому что	1	2
16	в одной из	2	2
17	с точки зрения	1	2
18	но все это	1	2
19	бы то ни	1	2
20	то что в	3	2
21	совершенно так же	1	2
22	то ни было	1	2
23	то что он	1	2
24	более или менее	1	2
25	так и в	2	2
26	в самом деле	1	2
27	но все же	2	2
28	тем не менее	4	2
29	между прочим и	2	1
30	совсем не в	1	1
31	в исторической действительности	1	1
32	в ответ на	3	1
33	он не только	1	1
34	в своей работе	1	1
35	и как он	1	1
36	он не может	1	1
37	как и другие	2	1
38	ответить на вопрос	1	1
39	он не сумел	1	1
40	теперь ничего не	1	1
41	точно так же	2	1
42	на этот вопрос	2	1
43	ничего не говорится	1	1
44	с тех пор	1	1
45	вы говорите что	1	1
46	говорит о том	1	1
47	в зависимости от	1	1
48	т е в	2	1
49	в данном случае	3	1
50	в свете этой	1	1
51	а по своим	1	1
52	не хотелось бы	1	1
53	в связи с	1	1
54	что у него	4	1
55	том-то и дело	1	1
56	том что к	1	1
57	на вопрос о	1	1
58	в каких условиях	1	1
59	по отношению к	1	1
60	в то время	2	1
61	в том чтобы	2	1
62	в этом случае	1	1
63	но он не	1	1
64	с того что	3	1
65	по его мнению	1	1
66	и в особенности	1	1
67	не подходит под	1	1
68	прямой связи с	1	1
69	во второй половине	1	1
70	в том-то и	2	1
71	ответ на вопрос	2	1
72	и что он	1	1
73	дело не в	3	1
74	прочим и в	1	1
75	как мы видели	1	1
