N	3gram	Bakhtin_fo_2	Myshleni
1	в том что	3	31
2	с точки зрения	8	11
3	с одной стороны	1	9
4	с другой стороны	1	8
5	то же самое	2	7
6	в этом отношении	2	7
7	друг с другом	4	7
8	одно и то	1	6
9	что в основе	1	6
10	и то же	1	6
11	и того же	1	5
12	друг на друга	2	5
13	одного и того	1	5
14	для того чтобы	7	5
15	на первый план	2	4
16	с этой точки	1	4
17	этой точки зрения	1	4
18	в этом случае	2	3
19	вместе с тем	1	3
20	в основе их	1	3
21	между тем как	1	3
22	с тем что	1	3
23	по сравнению с	1	3
24	в связи с	7	3
25	о том что	1	3
26	как мы уже	4	3
27	в том числе	3	2
28	и не только	1	2
29	не может не	1	2
30	и для других	1	2
31	только в том	1	2
32	в отличие от	1	2
33	с двух сторон	1	2
34	но и в	3	2
35	том числе и	2	2
36	в данном случае	1	2
37	все более и	1	2
38	мы уже говорили	3	2
39	том что они	1	2
40	в свою очередь	1	2
41	это значит что	2	2
42	более и более	1	2
43	и в результате	1	2
44	между словом и	1	2
45	как мы видели	1	2
46	приведенных выше примерах	1	1
47	что в этом	2	1
48	а отнюдь не	1	1
49	значит что если	1	1
50	прежде всего в	2	1
51	слова связанные с	1	1
52	которая в свою	1	1
53	с ним но	1	1
54	равно как и	2	1
55	на самом деле	1	1
56	как и во	1	1
57	есть прежде всего	1	1
58	но в той	1	1
59	о том как	3	1
60	и во всех	2	1
61	что он не	1	1
62	и та же	2	1
63	но прежде чем	1	1
64	и с которой	1	1
65	вместо того чтобы	1	1
66	до сих пор	2	1
67	и слово и	1	1
68	это мы наблюдаем	1	1
69	мы наблюдаем и	1	1
70	не является существенным	1	1
71	значении этого слова	1	1
72	говорит он что	1	1
73	так как он	1	1
74	к тому что	1	1
75	же что и	1	1
76	то время как	1	1
77	не только в	5	1
78	лежит в основе	2	1
79	в конце концов	1	1
80	в действии и	1	1
81	так и на	1	1
82	а также и	1	1
83	и как бы	1	1
84	все больше и	1	1
85	наблюдаем и в	2	1
86	в действительной жизни	1	1
87	с помощью этих	1	1
88	одна и та	2	1
89	как бы в	1	1
90	не может быть	1	1
91	их нужно как	1	1
92	к этому вопросу	1	1
93	в то время	1	1
94	то что в	1	1
95	первый план выступает	1	1
96	с другом в	1	1
97	с самого начала	1	1
98	но все же	1	1
99	больше и больше	1	1
100	можно сказать что	1	1
101	друг от друга	2	1
102	вверх и вниз	3	1
103	слова и понятия	1	1
104	что должно быть	1	1
105	важную роль в	1	1
106	том что он	1	1
107	как и в	1	1
108	что и в	1	1
109	в основе этой	1	1
110	двух сторон как	1	1
111	в том же	4	1
112	только с помощью	1	1
