N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	14	41
2	и т.п	1	19
3	мы уже	4	18
4	во всех	1	17
5	в нем	3	16
6	и с	4	16
7	и его	5	13
8	но и	5	13
9	в этом	11	12
10	как мы	3	12
11	все эти	3	11
12	уже говорили	1	11
13	все это	2	11
14	в самом	4	10
15	не только	12	10
16	так как	1	10
17	и др	1	10
18	прежде всего	11	10
19	то что	8	10
20	и на	3	9
21	о том	12	9
22	и все	4	9
23	в сущности	1	8
24	но в	5	8
25	в этой	8	8
26	никогда не	6	8
27	и до	1	7
28	как и	9	7
29	том что	16	7
30	в его	8	7
31	вовсе не	1	7
32	у него	9	7
33	в особенности	1	7
34	как бы	7	7
35	что в	6	7
36	также и	1	6
37	например в	2	6
38	следующей главе	3	6
39	в то	8	6
40	в образе	1	6
41	один из	4	6
42	в следующей	3	6
43	сказать что	1	6
44	что он	9	6
45	и он	5	5
46	с его	5	5
47	в ее	3	5
48	в своем	4	5
49	в себе	11	5
50	то же	9	5
51	той же	2	5
52	рядом с	1	5
53	еще в	3	5
54	но он	3	5
55	тем что	3	5
56	так и	13	5
57	и что	2	5
58	а также	3	5
59	же время	8	5
60	в литературе	3	5
61	из них	4	5
62	в одном	1	5
63	там где	1	5
64	между собою	1	5
65	самом деле	5	4
66	в ней	4	4
67	средних веков	1	4
68	как в	8	4
69	и как	1	4
70	та же	4	4
71	едва не	1	4
72	в другом	2	4
73	не в	7	4
74	даже в	3	4
75	но они	1	4
76	в основе	1	4
77	того чтобы	3	4
78	все же	3	4
79	роль в	1	4
80	с ним	4	4
81	тот же	1	4
82	с одной	1	4
83	именно на	1	4
84	уже в	1	4
85	в результате	2	4
86	и даже	3	4
87	с другой	1	4
88	именно в	7	4
89	одной стороны	1	4
90	и от	4	4
91	о котором	2	4
92	а в	7	4
93	не может	7	4
94	из этого	1	4
95	все что	1	4
96	говорили о	1	3
97	как во	1	3
98	вместо того	2	3
99	он сам	1	3
100	в чем	1	3
101	как у	1	3
102	в одной	2	3
103	с этим	3	3
104	перед нами	5	3
105	в первом	1	3
106	при этом	12	3
107	характер в	2	3
108	в плане	1	3
109	было бы	6	3
110	весь мир	1	3
111	на первый	1	3
112	потому что	5	3
113	этом отношении	3	3
114	в духе	4	3
115	говорили что	1	3
116	никак не	2	3
117	до сих	2	3
118	во втором	1	3
119	романа в	3	3
120	в него	2	3
121	того что	4	3
122	одной из	2	3
123	только в	5	3
124	поэтому и	2	3
125	в начале	2	3
126	есть в	1	3
127	в целях	1	3
128	что не	2	3
129	связано с	1	3
130	в третьей	2	3
131	в данном	1	3
132	в первой	6	3
133	и смерти	3	3
134	и не	2	3
135	с этой	2	3
136	сих пор	2	3
137	но это	1	3
138	не мог	1	3
139	и для	3	3
140	пор еще	1	3
141	первом случае	1	3
142	жизни и	5	3
143	они не	2	3
144	как известно	1	2
145	связана с	1	2
146	и то	1	2
147	тех же	1	2
148	это и	1	2
149	с точки	3	2
150	ведь и	1	2
151	было и	1	2
152	мы не	2	2
153	не будем	1	2
154	есть нечто	1	2
155	говорить о	3	2
156	но уже	1	2
157	начало и	1	2
158	из земли	1	2
159	но не	3	2
160	что они	1	2
161	в центре	4	2
162	точки зрения	5	2
163	что именно	1	2
164	дает нам	1	2
165	стороны и	1	2
166	жизни они	1	2
167	хотя и	2	2
168	где все	1	2
169	за свои	1	2
170	он в	1	2
171	раз в	2	2
172	и тот	1	2
173	как он	2	2
174	так сказать	2	2
175	на его	2	2
176	он не	4	2
177	всех этих	1	2
178	есть именно	1	2
179	на этом	3	2
180	что все	1	2
181	лишь в	3	2
182	на спине	1	2
183	а за	1	2
184	из этих	1	2
185	в своей	10	2
186	они уже	1	2
187	из области	1	2
188	их в	1	2
189	как о	1	2
190	что их	1	2
191	у кого	1	2
192	для всего	2	2
193	так что	2	2
194	как она	2	2
195	связи с	4	2
196	превращается в	3	2
197	к себе	5	2
198	не могут	1	2
199	мы узнаем	4	2
200	этой книги	2	2
201	предыдущей главе	3	2
202	данном случае	1	2
203	характер и	2	2
204	в дальнейшем	1	2
205	литературы и	1	2
206	и когда	3	2
207	времени и	1	2
208	в романе	1	2
209	но здесь	1	2
210	внимание на	2	2
211	в значительной	2	2
212	между тем	8	2
213	тем более	1	2
214	в античной	1	2
215	но с	2	2
216	человека с	1	2
217	себя в	4	2
218	переходит в	1	2
219	да еще	1	2
220	характерно что	1	2
221	в конце	4	2
222	как его	3	2
223	каждый из	1	2
224	может быть	5	2
225	как раз	4	2
226	в форме	2	2
227	человека и	1	2
228	это прежде	2	2
229	с мотивом	1	2
230	мы еще	1	2
231	до конца	2	2
232	не на	1	2
233	а не	12	2
234	или с	2	2
235	в частности	5	2
236	и потому	2	2
237	как это	1	2
238	в предыдущей	3	2
239	своего времени	3	2
240	тенденция к	1	2
241	что мы	1	2
242	лицо и	1	2
243	в пределе	1	2
244	для нас	1	2
245	солнца и	1	2
246	от него	3	2
247	степени чем	1	2
248	бы в	1	2
249	в этих	5	2
250	для его	1	2
251	в том	12	2
252	и у	1	2
253	и другие	1	2
254	того времени	1	2
255	теперь все	1	1
256	занимает место	1	1
257	в сфере	1	1
258	еще можно	1	1
259	по адресу	2	1
260	достаточно вспомнить	1	1
261	образом благодаря	1	1
262	отметим что	2	1
263	на самом	2	1
264	то в	4	1
265	было более	1	1
266	его же	1	1
267	из его	1	1
268	он уже	4	1
269	был и	1	1
270	с таким	1	1
271	в их	2	1
272	его не	1	1
273	звучит и	1	1
274	для своего	2	1
275	и рождает	1	1
276	общества и	1	1
277	не во	1	1
278	что уже	1	1
279	перед людьми	1	1
280	в литературном	2	1
281	принадлежит к	1	1
282	на тему	1	1
283	этом так	1	1
284	в последующих	1	1
285	жизни как	2	1
286	ему в	1	1
287	мы здесь	1	1
288	в xix	1	1
289	а другие	1	1
290	еще не	7	1
291	на них	1	1
292	мысли и	1	1
293	это действительно	1	1
294	время в	1	1
295	сам а	1	1
296	что его	1	1
297	бы не	1	1
298	в изображении	2	1
299	все внимание	1	1
300	в четвертой	1	1
301	свою жизнь	1	1
302	его сознания	1	1
303	к слову	1	1
304	по отношению	8	1
305	рассказывает как	1	1
306	отношение к	1	1
307	себе и	2	1
308	друга и	1	1
309	нет и	1	1
310	этих словах	2	1
311	один и	1	1
312	значении этих	1	1
313	стал бы	1	1
314	и я	1	1
315	уверенность в	1	1
316	чем же	1	1
317	из первой	1	1
318	там же	2	1
319	что когда	2	1
320	не замечая	1	1
321	настаивает на	1	1
322	и к	4	1
323	более или	1	1
324	в действительности	4	1
325	и хотя	1	1
326	в этот	1	1
327	о самом	1	1
328	литературном образе	1	1
329	со своей	1	1
330	в письмах	1	1
331	в которой	1	1
332	точку зрения	1	1
333	в целом	2	1
334	во многих	1	1
335	имеет для	1	1
336	не могла	1	1
337	между этими	1	1
338	жизнью и	2	1
339	оно было	2	1
340	большой и	1	1
341	они в	2	1
342	с именем	1	1
343	он должен	1	1
344	в узком	1	1
345	не как	1	1
346	что еще	1	1
347	сердце и	1	1
348	мы полагаем	1	1
349	и вот	1	1
350	на земле	1	1
351	не исчерпывает	1	1
352	чтобы в	1	1
353	и по	3	1
354	с такими	2	1
355	но все	1	1
356	значительной степени	2	1
357	жить в	1	1
358	главы его	1	1
359	на нее	1	1
360	тем в	1	1
361	другого человека	1	1
362	за то	1	1
363	различие между	1	1
364	же касается	2	1
365	была в	1	1
366	их и	1	1
367	мере и	1	1
