N	3gram	Vinokur_St_1	Hudozhes
1	в том что	17	11
2	по отношению к	3	7
3	о том что	11	7
4	то же время	4	4
5	в то же	4	4
6	к тому что	1	4
7	том что в	3	3
8	а между тем	1	3
9	в самом деле	5	3
10	не может быть	5	3
11	как и в	2	3
12	с одной стороны	2	3
13	для того чтобы	10	3
14	тем не менее	2	3
15	в соответствии с	1	3
16	а не в	1	2
17	дело не только	1	2
18	о том как	1	2
19	и в этом	3	2
20	с точки зрения	8	2
21	только в том	3	2
22	до сих пор	7	2
23	и в то	1	2
24	хотя бы и	2	2
25	ни одного слова	1	2
26	и т п	9	2
27	можно было бы	8	2
28	только тем что	1	2
29	то что было	1	2
30	так же как	3	2
31	в данном случае	6	2
32	как будто бы	1	2
33	того или иного	4	2
34	не только в	4	2
35	и т д	21	2
36	на том что	1	1
37	одних и тех	1	1
38	да и в	2	1
39	той или иной	1	1
40	то ни стало	1	1
41	в г в	1	1
42	дело в том	4	1
43	но то что	1	1
44	как в ее	1	1
45	в котором он	1	1
46	в настоящее время	1	1
47	одном из них	1	1
48	же как и	1	1
49	во что бы	1	1
50	самом деле не	1	1
51	было видно что	1	1
52	и в других	1	1
53	на подобные вопросы	1	1
54	что он не	1	1
55	ни один человек	1	1
56	в том случае	1	1
57	бы то ни	1	1
58	в этом отношении	7	1
59	том числе и	2	1
60	в то что	1	1
61	если бы она	1	1
62	и тех же	1	1
63	а с другой	1	1
64	точно так же	1	1
65	а иногда и	2	1
66	то или иное	3	1
67	а в другой	1	1
68	и то что	2	1
69	в это время	1	1
70	что бы то	1	1
71	того чтобы не	1	1
72	т п по	1	1
73	то что она	1	1
74	а также и	2	1
75	и не было	1	1
76	внимание на две	1	1
77	жизни и смерти	1	1
78	то время как	1	1
79	имеем дело с	2	1
80	так или иначе	2	1
81	которая была бы	1	1
82	и не могла	1	1
83	я не могу	1	1
84	с другой стороны	6	1
85	и в том	2	1
86	об этом и	1	1
87	содержит в себе	1	1
88	а в том	1	1
89	как и всякая	1	1
90	никогда и не	1	1
91	но с другой	2	1
92	в котором она	1	1
93	заключается в том	3	1
94	в то время	2	1
95	в этом случае	2	1
96	и в тексте	1	1
97	и в самом	3	1
98	с того что	1	1
99	того как он	1	1
100	но все же	3	1
101	но ведь это	1	1
102	друг от друга	1	1
103	после того как	1	1
104	в одном из	1	1
105	она не могла	1	1
106	из этих двух	2	1
107	в том числе	2	1
108	если бы оно	1	1
109	мы имеем дело	1	1
110	что и в	4	1
