N	3gram	Losev_Dial_2	Istorich
1	и т д	15	18
2	с другой стороны	4	8
3	с одной стороны	1	7
4	вместе с тем	1	6
5	о том что	4	4
6	в связи с	4	4
7	но все же	1	4
8	тем не менее	2	4
9	т е в	3	3
10	так же как	1	3
11	не может быть	3	3
12	в нем и	2	3
13	потому что он	2	2
14	о том как	1	2
15	же как и	1	2
16	до сих пор	2	2
17	в это время	1	2
18	в данном случае	2	2
19	не только в	2	2
20	в некоторых случаях	1	2
21	и вместе с	1	2
22	но и в	1	2
23	это значит что	8	2
24	но это не	2	2
25	друг с другом	1	2
26	это показывает что	1	2
27	в том что	6	2
28	что и в	1	2
29	есть ли это	1	1
30	я думаю что	1	1
31	уже знаем что	1	1
32	по себе не	3	1
33	мере того как	1	1
34	иметь в виду	2	1
35	в виду что	2	1
36	это было бы	1	1
37	на самом деле	1	1
38	по мере того	1	1
39	одной стороны и	1	1
40	с точки зрения	8	1
41	и не только	5	1
42	не изучены в	1	1
43	в зависимости от	2	1
44	сам по себе	3	1
45	может быть в	3	1
46	в себе и	1	1
47	что не только	1	1
48	и извне и	1	1
49	то же время	4	1
50	точно так же	1	1
51	д с другой	1	1
52	главным образом в	1	1
53	дело не в	1	1
54	это может быть	1	1
55	то время как	3	1
56	не в том	1	1
57	на задний план	1	1
58	заметил что у	1	1
59	как и вообще	1	1
60	она и в	1	1
61	мы уже говорили	1	1
62	т д все	1	1
63	во всяком случае	2	1
64	т д с	1	1
65	и в мифе	1	1
66	мы уже знаем	3	1
67	в одно время	2	1
68	д и т	2	1
69	в то время	3	1
70	само по себе	2	1
71	но дело не	1	1
72	с самого начала	2	1
73	вопрос о том	1	1
74	сказать что эта	1	1
75	несмотря на всю	1	1
76	в самом деле	3	1
77	подобно тому как	1	1
78	можно сказать что	3	1
79	не ясно что	1	1
80	в то же	3	1
81	в том смысле	4	1
82	же как мы	1	1
83	во многих отношениях	1	1
84	ни на какие	1	1
85	но как только	1	1
86	только тогда когда	4	1
87	т д и	2	1
