N	2gram	Losev_Prob_1	slovoVRo
1	в романе	1	46
2	и в	32	39
3	может быть	14	37
4	и т	11	35
5	и его	3	33
6	т п	1	33
7	то есть	33	26
8	не только	17	24
9	и не	31	22
10	но и	9	21
11	не может	8	20
12	в нем	13	19
13	в этом	19	16
14	все это	7	16
15	так и	12	15
16	а не	15	14
17	как в	4	13
18	в процессе	1	13
19	в пределах	1	13
20	во всех	7	12
21	в истории	4	11
22	вовсе не	35	10
23	к своему	1	9
24	и с	2	9
25	не в	4	9
26	языковое сознание	1	9
27	таким образом	6	8
28	оно не	3	8
29	себя в	1	8
30	прежде всего	10	8
31	слова и	1	8
32	точки зрения	3	8
33	еще не	9	7
34	с его	2	7
35	в него	2	7
36	при этом	6	7
37	в этих	3	7
38	для него	2	7
39	с ним	3	7
40	никогда не	7	7
41	могут быть	2	7
42	как мы	7	7
43	в его	6	7
44	и даже	11	7
45	и потому	2	7
46	как бы	14	7
47	в сущности	2	6
48	но не	9	6
49	в своем	5	6
50	все же	1	6
51	и к	1	6
52	но в	14	6
53	все эти	8	6
54	в них	7	6
55	как и	3	6
56	она не	2	6
57	человек в	1	6
58	этом случае	2	6
59	жизни и	1	6
60	например в	2	5
61	человека в	1	5
62	это не	6	5
63	том что	12	5
64	по себе	15	5
65	мышления и	4	5
66	слово и	1	5
67	не могут	2	5
68	но все	3	5
69	той или	5	5
70	с другой	3	5
71	один из	4	5
72	в том	9	5
73	конечно не	1	5
74	уже не	3	5
75	и их	1	5
76	или иной	5	5
77	остается в	1	5
78	и для	4	5
79	только в	7	5
80	романа и	1	5
81	для нас	5	5
82	от него	1	5
83	и все	7	5
84	отношения к	1	4
85	и на	8	4
86	сливается с	1	4
87	связанные с	1	4
88	всех этих	7	4
89	то же	10	4
90	художественный образ	9	4
91	его в	6	4
92	входит в	4	4
93	с другими	2	4
94	на почве	1	4
95	ни в	7	4
96	в отношении	3	4
97	и языка	1	4
98	не менее	19	4
99	в то	6	4
100	одна из	1	4
101	в основе	1	4
