N	3gram	Vygotskiy__2	Komedia
1	до сих пор	5	9
2	в том что	17	9
3	в самом деле	11	6
4	для того чтобы	13	6
5	в свою очередь	2	6
6	в то же	2	4
7	о том что	4	4
8	то же время	2	4
9	с самого начала	1	4
10	о том как	1	3
11	с точки зрения	10	3
12	и т п	8	3
13	вместе с тем	1	3
14	у того же	1	3
15	в связи с	1	3
16	во всяком случае	2	3
17	до тех пор	1	3
18	и в самом	4	3
19	с одной стороны	1	3
20	тем не менее	4	3
21	то же самое	6	3
22	само собой разумеется	1	2
23	состоит в том	2	2
24	в этом случае	1	2
25	по сравнению с	2	2
26	что он не	2	2
27	бы то ни	2	2
28	в этом отношении	5	2
29	то время как	2	2
30	то ни было	1	2
31	в конце концов	3	2
32	с другой стороны	2	2
33	того же автора	1	2
34	собой разумеется что	1	2
35	то обстоятельство что	1	2
36	в то время	3	2
37	в конечном счете	3	2
38	что и в	3	2
39	именно потому что	1	2
40	том что она	3	1
41	не в состоянии	1	1
42	потому что он	1	1
43	разве не ясно	1	1
44	не могла быть	1	1
45	с тем как	1	1
46	более или менее	1	1
47	имеем в виду	1	1
48	подобно тому как	2	1
49	тому что и	1	1
50	это может служить	1	1
51	так что он	1	1
52	ясно с самого	1	1
53	в зависимости от	1	1
54	рассказывает о том	1	1
55	они принадлежат к	1	1
56	то что и	1	1
57	в отличие от	1	1
58	по тому же	1	1
59	что в некоторых	1	1
60	за то что	1	1
61	того чтобы показать	2	1
62	и не может	2	1
63	на то что	6	1
64	с этой точки	1	1
65	и всякого другого	1	1
66	по крайней мере	1	1
67	но в их	1	1
68	и в частности	1	1
69	что он так	1	1
70	же что и	1	1
71	потому что с	1	1
72	в такое же	1	1
73	едва ли не	1	1
74	в том чтобы	3	1
75	в первом случае	1	1
76	же самое что	2	1
77	как он полагает	1	1
78	таким образом и	3	1
79	самого начала что	1	1
80	зависимости от того	1	1
81	говоря можно было	1	1
82	но при этом	1	1
83	таким образом из	1	1
84	в достаточной степени	1	1
85	к которой мы	1	1
86	и ничем не	1	1
87	но в основе	1	1
88	т п не	1	1
89	и мы можем	1	1
90	этой точки зрения	2	1
91	к нему так	1	1
92	так же точно	7	1
93	нашего времени и	1	1
94	можно сказать что	1	1
95	мы едва ли	1	1
96	ничего общего с	1	1
97	и никогда не	2	1
98	в основе своей	1	1
99	даже не в	1	1
100	к одному и	1	1
101	мы имеем в	1	1
102	если бы не	1	1
103	с этой целью	1	1
104	после того как	1	1
105	по этому поводу	1	1
106	к тому что	2	1
107	друг от друга	1	1
108	в отношении к	3	1
109	друг с другом	1	1
110	на то чтобы	1	1
111	не ясно с	1	1
112	так как он	1	1
113	и все его	1	1
114	не имеет ничего	1	1
115	и т д	2	1
116	в свое время	1	1
