N	3gram	Voloshinov_1	Psycholo
1	для того чтобы	1	19
2	в том что	1	12
3	все то что	2	11
4	о том что	2	10
5	в самом деле	2	7
6	то же самое	1	6
7	на самом деле	4	5
8	с самого начала	4	5
9	и может быть	2	4
10	с точки зрения	6	4
11	можно было бы	1	4
12	друг с другом	1	4
13	так же как	2	3
14	и в этом	2	3
15	во всяком случае	3	3
16	шаг за шагом	1	3
17	говорить о том	1	3
18	это и есть	1	3
19	до сих пор	3	3
20	с одной стороны	1	3
21	уже знаем что	1	2
22	как это делает	1	2
23	за которой скрывается	1	2
24	вместе с тем	1	2
25	мы узнаем о	1	2
26	что в этой	1	2
27	и что он	1	2
28	одна и та	1	2
29	же самое и	1	2
30	в нем нет	2	2
31	что может быть	1	2
32	может быть это	3	2
33	и та же	1	2
34	мы уже знаем	1	2
35	же заметим что	1	1
36	самом деле в	1	1
37	мы знаем что	1	1
38	что иное как	1	1
39	прежде всего на	1	1
40	подобно тому как	1	1
41	он может быть	1	1
42	мы должны перейти	1	1
43	сейчас же заметим	1	1
44	же как и	1	1
45	или во всяком	1	1
46	мы не можем	1	1
47	на две группы	2	1
48	именно то что	1	1
49	бы то ни	1	1
50	и таким образом	1	1
51	него все то	1	1
52	со всех сторон	1	1
53	с этой точки	1	1
54	только для того	1	1
55	весь тот материал	1	1
56	свой смысл и	1	1
57	так как он	1	1
58	то ни было	1	1
59	это мы можем	1	1
60	на первый взгляд	1	1
61	а с другой	1	1
62	с ним и	1	1
63	дело в том	1	1
64	не ощущали бы	1	1
65	а на самом	1	1
66	а может быть	1	1
67	мы сейчас же	1	1
68	вместе с ним	1	1
69	не может быть	3	1
70	только одна из	1	1
71	на наших глазах	1	1
72	не что иное	1	1
73	этой точки зрения	1	1
74	в конечном счете	2	1
75	можно сказать что	3	1
76	к матери и	3	1
77	в этом смысле	3	1
78	и есть та	1	1
79	в каком направлении	1	1
80	было бы по	1	1
81	в каком отношении	1	1
82	быть не может	1	1
83	в душе человека	1	1
84	мы увидим что	1	1
85	нам кажется что	2	1
