N	3gram	Medvedev_V_1	FransuaR
1	о том что	3	5
2	то же время	5	5
3	в то же	5	5
4	в другом месте	2	4
5	в самом деле	1	4
6	с одной стороны	2	4
7	все то что	1	4
8	большей или меньшей	3	3
9	в этом отношении	13	3
10	в большей или	2	3
11	до сих пор	1	3
12	во всех его	2	3
13	одной стороны и	2	2
14	или меньшей степени	2	2
15	в данном случае	1	2
16	как один из	1	2
17	во всех этих	1	2
18	каждый из них	1	2
19	но и в	1	2
20	с другой стороны	8	2
21	таким образом в	2	2
22	в том что	5	2
23	в искусстве и	1	2
24	по отношению к	7	1
25	в той или	1	1
26	другой стороны в	1	1
27	таким образом уже	1	1
28	по этому вопросу	1	1
29	в чем же	2	1
30	является таким образом	1	1
31	таким образом не	3	1
32	только в искусстве	1	1
33	в таких же	1	1
34	более или менее	6	1
35	и по отношению	1	1
36	о том как	3	1
37	но с более	1	1
38	как это было	1	1
39	как и все	1	1
40	именно в этом	1	1
41	леонардо да винчи	1	1
42	у него в	1	1
43	то что из	1	1
44	все это мы	1	1
45	на этот вопрос	1	1
46	искусстве и в	1	1
47	и др в	3	1
48	в значительной мере	3	1
49	со всех сторон	1	1
50	говорит о том	1	1
51	вместе с тем	3	1
52	некоторые из них	1	1
53	мы полагаем что	1	1
54	только то что	2	1
55	в ту же	1	1
56	в этой области	3	1
57	но в то	1	1
58	в конце концов	2	1
59	в начале этой	1	1
60	мы видим что	1	1
61	все же не	1	1
62	в связи с	3	1
63	с большей или	1	1
64	так и от	2	1
65	для того чтобы	3	1
66	не может быть	8	1
67	мы видели что	3	1
68	в системе образов	1	1
69	в зависимости от	5	1
70	в то время	1	1
71	начале этой главы	1	1
72	те из них	1	1
73	он говорит и	1	1
74	та или иная	1	1
75	после того как	1	1
76	в одном из	3	1
77	но и для	1	1
78	даже в этой	1	1
79	не только в	2	1
80	той или иной	1	1
81	можно сказать что	4	1
82	от всех других	1	1
83	или иной мере	1	1
84	что все они	1	1
85	очень богатой и	1	1
86	для правильного понимания	1	1
