N	2gram	Bakhtin_Pr_1	Myshleni
1	в этом	15	29
2	точки зрения	8	28
3	и в	38	26
4	не только	9	24
5	то что	8	24
6	таким образом	10	23
7	с точки	6	21
8	того чтобы	2	19
9	для того	2	18
10	в том	8	18
11	и не	42	18
12	том что	3	17
13	как и	7	15
14	к слову	1	14
15	как мы	7	14
16	того что	2	14
17	так же	1	14
18	значение слова	4	13
19	с помощью	7	13
20	и его	16	12
21	вместе с	1	12
22	что в	7	12
23	мысли и	1	11
24	в которой	1	11
25	в слове	3	11
26	но и	9	11
27	не может	27	11
28	слова и	3	10
29	в самом	7	9
30	в себе	4	9
31	тому что	1	9
32	мышления и	1	9
33	слово и	2	9
34	по сравнению	1	9
35	тем что	2	9
36	что мы	1	9
37	по своему	1	9
38	то же	5	8
39	что он	2	8
40	только в	13	8
41	сравнению с	1	8
42	сказать что	4	8
43	тем самым	4	8
44	и к	3	7
45	к тому	1	7
46	может быть	26	7
47	прежде всего	13	7
48	самом деле	6	6
49	вопрос о	1	6
50	во всех	11	6
51	по отношению	21	6
52	все же	6	6
53	что это	2	6
54	все эти	5	6
55	было бы	8	6
56	и тем	3	6
57	в ее	4	6
58	что эта	2	6
59	в сознании	1	6
60	и что	2	6
61	в какой	2	6
62	именно в	1	6
63	а не	5	6
64	как бы	22	6
65	в смысле	1	6
66	мы должны	2	6
67	все что	3	6
68	из всех	1	5
69	в целом	3	5
70	могли бы	1	5
71	и с	17	5
72	и значение	2	5
73	нашего исследования	1	5
74	с тем	1	5
75	она не	2	5
76	что с	1	5
77	в процессе	1	5
78	слова как	1	5
79	же самое	2	5
80	данном случае	4	5
81	если бы	3	5
82	в виду	4	5
83	можно сказать	2	5
84	и следовательно	1	5
85	с одной	3	5
86	в начале	2	5
87	слова в	7	5
88	одной стороны	3	5
89	до конца	1	5
90	как это	2	5
91	в данном	4	5
92	отношению к	19	5
93	и для	11	5
94	бы в	1	5
95	только что	1	5
96	показать что	2	4
97	едва ли	3	4
98	еще не	7	4
99	с другой	7	4
100	в нашем	4	4
101	если в	1	4
102	это и	1	4
103	как в	4	4
104	стороны и	1	4
105	целый ряд	1	4
106	но в	4	4
107	говорится в	1	4
108	не можем	2	4
109	нами в	2	4
110	на то	2	4
111	в наших	1	4
112	и во	2	4
113	чем в	2	4
114	в котором	2	4
115	чем говорится	1	4
116	не в	7	4
117	в той	1	4
118	не менее	4	4
119	никогда не	5	4
120	связи с	2	4
121	в области	11	4
122	в момент	1	4
123	не могут	2	4
124	что оно	2	4
125	не есть	6	4
126	слова с	2	4
127	имеет место	5	4
128	приводит к	3	4
129	что у	1	4
130	о том	4	4
131	в его	43	4
132	и только	4	4
133	звуковой стороны	1	4
134	одной из	3	4
135	друг друга	1	4
136	о чем	1	4
137	речь в	1	4
138	должны быть	4	4
139	и от	3	4
140	поэтому она	1	4
141	и наконец	6	4
142	и звуковой	1	4
143	на самом	4	3
144	в первом	1	3
145	к другому	1	3
146	она все	1	3
147	мы уже	1	3
148	есть не	2	3
149	совпадает с	2	3
150	в ней	4	3
151	в чем	2	3
152	для лингвистики	2	3
153	но не	12	3
154	нет и	3	3
155	из важнейших	3	3
156	в этой	1	3
157	как к	2	3
158	имеет в	1	3
159	целому и	1	3
160	к выводу	1	3
161	он не	3	3
162	так и	5	3
163	с другими	3	3
164	не совпадает	2	3
165	это положение	1	3
166	обратимся к	1	3
167	для него	1	3
168	в своей	7	3
169	мы в	3	3
170	тем не	3	3
171	том и	1	3
172	для нее	8	3
173	по себе	1	3
174	в основе	5	3
175	идет в	1	3
176	в самой	2	3
177	я не	2	3
178	во всем	2	3
179	этом отношении	2	3
180	только по	4	3
181	представляется нам	2	3
182	отличается от	2	3
183	его с	1	3
184	мог бы	1	3
185	с ним	5	3
186	нашей работы	1	3
187	во втором	1	3
188	нуждается в	2	3
189	что и	2	3
190	это не	5	3
191	движения в	1	3
192	к нему	10	3
193	и является	1	3
194	есть в	1	3
195	только на	1	3
196	менее всего	3	3
197	самого слова	1	3
198	мы можем	6	3
199	момент в	1	3
200	до сих	1	3
201	и потому	4	3
202	тенденцию к	2	3
203	смысле этого	1	3
204	этого слова	1	3
205	и о	5	3
206	сих пор	1	3
207	но это	3	3
208	все это	3	3
209	не является	3	3
210	слова но	3	3
211	находит свое	2	3
212	в одинаковой	1	3
213	есть то	1	3
214	между ними	4	3
215	первом случае	1	3
216	в то	4	3
217	не иначе	1	2
218	отношения к	6	2
219	также и	3	2
220	а из	1	2
221	выражения в	1	2
222	мере в	1	2
223	и есть	2	2
224	то в	1	2
225	можно говорить	2	2
226	все те	1	2
227	не раз	1	2
228	и ничего	1	2
229	время как	1	2
230	это отношение	2	2
231	и он	2	2
232	столь же	2	2
233	время в	1	2
234	рабочая гипотеза	2	2
235	значение и	1	2
236	конечном счете	4	2
237	отношение к	10	2
238	отличие от	5	2
239	относится к	4	2
240	идет о	1	2
241	что по	1	2
242	в действительности	1	2
243	но эта	1	2
244	не могла	1	2
245	в нем	15	2
246	понятий и	2	2
247	его от	1	2
248	от нее	1	2
249	в одну	1	2
250	значение в	1	2
251	лишь в	2	2
252	его в	9	2
253	от одного	1	2
254	действительности в	2	2
255	не чем	1	2
256	ни в	11	2
257	о которых	2	2
258	несмотря на	3	2
259	зрения самого	2	2
260	должно быть	5	2
261	в этих	2	2
262	но если	1	2
263	и при	2	2
264	в их	10	2
265	в отличие	5	2
266	в которых	1	2
267	которые в	1	2
268	но он	1	2
269	иным как	1	2
270	том же	2	2
271	можно ли	1	2
272	одинаковой степени	1	2
273	не имеет	9	2
274	отнесенности и	2	2
275	того и	1	2
276	ничего не	6	2
277	и весь	2	2
278	как такового	3	2
279	у нас	2	2
280	форм и	2	2
281	есть только	2	2
282	его значение	1	2
283	в работах	2	2
284	с ее	1	2
285	что все	2	2
286	свою очередь	1	2
287	то время	1	2
288	можно было	4	2
289	и которые	2	2
290	деятельности в	1	2
291	это внутреннее	1	2
292	выводу что	1	2
293	образом в	1	2
294	и здесь	2	2
295	к целому	1	2
296	нас в	1	2
297	этих двух	1	2
298	входит в	8	2
299	в конечном	4	2
300	мы показали	1	2
301	ее от	1	2
302	во всей	1	2
303	своему значению	1	2
304	в лучшем	2	2
305	в современной	2	2
306	которое было	1	2
307	своего выражения	1	2
308	и ее	2	2
309	со всеми	3	2
310	эти отношения	1	2
311	вопроса о	3	2
312	в большинстве	5	2
313	не исчерпывает	1	2
