N	3gram	Vinokur_St_3	Stilisti
1	в то же	3	9
2	то же время	3	7
3	для того чтобы	1	7
4	с точки зрения	4	5
5	прежде всего в	3	4
6	то же самое	1	4
7	в свою очередь	1	4
8	с самого начала	2	4
9	той или иной	1	4
10	на самом деле	1	3
11	но и в	2	3
12	не только в	3	3
13	в конце концов	3	3
14	но все же	2	3
15	как мы видели	1	3
16	и той же	1	2
17	выражение прежде всего	1	2
18	вместе с тем	1	2
19	в этом отношении	4	2
20	тот или иной	1	2
21	у нас не	1	2
22	не может быть	5	2
23	свое выражение прежде	1	2
24	связи с этим	1	2
25	о том что	4	2
26	можно сказать что	1	2
27	в связи с	3	2
28	к тому что	2	2
29	одной и той	1	2
30	это связано с	3	1
31	еще до того	1	1
32	до наших дней	1	1
33	более или менее	1	1
34	не говоря уже	1	1
35	так как в	1	1
36	мочи нет в	1	1
37	в самом деле	1	1
38	в одной и	1	1
39	точку зрения на	1	1
40	до сих пор	2	1
41	в хviii веке	1	1
42	как бы из	1	1
43	и тем что	1	1
44	в какой форме	1	1
45	и не мог	1	1
46	независимо от того	2	1
47	в собственном смысле	1	1
48	можно было бы	1	1
49	по крайней мере	4	1
50	хотя бы на	1	1
51	слова как например	1	1
52	тем что он	2	1
53	но имеет и	1	1
54	и в этом	2	1
55	лишь в исключительных	1	1
56	тем не менее	2	1
57	по большей части	1	1
58	благодаря тому что	1	1
59	как и вообще	1	1
60	иметь в виду	1	1
61	всех этих трех	1	1
62	же самое и	1	1
63	уже не к	1	1
64	на вопрос о	1	1
65	таким образом в	1	1
66	выбор того или	1	1
67	не может не	1	1
68	об этом мы	1	1
69	но то что	1	1
70	которые звучат в	1	1
71	не только не	1	1
72	вопрос о том	1	1
73	до того как	1	1
74	ни в какой	1	1
75	в русской литературе	1	1
76	тогда когда мы	1	1
77	только тогда когда	2	1
78	мы имеем в	2	1
79	с другой стороны	4	1
80	определенную точку зрения	1	1
81	том что такое	1	1
82	в исключительных случаях	1	1
83	вовсе не является	1	1
84	в том что	11	1
85	такие слова как	1	1
