N	3gram	Propp_Isto_4	KulturaY
1	тем не менее	2	9
2	до сих пор	5	8
3	и т д	24	8
4	в зависимости от	1	7
5	в этом случае	3	4
6	в данном случае	3	4
7	в связи с	2	4
8	после того как	2	4
9	только тогда когда	1	4
10	не только в	2	3
11	не только как	1	3
12	с другой стороны	4	3
13	т е как	1	3
14	не может быть	4	3
15	так и в	2	3
16	о том что	2	3
17	смысле этого слова	2	2
18	в том числе	1	2
19	и только после	1	2
20	совершенно ясно что	1	2
21	не в том	1	2
22	не могут быть	1	2
23	только после того	1	2
24	т е к	2	2
25	так как он	2	2
26	а не просто	1	2
27	тем более что	1	2
28	что и в	1	2
29	как мы видели	3	2
30	в его распоряжении	1	1
31	еще не может	1	1
32	потому что он	1	1
33	на вопрос какую	1	1
34	на этот вопрос	2	1
35	этот вопрос мы	1	1
36	о том чтобы	1	1
37	ответить на этот	1	1
38	что в числе	1	1
39	то же самое	2	1
40	и действительно есть	1	1
41	можно возразить что	1	1
42	на тех же	1	1
43	и не может	1	1
44	мы знаем теперь	1	1
45	в иных случаях	1	1
46	что он не	1	1
47	но и в	1	1
48	т д но	1	1
49	и если бы	1	1
50	и пр на	1	1
51	гораздо важнее что	1	1
52	вместе с тем	1	1
53	здесь могут быть	1	1
54	может быть и	1	1
55	в то время	1	1
56	так же как	12	1
57	в виду не	1	1
58	не потому что	1	1
59	в одном случае	3	1
60	то что он	2	1
61	т е в	3	1
62	с нашей точки	1	1
63	не случайно и	1	1
64	т д такое	1	1
65	могло бы составить	1	1
66	в том отношении	1	1
67	в тех случаях	2	1
68	тому как в	1	1
69	из которых каждый	1	1
70	все те же	1	1
71	вовсе не в	1	1
72	не говорит что	1	1
73	мы не можем	1	1
74	же самое что	1	1
75	и вместе с	1	1
76	точно таким же	1	1
77	даже в тех	1	1
78	но все же	4	1
79	том отношении что	1	1
80	нашей точки зрения	1	1
81	мы имеем в	2	1
82	как мы видим	1	1
83	тех случаях когда	2	1
84	что дело не	1	1
85	к тому что	1	1
86	имеется в виду	1	1
87	все тех же	1	1
88	в главе о	2	1
89	мы увидим что	2	1
