N	3gram	Bakhtin_fo_1	KulturaY
1	и т п	8	41
2	с точки зрения	2	16
3	в самом деле	1	11
4	для того чтобы	5	11
5	до сих пор	3	8
6	в том что	2	8
7	в зависимости от	1	7
8	той или иной	2	5
9	в этом случае	1	4
10	в данном случае	1	4
11	с одной стороны	2	4
12	и в этом	1	4
13	в связи с	5	4
14	и в самом	1	4
15	т п но	1	3
16	не только в	2	3
17	не может быть	3	3
18	так и в	1	3
19	о том что	1	3
20	смысле этого слова	1	2
21	в той или	1	2
22	и того же	5	2
23	по отношению к	3	2
24	в том числе	4	2
25	как раз и	2	2
26	в отличие от	2	2
27	совершенно ясно что	1	2
28	т п все	1	2
29	не могут быть	1	2
30	так как он	1	2
31	одного и того	5	2
32	сама по себе	1	2
33	к тому же	2	2
34	точка зрения на	1	1
35	сих пор точно	1	1
36	само собой разумеется	2	1
37	ровно ничего не	1	1
38	а вовсе не	1	1
39	прежде всего в	1	1
40	также и в	2	1
41	здесь прежде всего	1	1
42	одних и тех	2	1
43	здесь не место	2	1
44	они не могут	1	1
45	и в то	5	1
46	в другом месте	1	1
47	смысле слова и	1	1
48	в строгом смысле	2	1
49	но для того	2	1
50	наряду с этим	2	1
51	но и в	2	1
52	мы находим в	1	1
53	но в этом	1	1
54	с тем что	1	1
55	тогда когда они	1	1
56	или иной степени	1	1
57	не о чем	1	1
58	ее целом в	1	1
59	здесь же мы	1	1
60	он имеет в	1	1
61	вместе с тем	2	1
62	и тех же	2	1
63	определенным кругом читателей	1	1
64	может быть и	2	1
65	то время когда	1	1
66	в то время	3	1
67	так же как	2	1
68	все без исключения	1	1
69	ясно что в	1	1
70	по природе своей	2	1
71	ведь в этом	1	1
72	с нашей точки	3	1
73	в этом ее	1	1
74	во всяком случае	1	1
75	он не знает	1	1
76	она может иметь	1	1
77	когда мы говорим	1	1
78	в тех случаях	1	1
79	то увидим что	1	1
80	совершенно независимо от	1	1
81	то же время	9	1
82	в свою очередь	1	1
83	здесь идет о	1	1
84	но дело не	1	1
85	есть еще и	1	1
86	и прежде всего	2	1
87	здесь как мы	1	1
88	но все же	2	1
89	нашей точки зрения	3	1
90	мы говорим о	1	1
91	мы имеем в	1	1
92	как мы видим	2	1
93	как в самом	1	1
94	в ее целом	2	1
95	тех случаях когда	1	1
96	в то же	6	1
97	этот вопрос в	1	1
98	один из самых	1	1
99	что дело здесь	1	1
