N	2gram	Vygotskiy__5	Poddanst
1	не только	16	17
2	и в	30	14
3	и не	6	12
4	в области	1	11
5	в этом	14	10
6	в отношении	2	10
7	в качестве	2	9
8	но в	5	9
9	то же	7	9
10	в том	27	9
11	хотя бы	3	8
12	только в	5	7
13	в то	2	7
14	в ней	4	6
15	было бы	5	6
16	но и	6	6
17	быть может	1	6
18	в смысле	1	6
19	в которых	2	5
20	с другой	9	5
21	может быть	11	5
22	не в	8	5
23	и о	3	5
24	если бы	11	4
25	в своем	6	4
26	и к	4	4
27	как бы	19	4
28	и если	6	4
29	том что	21	4
30	не может	9	4
31	и потому	5	4
32	в котором	2	4
33	по себе	7	4
34	в русской	1	4
35	что в	24	4
36	мы должны	3	4
37	же в	2	4
38	а в	4	4
39	то что	37	4
40	и т	7	3
41	мы не	3	3
42	сводится к	5	3
43	столь же	1	3
44	между тем	1	3
45	это не	3	3
46	вслед за	1	3
47	хотя и	1	3
48	и как	7	3
49	тот же	3	3
50	с ними	1	3
51	с одной	12	3
52	в себе	5	3
53	в нем	7	3
54	ей в	1	3
55	сами по	2	3
56	в россии	1	3
57	для того	20	3
58	заключается в	8	3
59	прежде всего	4	3
60	одной стороны	12	3
61	с тем	8	3
62	что мы	11	3
63	с точки	2	3
64	но не	7	3
65	могут быть	8	3
66	потому что	23	3
67	точки зрения	7	3
68	и это	8	2
69	отношения к	2	2
70	например в	1	2
71	в сфере	1	2
72	значительной мере	1	2
73	в ее	3	2
74	через духовное	1	2
75	и есть	5	2
76	есть не	4	2
77	с с	1	2
78	осуществляется в	2	2
79	которую мы	2	2
80	по сравнению	4	2
81	является в	2	2
82	есть нечто	3	2
83	только это	1	2
84	но к	1	2
85	никак не	6	2
86	в значительной	1	2
87	во всех	2	2
88	если в	1	2
89	со стороны	3	2
90	из важнейших	1	2
91	каждый в	1	2
92	в русском	1	2
93	с этим	2	2
94	и пусть	1	2
95	того что	8	2
96	стороны и	4	2
97	в начале	1	2
98	главным образом	1	2
99	в его	4	2
100	из них	2	2
101	в виде	1	2
102	не к	1	2
103	в силу	3	2
104	и вот	2	2
105	как раз	13	2
106	в последние	1	2
107	именно как	1	2
108	и с	2	2
109	полной мере	1	2
110	именно в	6	2
111	и мы	16	2
112	и тем	6	2
113	сказывается в	1	2
114	в жизни	1	2
115	в них	4	2
116	весьма вероятно	1	2
117	не было	1	2
118	а не	8	2
119	должно быть	2	2
120	в эту	1	2
121	не менее	1	2
122	все это	2	2
123	не о	1	2
124	одна из	3	2
125	мысль о	4	2
126	да и	1	2
127	в полной	2	2
128	еще более	1	2
129	тем более	1	2
130	для нас	3	2
131	исключительно в	1	2
132	заключает в	4	2
133	может и	1	2
134	в частности	4	2
135	имеет не	1	2
136	так называемые	1	2
137	как на	11	2
138	в применении	1	1
139	от этой	2	1
140	же как	2	1
141	с другом	3	1
142	связана с	1	1
143	и то	9	1
144	как по	1	1
145	тем же	3	1
146	и этим	1	1
147	в себя	2	1
148	смысл этого	3	1
149	по преимуществу	2	1
150	идет речь	3	1
151	на две	1	1
152	выражается в	1	1
153	применении к	1	1
154	уяснить себе	1	1
155	должна быть	2	1
156	собственном смысле	1	1
157	поскольку она	1	1
158	не с	2	1
159	представляют собою	1	1
160	еще в	2	1
161	что дело	2	1
162	бы что	1	1
163	развитие в	1	1
164	два направления	1	1
165	для этого	9	1
166	в собственном	1	1
167	находится в	2	1
168	пор пока	2	1
169	воспринимает не	1	1
170	с ее	1	1
171	и ее	1	1
172	том виде	1	1
173	именно потому	3	1
174	мы и	1	1
175	и здесь	6	1
176	весь он	1	1
177	и живы	1	1
178	и что	23	1
179	еще не	5	1
180	были бы	1	1
181	и на	3	1
182	он был	2	1
183	с его	2	1
184	это имеет	1	1
185	различия между	2	1
186	связь между	2	1
187	с трудом	1	1
188	не все	1	1
189	что и	3	1
190	отличие от	2	1
191	не просто	1	1
192	есть с	1	1
193	мы хотим	2	1
194	к внешнему	2	1
195	сущность которого	1	1
196	тех пор	2	1
197	мысль и	1	1
198	все же	7	1
199	и где	1	1
200	обе эти	2	1
201	выражены в	1	1
202	мы видим	8	1
203	действие в	1	1
204	только знак	1	1
205	единственно возможным	1	1
206	более или	1	1
207	в какой	1	1
208	должен быть	2	1
209	понимать что	1	1
210	можем представить	1	1
211	и такое	1	1
212	в самом	14	1
213	только то	1	1
214	но как	1	1
215	в которой	3	1
216	во времени	1	1
217	что составляет	1	1
218	что это	8	1
219	их не	2	1
220	могли бы	4	1
221	представляет собой	1	1
222	чуть ли	1	1
223	из этих	3	1
224	если мы	16	1
225	именно на	5	1
226	в эти	1	1
227	себя в	1	1
228	в известном	1	1
229	оказывается в	1	1
230	переходит в	1	1
231	и чувствуем	1	1
232	уже в	6	1
233	во многих	1	1
234	только на	4	1
235	на то	17	1
236	в наших	1	1
237	сделать то	1	1
238	этого процесса	1	1
239	т д	3	1
240	мы знаем	2	1
241	при виде	1	1
242	в восприятии	1	1
243	есть та	1	1
244	не как	3	1
245	эта вторая	1	1
246	мы можем	7	1
247	и только	3	1
248	само по	2	1
249	каждый из	1	1
250	следует понимать	2	1
251	с собой	1	1
252	одно и	3	1
253	мы возьмем	1	1
254	не хотим	1	1
255	от нее	1	1
256	в каждом	2	1
257	к составлению	1	1
258	представляют собой	2	1
259	а затем	2	1
260	из двух	3	1
261	она оказывается	1	1
262	не были	1	1
263	ней и	1	1
264	или иной	2	1
265	из всех	1	1
266	она находится	1	1
267	на этой	1	1
268	ясно что	6	1
269	в душе	2	1
270	связаны с	1	1
271	совершенно ясно	7	1
272	а с	5	1
273	бы нас	1	1
274	что не	1	1
275	обратиться к	5	1
276	возможность не	1	1
277	кто не	1	1
278	далеко не	1	1
279	смерти но	1	1
280	в этой	5	1
281	как и	6	1
282	и уже	3	1
283	с которым	3	1
284	как ни	4	1
285	говорится о	2	1
286	намеки в	1	1
287	наших сил	1	1
288	когда в	2	1
289	в одно	1	1
290	бы как	1	1
291	или менее	1	1
292	зрения можно	1	1
293	что если	6	1
294	от первой	1	1
295	и при	2	1
296	в которые	1	1
297	это ощущение	1	1
298	так же	13	1
299	представить себе	2	1
300	они несомненно	1	1
301	многих случаях	1	1
302	что именно	5	1
303	в отличие	2	1
304	знаем что	2	1
305	бы мы	3	1
306	в данном	3	1
307	вопрос о	3	1
308	к сохранению	1	1
309	сравнению с	4	1
310	любовь и	1	1
311	исключительно на	1	1
312	и смысла	1	1
313	думается что	3	1
314	из авторов	1	1
315	в отдельности	1	1
316	эти последние	1	1
317	и эти	1	1
318	как к	1	1
319	там где	4	1
320	друг с	3	1
321	и наоборот	1	1
322	того кто	1	1
323	к следующему	2	1
324	чувство и	2	1
325	и вся	3	1
326	и очень	1	1
327	есть знак	1	1
328	нет никакого	1	1
329	что есть	2	1
330	и другим	1	1
331	эта мысль	1	1
332	стремление к	1	1
333	что эта	4	1
334	лиц и	1	1
335	с которой	2	1
336	она не	1	1
337	что с	6	1
338	иной раз	1	1
339	входят в	2	1
340	но для	1	1
341	и философской	1	1
342	для каждого	1	1
343	тогда когда	1	1
344	этом смысле	2	1
345	в сферу	2	1
346	только мы	1	1
347	с и	5	1
348	как возможность	1	1
349	того чтобы	20	1
350	она может	1	1
351	не имеет	1	1
352	рассматривать как	1	1
353	никогда не	9	1
354	в результате	4	1
355	казалось бы	4	1
356	о котором	6	1
357	чтобы понять	1	1
358	находятся в	3	1
359	с двух	1	1
360	этих двух	7	1
361	но где	1	1
362	это сделать	1	1
363	что жизнь	1	1
364	как она	4	1
365	что по	2	1
366	другой стороны	5	1
367	только что	4	1
368	и теперь	1	1
369	в этих	3	1
370	можно рассматривать	1	1
371	давно уже	2	1
372	до тех	2	1
373	над ним	2	1
374	нет ничего	1	1
375	в каком	3	1
376	конечно и	1	1
377	в психологии	3	1
378	они как	1	1
379	по одному	1	1
380	и именно	4	1
381	при сохранении	1	1
382	и страсти	4	1
383	что все	6	1
384	ли не	2	1
385	в других	1	1
386	ни к	1	1
387	начала в	1	1
388	в трех	3	1
389	мы все	6	1
390	что то	1	1
391	частности в	1	1
392	что оно	6	1
393	к сожалению	1	1
394	ни на	1	1
395	видим в	2	1
396	котором говорит	2	1
397	и другие	3	1
398	не есть	4	1
399	вместе с	12	1
400	именно здесь	1	1
401	это в	3	1
402	что от	2	1
403	что при	3	1
404	во всяком	1	1
405	из чего	1	1
406	гораздо более	2	1
