N	3gram	Tiupa_Lite_3	Myshleni
1	для того чтобы	1	14
2	по отношению к	4	12
3	в том что	4	11
4	с точки зрения	3	9
5	в этом отношении	5	5
6	в другом месте	1	4
7	подобно тому как	2	4
8	то же самое	2	4
9	из того что	2	4
10	с этой точки	1	4
11	этой точки зрения	1	4
12	о том что	4	4
13	друг от друга	1	4
14	сама по себе	1	4
15	состоит в том	2	3
16	того же самого	1	3
17	тому как в	1	3
18	с одной стороны	4	3
19	в свою очередь	1	3
20	не может быть	3	3
21	не только не	1	3
22	вопрос о том	1	3
23	в самом деле	2	2
24	о том как	1	2
25	в отличие от	5	2
26	и то что	1	2
27	не знает что	1	2
28	именно в этом	1	2
29	вместе с тем	1	2
30	и в частности	2	2
31	но при этом	1	2
32	с другой стороны	2	2
33	ничего общего с	1	2
34	отношение к предмету	1	1
35	что иное как	1	1
36	более или менее	1	1
37	на самом деле	1	1
38	в том числе	3	1
39	новые и новые	1	1
40	одной стороны и	2	1
41	только по отношению	1	1
42	как например в	2	1
43	только в том	1	1
44	в первую очередь	1	1
45	до самого конца	1	1
46	том числе и	2	1
47	отношением к объекту	1	1
48	именно то что	1	1
49	не что иное	1	1
50	а не только	1	1
51	в этой связи	1	1
52	два момента в	1	1
53	он этого не	1	1
54	не только по	1	1
55	не только для	1	1
56	и тем самым	2	1
57	в связи с	1	1
58	а не как	2	1
59	исходит из того	1	1
60	я не могу	1	1
61	тем не менее	1	1
62	собой но в	1	1
63	по аналогии с	1	1
64	в том чтобы	2	1
65	и вместе с	2	1
66	к его началу	1	1
67	должно быть подчинено	1	1
68	в то же	7	1
69	к тому что	1	1
70	и т.п и	1	1
71	что он в	1	1
72	той или иной	2	1
