N	2gram	Tiupa_Lite_3	Myshleni
1	то что	12	26
2	в этом	14	25
3	что он	5	25
4	потому что	3	21
5	точки зрения	7	18
6	в том	12	18
7	не может	8	18
8	того чтобы	2	17
9	не только	14	16
10	и в	16	16
11	того что	9	16
12	так как	1	16
13	что в	2	16
14	том что	8	15
15	так же	2	15
16	для того	2	14
17	в процессе	1	13
18	сказать что	1	13
19	вопрос о	2	12
20	по отношению	4	12
21	в ходе	1	12
22	в области	3	12
23	и не	22	12
24	отношению к	4	12
25	из того	2	11
26	отношение к	2	11
27	в его	6	11
28	но не	4	10
29	в силу	1	10
30	было бы	2	10
31	как мы	2	10
32	только в	7	10
33	а не	12	10
34	с точки	3	9
35	в отношении	1	9
36	может быть	12	9
37	то же	9	8
38	должно быть	4	8
39	как и	5	8
40	что развитие	1	8
41	если бы	2	8
42	тем самым	7	8
43	в основе	5	8
44	о том	6	8
45	он не	1	8
46	как это	3	8
47	того же	2	7
48	и есть	1	7
49	представляет собой	2	7
50	в нем	2	7
51	но он	1	7
52	по себе	2	7
53	так и	9	7
54	к объекту	1	7
55	и на	2	6
56	могли бы	2	6
57	но в	3	6
58	в этой	8	6
59	как он	1	6
60	состоит в	6	6
61	в другом	6	6
62	не в	10	6
63	языка и	1	6
64	в школе	1	6
65	у него	1	6
66	но и	14	6
67	в той	1	6
68	к тому	6	6
69	мы и	2	5
70	что они	1	5
71	как в	5	5
72	в своем	1	5
73	на все	1	5
74	тому что	1	5
75	мысли и	1	5
76	в то	9	5
77	тогда когда	1	5
78	никогда не	4	5
79	этом отношении	5	5
80	на вопрос	1	5
81	но мы	1	5
82	можно сказать	2	5
83	хотя бы	1	5
84	для него	2	5
85	тем что	2	5
86	как бы	8	5
87	это значит	1	5
88	еще более	1	5
89	не знает	2	5
90	как известно	1	4
91	и то	1	4
92	той же	3	4
93	к началу	1	4
94	друг от	1	4
95	за пределы	1	4
96	сама по	1	4
97	в самом	3	4
98	вообще не	1	4
99	при этом	15	4
100	подобно тому	2	4
101	мы его	1	4
102	это не	5	4
103	мысли в	1	4
104	мышления и	1	4
105	не имеет	1	4
106	в самых	1	4
107	же самое	2	4
108	не есть	1	4
109	от друга	1	4
110	еще не	6	4
111	другом месте	1	4
112	и т.д	1	4
113	не означает	2	4
114	в свете	1	4
115	в качестве	5	4
116	так что	1	4
117	и их	1	4
118	с другой	6	4
119	именно в	5	4
120	на этот	1	4
121	вместе с	5	4
122	тому как	3	4
123	с этой	2	4
124	в целом	5	4
125	бы в	1	4
126	потребность в	1	4
127	в свою	2	4
128	этой точки	1	4
129	самом деле	3	3
130	это и	1	3
131	между двумя	1	3
132	в первом	2	3
133	с таким	1	3
134	говорить о	1	3
135	как я	1	3
136	если в	1	3
137	с этим	1	3
138	все же	2	3
139	сознания в	1	3
140	и как	3	3
141	в действительности	1	3
142	то в	3	3
143	он в	2	3
144	и отношения	1	3
145	и тем	3	3
146	с тем	1	3
147	и того	1	3
148	в этих	1	3
149	в их	1	3
150	собой как	1	3
151	и более	1	3
152	нас к	2	3
153	не менее	2	3
154	до конца	4	3
155	же самого	1	3
156	только не	1	3
157	по своей	3	3
158	и является	1	3
159	и его	6	3
160	связи с	2	3
161	ничего общего	1	3
162	приходит к	1	3
163	свою очередь	1	3
164	еще в	3	3
165	и с	2	3
166	в чем	1	3
167	к нему	1	3
168	что и	2	3
169	способность к	1	3
170	одной из	1	3
171	между тем	3	3
172	с одной	4	3
173	речь в	1	3
174	в одном	4	3
175	а в	5	3
176	осознанность и	1	3
177	еще и	2	3
178	прежде всего	3	3
179	не на	1	3
180	в частности	11	3
181	речь не	1	3
182	к жизни	2	3
183	чем в	1	3
184	по существу	4	3
185	но это	1	3
186	одной стороны	4	3
187	вопрос как	1	3
188	к его	1	3
189	я это	2	3
190	как на	3	3
191	к этой	1	3
192	ее в	2	3
193	к этому	2	3
194	значение в	1	3
195	они не	1	3
196	отношения к	3	2
197	одним из	4	2
198	путь от	1	2
199	что эти	1	2
200	исходит из	1	2
201	есть не	1	2
202	приводят к	1	2
203	совпадает с	1	2
204	принадлежит к	1	2
205	на свою	3	2
206	я не	2	2
207	в ней	1	2
208	быть в	1	2
209	столь же	1	2
210	во всех	2	2
211	с каким	1	2
212	что я	5	2
213	что было	1	2
214	очевидно что	1	2
215	отличие от	5	2
216	в центре	1	2
217	общего с	1	2
218	стороны и	2	2
219	свою внутреннюю	1	2
220	когда он	2	2
221	и к	3	2
222	в этот	1	2
223	и полностью	1	2
224	то и	1	2
225	тому же	5	2
226	в случае	2	2
227	на его	3	2
228	в корне	1	2
229	в совершенно	2	2
230	на протяжении	1	2
231	в жизни	8	2
232	в них	1	2
233	все равно	1	2
234	к ситуации	1	2
235	во второй	2	2
236	в своей	7	2
237	в котором	1	2
238	к предмету	2	2
239	как совокупность	1	2
240	в отличие	5	2
241	состоящее в	1	2
242	значение для	1	2
243	друг другу	1	2
244	и эти	1	2
245	все это	1	2
246	во всем	1	2
247	то это	2	2
248	два момента	1	2
249	знает что	2	2
250	для его	3	2
251	этот путь	2	2
252	в виду	1	2
253	но при	1	2
254	в истории	1	2
255	своей мысли	1	2
256	что у	2	2
257	на нее	1	2
258	не с	2	2
259	том как	1	2
260	по мере	1	2
261	его в	2	2
262	и требует	1	2
263	вслед за	3	2
264	к их	1	2
265	в первой	2	2
266	со всеми	2	2
267	только на	1	2
268	в единстве	3	2
269	же в	2	2
270	но с	2	2
271	из них	4	2
272	вовсе не	1	2
273	как будто	4	2
274	это будет	2	2
275	и даже	2	2
276	в ряде	1	2
277	а с	1	2
278	своего собственного	1	2
279	себя и	2	2
280	что для	1	2
281	обратиться к	1	2
282	у нас	2	2
283	о чем	3	2
284	всю полноту	2	2
285	оказывается не	2	2
286	и потому	2	2
287	сознания я	1	2
288	и от	1	2
289	только для	3	2
290	совершается в	1	2
291	и другими	1	2
292	сознания и	2	2
293	которая в	1	2
294	чем он	1	2
295	и становятся	1	2
296	отношением к	2	2
297	другой стороны	2	2
298	совершенно не	3	2
299	из этого	1	2
300	жизни и	3	2
301	в своих	2	2
302	и наиболее	1	1
303	второй из	2	1
304	например в	3	1
305	совершенно новой	2	1
306	на самом	1	1
307	с целым	1	1
308	его же	1	1
309	из его	1	1
310	в какой-то	1	1
311	мы уже	1	1
312	объект в	2	1
313	полагает что	1	1
314	еще на	2	1
315	для своего	2	1
316	и о	1	1
317	и новые	1	1
318	он этого	1	1
319	в решении	1	1
320	что иное	1	1
321	в деле	1	1
322	но уже	3	1
323	и ее	2	1
324	в будущем	1	1
325	о пути	1	1
326	он был	1	1
327	он сам	1	1
328	иное как	1	1
329	бы то	2	1
330	с его	6	1
331	как путь	1	1
332	сознания а	1	1
333	и подобно	1	1
334	как правило	1	1
335	в ее	5	1
336	высказывание и	1	1
337	легко может	2	1
338	в общем	1	1
339	значение имеет	1	1
340	ни одна	1	1
341	независимо от	1	1
342	и дети	1	1
343	все остальные	1	1
344	перед нами	1	1
345	и наконец	3	1
346	более или	1	1
347	в себе	6	1
348	за собой	1	1
349	самого существования	1	1
350	из самых	1	1
351	другого как	1	1
352	в нашем	1	1
353	еще один	2	1
354	что к	1	1
355	иным путем	1	1
356	сознания который	1	1
357	очевидна и	1	1
358	на то	2	1
359	так сказать	1	1
360	вовне в	1	1
361	от мыслей	1	1
362	оно было	1	1
363	именно то	1	1
364	момента в	1	1
365	в первую	1	1
366	нее и	1	1
367	свою собственную	1	1
368	не как	2	1
369	собой не	1	1
370	оно должно	1	1
371	том чтобы	2	1
372	что без	1	1
373	прежде чем	1	1
374	психологическое исследование	1	1
375	значительной степени	1	1
376	в каждом	1	1
377	здесь мы	1	1
378	нам остается	1	1
379	мыслится как	3	1
380	лишь в	5	1
381	входит в	4	1
382	две другие	1	1
383	и других	1	1
384	первую очередь	1	1
385	центральное место	1	1
386	который по	1	1
387	самые различные	1	1
388	о которых	1	1
389	пути как	2	1
390	в слове	3	1
391	и уже	1	1
392	несмотря на	2	1
393	ключ к	1	1
394	нисколько не	1	1
395	со всей	2	1
396	на первый	1	1
397	из понимания	1	1
398	в понимании	1	1
399	что такая	1	1
400	этой связи	1	1
401	сознания но	1	1
402	взгляд на	3	1
403	в советской	2	1
404	место в	4	1
405	не столько	1	1
406	всегда остается	1	1
407	тем не	1	1
408	однако в	4	1
409	с которой	2	1
410	она не	1	1
