N	2gram	Bakhtin_Fr_6	NovoeSre
1	а не	2	17
2	и в	41	16
3	не может	4	16
4	нового времени	4	12
5	и не	3	11
6	в эпоху	6	9
7	что в	7	9
8	в том	2	8
9	жизни и	3	8
10	он не	2	8
11	в этом	12	7
12	может быть	2	7
13	как и	7	7
14	это есть	1	7
15	средние века	4	7
16	с его	5	6
17	не в	4	6
18	ни в	1	6
19	никогда не	8	6
20	лишь в	2	6
21	но это	3	6
22	не знает	1	6
23	должен быть	2	5
24	в ней	4	5
25	и к	1	5
26	не только	10	5
27	в жизни	1	5
28	xix века	1	5
29	все это	11	5
30	в нем	16	5
31	со всех	1	4
32	не во	1	4
33	о том	9	4
34	всех сторон	1	4
35	перестает быть	1	4
36	в них	7	4
37	то что	10	4
38	это не	1	4
39	прежде всего	10	4
40	не было	1	4
41	и потому	2	4
42	не менее	1	4
43	и для	3	4
44	не имеет	1	4
45	и все	9	4
46	потому что	3	4
47	с другой	4	3
48	в ее	5	3
49	в средние	4	3
50	должна быть	2	3
51	человека и	2	3
52	еще не	1	3
53	во всех	17	3
54	за пределы	2	3
55	в истории	2	3
56	наряду с	1	3
57	как в	4	3
58	конечно не	3	3
59	к ним	1	3
60	но и	13	3
61	это было	2	3
62	с тем	1	3
63	в своей	2	3
64	не существует	1	3
65	в основе	4	3
66	в духе	3	3
67	сказать что	6	3
68	и это	1	2
69	более не	1	2
70	связана с	2	2
71	это и	2	2
72	роль в	4	2
73	для нового	2	2
74	ведь и	2	2
75	можно было	1	2
76	так и	5	2
77	природе и	1	2
78	времени и	2	2
79	мы не	2	2
80	общества и	1	2
81	мира и	2	2
82	и с	16	2
83	для этого	2	2
84	стремление к	1	2
85	жизни как	1	2
86	и что	5	2
87	и на	9	2
88	времени в	1	2
89	на протяжении	1	2
90	но не	2	2
91	в новом	2	2
92	сильнее и	2	2
93	века и	1	2
94	все время	4	2
95	в центре	2	2
96	с этим	3	2
97	хотя и	2	2
98	но в	8	2
99	духа в	2	2
100	все эти	11	2
101	с одной	4	2
102	себя в	2	2
103	думать что	1	2
104	есть в	3	2
105	в себе	5	2
106	уже не	1	2
107	не могла	1	2
108	это связано	1	2
109	у него	7	2
110	что все	2	2
111	нет и	1	2
112	и даже	4	2
113	на уровне	1	2
114	и т.п	19	2
115	связаны с	7	2
116	в природе	1	2
117	и было	1	2
118	том что	7	2
119	вместе с	6	2
120	так же	5	2
121	мы говорим	1	2
122	место в	1	2
123	мысли и	1	2
124	одной стороны	4	2
125	мир и	1	2
126	другой стороны	2	2
127	по существу	1	2
128	не могли	1	2
129	как будто	1	2
130	свободы в	1	2
131	как это	2	2
132	в смысле	1	2
133	в то	6	2
134	одна из	1	2
135	в мировой	1	2
136	того чтобы	4	2
137	формы и	1	2
138	средневековья и	1	2
139	и от	4	2
140	и весь	1	2
141	все они	2	2
142	а в	4	2
143	могут быть	1	2
144	из ее	1	2
145	от этой	1	1
146	также что	3	1
147	оно может	1	1
148	при свете	1	1
149	и через	1	1
