N	2gram	Medvedev_F_2	NovoeSre
1	а не	6	17
2	и в	38	16
3	не может	14	16
4	совсем не	2	12
5	и не	20	11
6	и есть	1	10
7	в эпоху	2	9
8	что в	7	9
9	как не	1	8
10	в том	11	8
11	жизни и	3	8
12	он не	6	8
13	в этом	27	7
14	к новому	1	7
15	может быть	23	7
16	не будет	2	7
17	как и	9	7
18	высшей степени	4	6
19	с его	11	6
20	не в	15	6
21	ни в	2	6
22	в высшей	4	6
23	никогда не	2	6
24	лишь в	7	6
25	но это	2	6
26	должен быть	1	5
27	в ней	6	5
28	и к	4	5
29	не только	9	5
30	все это	3	5
31	в нем	13	5
32	о том	1	4
33	и мы	1	4
34	в них	1	4
35	то что	6	4
36	это не	2	4
37	прежде всего	15	4
38	не было	6	4
39	должно быть	2	4
40	есть лишь	2	4
41	не менее	1	4
42	и для	5	4
43	не имеет	2	4
44	и все	3	4
45	потому что	2	4
46	с другой	3	3
47	в ее	2	3
48	должна быть	5	3
49	вопрос о	1	3
50	во всех	5	3
51	за пределы	1	3
52	в истории	6	3
53	как в	4	3
54	конечно не	1	3
55	всех сферах	1	3
56	к ним	1	3
57	перейти к	1	3
58	но и	13	3
59	это было	3	3
60	не есть	3	3
61	и пр	21	3
62	стремится к	1	3
63	с тем	11	3
64	в своей	7	3
65	в новое	1	3
66	в россии	1	3
67	она не	2	3
68	эти формы	1	3
69	не существует	1	3
70	в основе	5	3
71	к тому	4	3
72	сказать что	2	3
73	которых не	1	2
74	и это	2	2
75	же как	3	2
76	связана с	1	2
77	силы и	1	2
78	это и	5	2
79	роль в	3	2
80	ведь и	1	2
81	к созданию	1	2
82	можно было	1	2
83	так и	8	2
84	времени и	2	2
85	мы не	3	2
86	и с	9	2
87	для этого	2	2
88	стремление к	1	2
89	но она	1	2
90	и должно	5	2
91	вот почему	1	2
92	и на	3	2
93	должно было	3	2
94	но не	2	2
95	все время	6	2
96	с этим	5	2
97	хотя и	3	2
98	но в	4	2
99	духа в	1	2
100	все эти	6	2
101	с одной	1	2
102	думать что	1	2
103	с их	1	2
104	в себе	1	2
105	уже не	7	2
106	не могла	1	2
107	не к	2	2
108	том чтобы	1	2
109	и заключается	1	2
110	и даже	4	2
111	этом смысле	2	2
112	в природе	1	2
113	зависит от	1	2
114	том что	2	2
115	вместе с	6	2
116	так же	1	2
117	мы говорим	4	2
118	место в	3	2
119	одной стороны	1	2
120	центр тяжести	2	2
121	такого рода	1	2
122	другой стороны	4	2
123	по существу	7	2
124	не могли	2	2
125	ни одна	2	2
126	как будто	1	2
127	возвращается к	1	2
128	как это	2	2
129	такой же	3	2
130	но для	1	2
131	равно как	2	2
132	в смысле	1	2
133	в то	5	2
134	того чтобы	3	2
135	формы и	2	2
136	и от	2	2
137	человека во	1	2
138	в русском	1	2
139	хотя бы	6	2
140	все они	1	2
141	а в	6	2
142	от всякого	2	2
143	и начинается	1	2
144	могут быть	6	2
145	можно назвать	1	2
146	из ее	1	2
147	от этой	1	1
148	и через	1	1
149	легче чем	1	1
150	же так	1	1
151	становится в	2	1
152	для себя	1	1
153	только потому	1	1
154	характер и	1	1
155	в средневековой	1	1
156	по преимуществу	5	1
157	приводит к	2	1
158	и до	3	1
159	не их	1	1
160	был и	2	1
161	и этот	1	1
162	с собой	1	1
163	от истины	1	1
164	и которые	1	1
165	во многом	1	1
166	все свои	1	1
167	получает все	1	1
168	совсем особое	1	1
169	на место	1	1
170	по-новому и	1	1
171	с ним	2	1
172	можно сказать	1	1
173	смысле и	1	1
174	говорить о	5	1
175	то это	3	1
176	только так	2	1
177	в виду	2	1
178	зависимости от	3	1
179	это время	2	1
180	более высокой	1	1
181	на нем	2	1
182	она продолжает	1	1
183	на них	1	1
184	на их	1	1
185	в какие	1	1
186	что его	1	1
187	в чем	2	1
188	и во	1	1
189	все в	1	1
190	не могут	7	1
191	к нему	3	1
192	то он	1	1
193	вопросу о	1	1
194	значение и	3	1
195	в его	10	1
196	в эти	1	1
197	менее всего	3	1
198	отличие от	2	1
199	ориентироваться в	1	1
200	неизбежно будет	1	1
201	лишь к	1	1
202	и только	5	1
203	движения в	1	1
204	в значительной	3	1
205	к которому	1	1
206	в своем	1	1
207	как например	2	1
208	и нет	1	1
209	каким путем	1	1
210	глубже чем	1	1
211	борьбы за	1	1
212	что он	5	1
213	всего как	1	1
214	особое место	1	1
215	только в	6	1
216	во всем	1	1
217	отнесены к	1	1
218	к отрицанию	1	1
219	от этого	3	1
220	в этот	1	1
221	и элементы	1	1
222	так на	1	1
223	в самом	16	1
224	характерная для	1	1
225	роли какую	1	1
226	бы сказать	1	1
227	он в	2	1
228	из этих	3	1
229	же и	2	1
230	для всех	1	1
231	и хочет	1	1
232	уже в	2	1
233	вопроса о	2	1
234	в большинстве	4	1
235	есть проблема	1	1
236	дальше и	1	1
237	слова новым	1	1
238	бог не	1	1
239	от других	1	1
240	вступить на	1	1
241	в статье	4	1
242	вера в	1	1
243	большинстве случаев	3	1
244	своем развитии	2	1
245	из них	4	1
246	человека на	1	1
247	для того	3	1
248	французский немецкий	1	1
249	и их	3	1
250	всяком случае	5	1
251	и нового	2	1
252	к одному	1	1
253	слова в	3	1
254	сами по	2	1
255	в конце	2	1
256	не для	1	1
257	но ведь	3	1
258	они сами	1	1
259	осознавать себя	1	1
260	бытия и	1	1
261	всех своих	1	1
262	могли не	1	1
263	тем что	8	1
264	в основу	2	1
265	но все	3	1
266	значительной степени	3	1
267	от нее	4	1
268	лишь для	4	1
269	значение в	1	1
270	том случае	2	1
271	групп и	1	1
272	ней и	1	1
273	говорим о	2	1
274	пришли к	1	1
275	с другими	10	1
276	был в	1	1
277	который и	1	1
278	верховной цели	1	1
279	было бы	6	1
280	в каких	2	1
281	он есть	1	1
282	было и	2	1
283	в отличие	2	1
284	что не	4	1
285	но оно	1	1
286	социальной жизни	1	1
287	что будет	1	1
288	для них	3	1
289	их не	1	1
290	к политической	1	1
291	превращается в	2	1
292	нет в	1	1
293	а на	1	1
294	они не	4	1
295	в этой	6	1
296	быть понят	1	1
297	ничем не	2	1
298	не на	1	1
299	порядок дня	1	1
300	новые формы	1	1
301	ближе к	1	1
302	он и	3	1
303	и еще	1	1
304	в эту	1	1
305	в этих	2	1
306	может иметь	1	1
307	но если	1	1
308	самая постановка	1	1
309	особого типа	1	1
310	и особенно	1	1
311	и а	1	1
312	в такой	2	1
313	другая сторона	1	1
314	в котором	2	1
315	мы в	2	1
316	не столько	4	1
317	пр в	1	1
318	не должно	1	1
319	дальнейшее развитие	1	1
320	у нас	1	1
321	в зависимости	3	1
322	не удалось	1	1
323	в другие	1	1
324	но он	1	1
325	творчества и	1	1
326	мы должны	1	1
327	и более	2	1
328	их в	2	1
329	значение все	1	1
330	том смысле	3	1
331	по себе	7	1
332	в той	2	1
333	и вся	1	1
334	рода в	1	1
335	сих пор	1	1
336	так как	4	1
337	она могла	1	1
338	должны быть	1	1
339	и ярче	1	1
340	к вопросу	1	1
341	в сущности	4	1
342	в более	1	1
343	не по	2	1
344	и имеет	1	1
345	до сих	1	1
346	из их	1	1
347	этой системы	1	1
348	чтобы понять	1	1
349	а к	2	1
350	особого рода	1	1
351	явление в	1	1
352	к ней	1	1
353	не останется	2	1
354	и его	21	1
355	вот этот	1	1
356	или не	1	1
357	истории как	1	1
358	так называемый	1	1
359	потребность в	1	1
360	все более	2	1
361	вступает в	1	1
362	смысле в	1	1
363	возможно лишь	1	1
364	в области	3	1
365	разложения и	1	1
366	только одна	1	1
367	в каком	1	1
368	в свою	1	1
369	и оно	1	1
370	и реальном	1	1
371	от всех	2	1
372	того же	1	1
373	жизни а	1	1
374	есть только	2	1
375	во все	1	1
376	и вполне	1	1
377	в которой	2	1
378	было быть	1	1
379	быть признана	1	1
380	во всяком	5	1
381	случае если	1	1
382	а белый	1	1
383	станет более	1	1
384	творчества не	1	1
385	оно не	4	1
386	как на	1	1
387	него как	1	1
