N	2gram	Vygotskiy__2	VLabPisa
1	таким образом	14	27
2	в этом	19	26
3	и в	15	25
4	не только	15	22
5	может быть	9	21
6	хотя бы	4	20
7	и не	7	19
8	не может	9	17
9	объективной действительности	2	15
10	в его	2	15
11	в процессе	11	14
12	этом отношении	3	13
13	в том	33	13
14	прежде всего	4	13
15	в частности	6	12
16	как это	6	12
17	все это	4	12
18	в силу	2	11
19	вот что	1	11
20	с другой	6	11
21	из них	3	11
22	в качестве	4	10
23	не могут	2	10
24	о том	9	10
25	то же	5	9
26	что в	14	9
27	как видим	1	9
28	об этом	3	9
29	по этому	6	9
30	для него	3	9
31	но и	10	9
32	и др	5	9
33	к этому	4	9
34	в своем	9	8
35	ни один	1	8
36	все эти	3	8
37	по словам	1	8
38	не следует	2	8
39	на основании	1	8
40	другой стороны	1	8
41	могут быть	2	8
42	говорит и	1	8
43	во всех	2	7
44	по отношению	6	7
45	из этих	4	7
46	было бы	10	7
47	как и	6	7
48	том что	27	7
49	в конечном	4	7
50	этому поводу	3	7
51	а не	3	7
52	вместе с	6	7
53	отношению к	5	7
54	это и	1	6
55	в зависимости	6	6
56	более или	2	6
57	в себе	2	6
58	в нем	1	6
59	это не	5	6
60	или менее	2	6
61	их в	4	6
62	том же	2	6
63	и его	4	6
64	так и	8	6
65	между тем	1	6
66	бы и	3	6
67	у него	2	6
68	то что	20	6
69	и есть	2	5
70	действительности и	3	5
71	в их	2	5
72	зависимости от	6	5
73	конечном счете	4	5
74	очевидно что	3	5
75	как говорит	2	5
76	все же	4	5
77	в пределах	1	5
78	и при	1	5
79	не в	8	5
80	тому что	1	5
81	связи с	9	5
82	на основе	7	5
83	приводит к	5	5
84	один из	1	5
85	он говорит	3	5
86	как бы	7	5
87	не является	9	5
88	думается что	2	5
89	в результате	3	5
90	сказать что	6	5
91	только в	4	5
92	вполне основательно	1	4
93	с его	4	4
94	в этой	6	4
95	чем же	1	4
96	вот как	1	4
97	перед нами	2	4
98	когда он	3	4
99	в самом	11	4
100	в целом	10	4
101	же говорит	1	4
102	что все	4	4
103	в них	4	4
104	не удивительно	4	4
105	даже в	4	4
106	одна из	1	4
107	никогда не	8	4
108	говорит следующее	1	4
109	вот почему	3	4
110	к тому	7	4
111	для его	1	4
112	должен быть	2	4
113	в ее	1	4
114	можно сказать	2	4
115	показывают что	1	4
116	что он	12	4
117	в нашей	1	4
118	в одном	2	4
119	как раз	4	4
120	в связи	6	4
121	основных чертах	1	4
122	приведенных выше	2	4
123	в своей	4	4
124	человека и	3	3
125	в котором	2	3
126	имеет свою	2	3
127	и он	1	3
128	в которых	3	3
129	видели что	5	3
130	но как	1	3
131	явлений и	1	3
132	силу этого	1	3
133	нет и	2	3
134	что они	3	3
135	с этим	3	3
136	и как	2	3
137	и к	6	3
138	следующим образом	2	3
139	в противоположность	2	3
140	и по	3	3
141	его в	1	3
142	что не	1	3
143	с тем	1	3
144	мы видели	6	3
145	во время	3	3
146	точки зрения	26	3
147	и ее	3	3
148	одном из	1	3
149	как о	1	3
150	в другую	1	3
151	сводится к	1	3
152	у нас	1	3
153	она не	1	3
154	том как	1	3
155	в виду	6	3
156	утверждает что	3	3
157	что и	2	3
158	вслед за	1	3
159	и мир	1	3
160	говорит в	1	3
161	того что	17	3
162	этот вопрос	5	3
163	является не	1	3
164	и их	5	3
165	моментов в	2	3
166	этой проблемы	2	3
167	именно в	2	3
168	мы знаем	7	3
169	него в	1	3
170	так же	4	3
171	по поводу	4	3
172	всех других	1	3
173	по существу	5	3
174	при всем	1	3
175	и от	1	3
