N	4gram	Losev_Prob_3	Psycholo
1	в то время как	4	5
2	с этой точки зрения	1	4
3	заключается в том чтобы	1	3
4	заключается в том что	2	3
5	в собственном смысле слова	1	2
6	никак не может быть	1	2
7	и тем не менее	3	1
8	в нем не дана	1	1
9	т д все это	1	1
10	т д и т	4	1
11	при помощи которого оно	1	1
12	дело в том что	2	1
13	только благодаря тому что	1	1
14	одного и того же	1	1
15	если принять во внимание	1	1
16	д и т д	4	1
17	и т д и	4	1
18	художественного произведения должна быть	1	1
19	одно и то же	3	1
20	в том или ином	2	1
21	не что иное как	4	1
22	и т д все	1	1
23	друг к другу и	1	1
24	точно так же и	1	1
25	в таких словах как	1	1
26	если мы скажем что	1	1
27	само по себе не	1	1
28	есть нечто гораздо более	1	1
29	и не было бы	1	1
30	только о том что	1	1
31	все дело в том	1	1
32	так же как и	1	1
33	и в частности о	1	1
34	и там и здесь	2	1
35	в таком случае не	1	1
36	самой по себе а	1	1
37	к другу и следовательно	1	1
38	по себе а в	1	1
39	одним и тем же	1	1
40	поскольку речь идет о	1	1
