N	3gram	Losev_Prob_5	slovoVRo
1	не может быть	2	15
2	с одной стороны	3	5
3	той или иной	1	5
4	в большинстве случаев	1	5
5	по отношению к	2	4
6	то же время	1	4
7	но все же	2	4
8	в то же	1	4
9	в том что	8	4
10	с точки зрения	8	3
11	сама по себе	1	3
12	в этом отношении	1	3
13	но в то	1	3
14	так и в	1	3
15	в чем не	1	2
16	а вовсе не	1	2
17	а также и	1	2
18	не только о	1	2
19	до сих пор	2	2
20	если она не	1	2
21	у него нет	1	2
22	же время это	1	2
23	не только в	1	2
24	тот факт что	1	2
25	во всяком случае	2	2
26	то есть на	1	2
27	ни в чем	1	2
28	в новое время	3	2
29	в связи с	7	2
30	для того чтобы	2	2
31	и т д	1	2
32	не менее в	1	1
33	хотя и не	1	1
34	и не в	2	1
35	таким образом даже	1	1
36	также и в	2	1
37	в том числе	2	1
38	том что он	2	1
39	уже не в	1	1
40	людей и их	3	1
41	здесь конечно не	1	1
42	римской империи и	1	1
43	но и в	2	1
44	и в дальнейшем	1	1
45	между тем как	1	1
46	том числе и	1	1
47	на то что	2	1
48	для нас в	2	1
49	может быть только	3	1
50	по себе а	1	1
51	нисколько не уменьшается	1	1
52	чем перейти к	1	1
53	не только как	1	1
54	в нем не	1	1
55	с другой стороны	5	1
56	хотя и в	1	1
57	прежде чем перейти	1	1
58	тем не менее	5	1
59	о том что	9	1
60	вовсе не в	1	1
61	и притом в	1	1
62	и сам человек	2	1
63	xvii и xviii	1	1
64	с самого начала	1	1
65	и в значительной	1	1
66	никак не могут	2	1
67	нем не только	1	1
68	которые как бы	1	1
69	тех или иных	2	1
70	до некоторой степени	4	1
71	своей и чужой	1	1
