N	2gram	Bakhtin_Pr_1	KFilosof
1	может быть	21	43
2	в его	24	39
3	в нем	20	31
4	не может	11	27
5	в бытии	1	26
6	и не	34	26
7	по отношению	11	25
8	и в	23	22
9	в себе	5	21
10	в котором	2	21
11	отношению к	11	21
12	не есть	1	19
13	и его	13	17
14	в ее	1	17
15	а не	20	17
16	только в	8	16
17	в этом	25	13
18	точки зрения	21	13
19	и это	5	12
20	но не	8	12
21	ни в	3	12
22	для него	15	12
23	все эти	8	11
24	в своей	11	11
25	не в	6	11
26	к нему	3	11
27	во всех	5	10
28	в едином	4	10
29	в своем	8	10
30	это не	10	10
31	с точки	15	10
32	от себя	1	10
33	все это	7	10
34	и есть	5	9
35	в их	3	9
36	в целом	4	9
37	его целом	5	9
38	бытия и	1	9
39	но и	11	9
40	как бы	28	9
41	и для	3	9
42	и все	3	9
43	момент его	2	8
44	лишь в	3	8
45	было бы	6	8
46	мир в	2	8
47	если бы	10	8
48	со стороны	2	8
49	не было	3	8
50	жизни и	6	8
51	то что	18	7
52	должен быть	1	7
53	в себя	3	7
54	и здесь	3	7
55	что и	5	7
56	себя в	3	7
57	конечно не	1	7
58	в единстве	7	7
59	вовсе не	8	7
60	быть только	1	7
61	я не	3	6
62	менее всего	4	6
63	отношение к	1	6
64	мира в	6	6
65	он не	4	6
66	не значит	2	6
67	смысл и	2	6
68	в мире	7	6
69	и только	1	6
70	и действительно	1	6
71	совершенно не	1	6
72	уже не	8	6
73	и их	2	6
74	но это	5	6
75	в смысле	2	6
76	в том	11	6
77	мир где	1	5
78	жизни как	1	5
79	но как	3	5
80	все же	5	5
81	но в	4	5
82	не только	13	5
83	но ведь	1	5
84	то же	10	5
85	но все	4	5
86	его в	4	5
87	как и	8	5
88	должно быть	1	5
89	что я	1	5
90	но эта	4	5
91	никогда не	5	5
92	единое и	1	5
93	для себя	2	5
94	ни одно	1	5
95	с ним	6	5
96	и содержание	1	5
97	со всем	1	5
98	именно в	6	5
99	бытия в	1	5
100	его как	5	5
101	там где	6	5
102	ее и	1	5
103	в основе	5	5
104	хотя бы	2	5
105	жизни в	1	5
106	не знает	1	5
107	ко всему	1	5
108	как его	1	4
109	в чем	1	4
110	это мир	1	4
111	мира но	2	4
112	при этом	3	4
113	время и	1	4
114	не как	12	4
115	здесь мы	2	4
116	нем как	1	4
117	бы быть	1	4
118	ценности и	1	4
119	входит в	2	4
120	меня но	1	4
121	места в	1	4
122	место в	1	4
123	тем самым	1	4
124	чем не	1	4
125	о нем	11	4
126	в каком	1	4
127	времени и	1	4
128	мира и	7	4
129	между тем	5	4
130	во всей	2	4
131	могло бы	1	4
132	нисколько не	2	4
133	ни было	4	4
134	в одном	9	4
135	только момент	1	4
136	том что	9	4
137	для нас	3	4
138	а в	7	4
139	только как	1	4
140	что в	8	4
141	в своих	2	4
142	самом деле	5	3
143	на самом	4	3
144	этого мира	4	3
145	из его	3	3
146	должна быть	2	3
147	мы не	2	3
148	что это	1	3
149	в ней	1	3
150	во мне	1	3
151	еще не	5	3
