N	4gram	Bakhtin_Fr_3	Formalny
1	в то же время	6	5
2	в связи с этим	1	3
3	и не может быть	1	2
4	во всяком случае его	1	1
5	этого прежде всего необходимо	1	1
6	мы имеем в виду	1	1
7	слова мы имеем в	1	1
8	и прежде всего в	1	1
9	не что иное как	1	1
10	и до сих пор	1	1
11	или во всяком случае	1	1
12	для этого прежде всего	1	1
13	то же время не	1	1
14	остановимся прежде всего на	1	1
15	как раз и не	1	1
16	как мы видели является	1	1
17	в большей или меньшей	2	1
18	но в то же	4	1
19	с исторической точки зрения	1	1
20	менее всего может быть	1	1
21	в высшей степени характерно	1	1
22	большей или меньшей степени	2	1
23	есть не что иное	1	1
