N	2gram	Losev_Prob_4	FransuaR
1	и в	20	29
2	то есть	27	21
3	таким образом	8	20
4	и не	28	16
5	в эпоху	1	15
6	в этой	4	13
7	и все	8	13
8	но в	8	12
9	как и	6	12
10	и на	3	11
11	в этом	9	11
12	так и	10	11
13	то же	7	10
14	не только	24	10
15	во время	1	10
16	в то	4	10
17	как мы	3	10
18	в романе	1	10
19	все эти	16	9
20	и с	7	9
21	его в	2	9
22	в конце	2	9
23	вовсе не	21	9
24	но и	14	9
25	и его	10	8
26	в его	3	8
27	прежде всего	11	8
28	как бы	4	8
29	в них	5	7
30	в том	20	7
31	так как	5	7
32	еще и	3	7
33	так же	5	7
34	в атмосфере	1	6
35	здесь в	5	6
36	из них	3	6
37	это и	4	5
38	и до	1	5
39	что это	2	5
40	в нем	5	5
41	большинстве случаев	1	5
42	весь мир	2	5
43	он и	1	5
44	в своей	4	5
45	до конца	1	5
46	рядом с	1	5
47	и о	5	5
48	это не	7	5
49	поэтому и	1	5
50	все они	3	5
51	у него	1	5
52	далеко не	2	5
53	сказать что	7	5
54	и по	2	5
55	того же	2	5
56	также и	13	4
57	связана с	1	4
58	на самом	5	4
59	и есть	4	4
60	в которой	2	4
61	еще не	7	4
62	с его	2	4
63	в нашем	12	4
64	конце концов	1	4
65	в образе	1	4
66	связанные с	1	4
67	точки зрения	14	4
68	но они	2	4
69	этот образ	1	4
70	в результате	8	4
71	жизнь и	4	4
72	в литературе	2	4
73	что он	8	4
74	конечно не	3	4
75	руки и	1	4
76	тем что	3	4
77	связан с	1	4
78	с другой	7	4
79	и др	1	4
80	по своему	6	4
81	только для	3	4
82	но это	6	4
83	все это	9	4
84	перед нами	13	4
85	мира и	1	4
86	то что	15	4
87	жизни и	5	4
88	по преимуществу	2	3
89	и здесь	1	3
90	в ней	7	3
91	в чем	2	3
92	но как	3	3
93	как к	1	3
94	в своем	3	3
95	и как	3	3
96	более или	2	3
97	то в	2	3
98	в себе	12	3
99	церкви и	1	3
100	при этом	6	3
101	он не	2	3
102	всех этих	6	3
103	и вот	1	3
104	и сам	1	3
105	для того	3	3
106	в году	1	3
107	особенно в	1	3
108	с начала	1	3
109	том что	12	3
110	или менее	2	3
111	самого начала	1	3
112	того чтобы	2	3
113	в разных	4	3
114	по своей	1	3
115	и вполне	5	3
116	с ее	2	3
117	здесь не	7	3
118	в ее	5	3
119	с самого	1	3
120	начала и	1	3
121	там же	2	3
122	к нему	3	3
123	все время	2	3
124	того что	1	3
125	что здесь	6	3
126	с ними	2	3
127	и так	1	3
128	в качестве	10	3
129	этой системе	1	3
130	эти образы	2	3
131	же и	3	3
132	ведь это	1	3
133	в известной	1	3
134	том числе	1	3
135	мы можем	3	3
136	не случайно	1	3
137	и даже	9	3
138	превращается в	1	3
139	на эту	1	3
140	все же	2	3
141	мы видим	1	3
142	тот же	2	3
143	другой стороны	6	3
144	в частности	2	3
145	как известно	1	2
146	с жизнью	1	2
147	по адресу	1	2
148	и то	2	2
149	перед лицом	1	2
150	то время	2	2
151	в виду	6	2
152	так называемые	1	2
153	он был	3	2
154	на них	1	2
155	с одной	1	2
156	но не	5	2
157	если в	1	2
158	что они	2	2
159	как в	5	2
160	это был	1	2
161	кроме того	4	2
162	хотя и	5	2
163	и наконец	4	2
164	и к	3	2
165	бы не	1	2
166	здесь с	1	2
167	как он	1	2
168	на его	2	2
169	что каждая	2	2
170	было смотреть	1	2
171	новое и	2	2
172	может быть	9	2
173	в жизни	3	2
174	ни в	17	2
175	на первый	1	2
176	в этих	5	2
177	бы на	1	2
178	и при	1	2
179	в котором	2	2
180	с точки	11	2
181	в их	1	2
182	том же	1	2
183	дело в	2	2
184	весь этот	2	2
185	но она	3	2
186	но здесь	1	2
187	но только	2	2
188	никогда не	1	2
189	учения о	2	2
190	связи с	3	2
191	исторического процесса	1	2
192	уже и	3	2
193	как будто	11	2
194	этих образов	2	2
195	у меня	2	2
196	числе и	1	2
197	с полной	1	2
198	к тому	3	2
199	если же	1	2
200	о том	5	2
201	и это	2	2
202	мы здесь	2	2
203	им в	1	2
204	же деле	2	2
205	или в	5	2
206	времени и	4	2
207	сам он	1	2
208	образы в	1	2
209	поэтому в	1	2
210	с ним	4	2
211	на этой	2	2
212	другими словами	3	2
213	а также	6	2
214	все в	3	2
215	всякого рода	3	2
216	образов и	1	2
217	одной из	4	2
218	то он	2	2
219	себя в	2	2
220	женщина в	1	2
221	есть в	7	2
222	уже не	5	2
223	и у	1	2
224	уже в	4	2
225	на площади	1	2
226	единая и	1	2
227	ни с	4	2
228	представлений о	1	2
229	друг друга	2	2
230	как раз	4	2
231	в других	2	2
232	самом же	2	2
233	даже и	13	2
234	именно в	7	2
235	нового времени	1	2
236	два раза	1	2
237	нужно сказать	1	2
238	одной стороны	1	2
239	не на	1	2
240	когда же	1	2
241	уже давно	4	2
