N	3gram	Tiupa_Narr_1	Myshleni
1	в том что	8	17
2	в отличие от	5	6
3	так же как	2	6
4	можно было бы	2	5
5	с одной стороны	7	5
6	в связи с	2	5
7	тем не менее	3	5
8	друг с другом	1	5
9	и того же	1	4
10	же как и	1	4
11	одного и того	1	4
12	о том что	6	3
13	состоит в том	3	3
14	сами по себе	2	3
15	в этом отношении	3	3
16	независимо от того	1	3
17	а с другой	1	3
18	один из этих	1	3
19	с другой стороны	4	3
20	не мог бы	1	3
21	как мы видели	1	3
22	только потому что	1	2
23	этой точки зрения	2	2
24	по отношению к	6	2
25	в этом смысле	1	2
26	как мы увидим	1	2
27	и то что	1	2
28	не могли бы	1	2
29	включает в себя	1	2
30	в известном смысле	2	2
31	не может быть	5	2
32	того или иного	2	2
33	с этой точки	1	2
34	так и в	1	2
35	в свою очередь	3	2
36	само по себе	1	2
37	той или иной	4	2
38	как мы уже	1	2
39	как и в	1	2
40	т.д в этом	1	1
41	по своей природе	1	1
42	том что в	1	1
43	то в основе	1	1
44	не в состоянии	1	1
45	что иное как	2	1
46	представляет собой не	2	1
47	как и для	1	1
48	более или менее	2	1
49	подобно тому как	2	1
50	так или иначе	2	1
51	в том числе	6	1
52	роль по отношению	1	1
53	то же самое	1	1
54	видеть в этой	1	1
55	с точки зрения	2	1
56	он отличается от	1	1
57	до сих пор	1	1
58	тот или иной	1	1
59	сам по себе	1	1
60	по отношению ко	1	1
61	бы то ни	3	1
62	имеем дело не	1	1
63	в случае с	1	1
64	к тому или	1	1
65	по аналогии с	1	1
66	и речевой деятельности	1	1
67	том числе и	4	1
68	к тому чтобы	1	1
69	с этого момента	1	1
70	фаза в развитии	1	1
71	том или ином	2	1
72	точно так же	2	1
73	могли бы быть	1	1
74	он не мог	1	1
75	и другого в	1	1
76	ту или иную	2	1
77	обладая всеми признаками	1	1
78	в мышлении и	1	1
79	не что иное	2	1
80	в данном случае	4	1
81	не в его	1	1
82	в том чтобы	1	1
83	один из них	1	1
84	и т.д в	1	1
85	не только в	2	1
86	то ни было	3	1
87	не сводится к	2	1
88	все же не	4	1
89	как в случае	1	1
90	в значительной степени	2	1
91	связаны между собой	1	1
92	имеем дело с	1	1
93	что в отличие	1	1
94	есть не что	1	1
95	и как бы	1	1
96	по себе а	1	1
97	не является для	1	1
98	могут быть не	1	1
99	не обязательно в	1	1
100	друг от друга	1	1
101	силу которого он	1	1
102	в силу которого	1	1
103	в поведении и	1	1
104	то что они	1	1
105	здесь как и	1	1
106	и у нас	1	1
107	и не могло	1	1
108	в зародышевой форме	1	1
