N	2gram	Bakhtin_Fr_1	Morfolog
1	может быть	6	52
2	и пр	5	40
3	не может	3	17
4	в этих	2	16
5	могут быть	2	15
6	с этим	1	14
7	и в	65	13
8	в этом	15	13
9	так как	6	12
10	и др	24	12
11	связи с	4	11
12	мы видим	2	11
13	видим что	1	10
14	то же	1	9
15	мы имеем	1	9
16	так и	10	9
17	прежде всего	11	9
18	а не	1	9
19	в связи	1	9
20	и не	22	9
21	а затем	2	8
22	что и	1	8
23	с другой	3	8
24	в результате	1	8
25	имеем в	1	7
26	и этим	2	7
27	в тех	3	7
28	все же	6	7
29	но не	2	6
30	это не	3	6
31	во время	4	6
32	не могут	3	6
33	и здесь	3	6
34	в форме	3	6
35	в том	16	6
36	мы не	1	5
37	во всех	9	5
38	то что	3	5
39	далеко не	3	5
40	не менее	1	5
41	потому что	5	5
42	или в	2	5
43	иногда в	1	5
44	один из	1	5
45	особую форму	1	5
46	наряду с	2	5
47	как бы	22	5
48	можно наблюдать	1	5
49	и другие	8	5
50	тех же	1	4
51	как в	5	4
52	не хватает	1	4
53	хотя и	2	4
54	и как	1	4
55	не только	10	4
56	на его	2	4
57	на этом	1	4
58	об этом	1	4
59	его в	7	4
60	было бы	1	4
61	вовсе не	18	4
62	как и	5	4
63	несмотря на	2	4
64	точки зрения	7	4
65	с точки	3	4
66	на котором	3	4
67	ничего не	3	4
68	тем что	1	4
69	в других	3	4
70	как мы	6	4
71	могла бы	1	4
72	по отношению	1	4
73	случае не	1	4
74	в некоторых	2	4
75	другой стороны	1	4
76	там где	1	4
77	отношению к	1	4
78	что в	3	4
79	связана с	5	3
80	самом деле	3	3
81	на самом	6	3
82	вне связи	1	3
83	и для	2	3
84	вступают в	1	3
85	как таковое	1	3
86	но в	14	3
87	в целом	2	3
88	в нашем	1	3
89	в пределах	1	3
90	и по	2	3
91	но все	3	3
92	входит в	4	3
93	из них	4	3
94	сам он	1	3
95	том что	6	3
96	в то	1	3
97	в сущности	16	3
98	на него	2	3
99	того чтобы	1	3
100	здесь же	1	3
101	от того	2	3
102	с собой	1	3
103	но и	10	3
104	он не	2	3
105	к нему	3	3
106	в какой	1	3
107	очень многих	1	3
108	и ее	1	3
109	в начале	1	3
110	друг друга	3	3
111	не является	3	3
112	пр и	1	3
113	для этой	1	3
114	из которых	1	3
115	но это	3	3
116	кроме того	2	3
117	это уже	4	3
118	же в	2	3
119	как это	1	2
120	он требует	2	2
121	собственном смысле	1	2
122	со смертью	1	2
123	как уже	1	2
124	и к	4	2
125	не определяет	1	2
126	можно было	1	2
127	многих других	1	2
128	бы они	1	2
129	мы уже	12	2
130	где оно	1	2
131	большинстве случаев	2	2
132	это было	2	2
133	на первый	1	2
134	для него	5	2
135	и при	1	2
136	что такое	1	2
137	и подобные	1	2
138	настоящее время	1	2
139	и более	1	2
140	все эти	10	2
141	в таких	2	2
142	на работу	1	2
143	эти формы	3	2
144	одна из	1	2
145	и его	10	2
146	так например	2	2
147	к себе	2	2
148	они и	1	2
149	для того	1	2
150	оно не	1	2
151	совершается в	1	2
152	здесь не	1	2
153	и пользуется	1	2
154	в собственном	1	2
155	но здесь	1	2
156	о том	2	2
157	нашей работы	6	2
158	с одной	2	2
159	можно сказать	2	2
160	по их	1	2
161	ни к	2	2
162	и только	1	2
163	дома в	1	2
164	того что	2	2
165	как например	1	2
166	хотя бы	1	2
167	функции как	1	2
168	на другие	1	2
169	этот вопрос	2	2
170	что он	3	2
171	только в	7	2
172	уже не	3	2
173	в большинстве	2	2
174	от других	1	2
175	его и	1	2
176	носит характер	1	2
177	реакцию на	1	2
178	момент в	1	2
179	без всякой	1	2
180	типична для	1	2
181	себя и	1	2
182	а на	1	2
183	не знает	6	2
184	не исключает	1	2
185	сказать что	6	2
186	что мы	2	2
187	в частности	5	2
188	одной стороны	2	2
189	есть и	1	2
190	нам еще	1	2
191	но для	3	2
192	вопрос в	1	2
193	тем и	1	2
194	в настоящее	1	2
195	от него	2	2
196	например на	1	2
197	одной из	1	2
198	и становятся	1	2
199	в свое	2	2
200	к этому	1	2
201	они представляют	1	1
202	наши дни	1	1
203	к людям	1	1
204	по законам	1	1
205	вопрос мы	2	1
206	например в	2	1
207	функции в	1	1
208	он показывает	1	1
209	изучения в	1	1
210	применении к	3	1
211	многих отношениях	1	1
212	и должны	1	1
213	между двумя	1	1
214	проявляются в	1	1
215	их и	1	1
216	очень широко	2	1
217	и была	1	1
218	на первом	1	1
219	на эти	1	1
220	не вполне	2	1
221	конечно и	3	1
222	и заставляет	1	1
223	в виду	3	1
224	начала в	4	1
225	отнесены в	1	1
226	он был	2	1
227	непосредственно после	1	1
228	и художественной	1	1
229	мы будем	3	1
230	но как	3	1
231	же она	1	1
232	не входит	2	1
233	значение и	2	1
234	на построение	1	1
235	отношение к	4	1
236	отличие от	5	1
237	или иное	1	1
238	которые не	1	1
239	о необходимости	2	1
240	если на	1	1
241	для всех	1	1
242	более и	1	1
243	итак в	3	1
244	что касается	1	1
245	в полном	1	1
246	говорит что	1	1
247	и наконец	2	1
248	но эта	2	1
249	его к	2	1
250	имеет в	1	1
251	развития все	1	1
252	это определение	2	1
253	в этот	1	1
254	иными средствами	1	1
255	в которой	1	1
256	из этих	2	1
257	не в	4	1
258	в этой	4	1
259	остановиться на	1	1
260	во многих	2	1
261	на то	1	1
262	но прежде	1	1
263	вообще не	1	1
264	главным образом	6	1
265	всех этих	8	1
266	момента в	1	1
267	и вот	2	1
268	ни были	1	1
269	по его	3	1
270	здесь мы	1	1
271	мифологии и	1	1
272	через все	1	1
273	связанные с	1	1
274	и может	1	1
275	они должны	1	1
276	в совершенно	1	1
277	конечно в	2	1
278	них не	1	1
279	на все	2	1
280	ощущается как	1	1
281	и дает	1	1
282	даже в	3	1
283	страха перед	1	1
284	в это	2	1
285	нет в	1	1
286	о которых	1	1
287	превращаются в	1	1
288	на что	2	1
289	переходим к	1	1
290	оно имеет	1	1
291	многие другие	1	1
292	не выдерживает	1	1
293	имеет огромное	1	1
294	в наши	2	1
295	и их	3	1
296	лежат в	1	1
297	теми или	1	1
298	это делает	1	1
299	в их	4	1
300	мы говорили	1	1
301	что элементы	1	1
302	не столько	1	1
303	исторической действительности	1	1
304	значение для	1	1
305	которые в	1	1
306	при этом	6	1
307	свет на	1	1
308	но он	1	1
309	все это	9	1
310	никак нельзя	1	1
311	без всяких	1	1
312	где нет	1	1
313	бы быть	2	1
314	видит в	1	1
315	возвращается к	1	1
316	и очень	2	1
317	она не	1	1
318	что мотив	1	1
319	лишь к	1	1
320	что с	1	1
321	пока условно	1	1
322	принадлежат к	1	1
323	уже очень	2	1
324	в основе	8	1
325	на землю	3	1
326	же время	1	1
327	этих двух	2	1
328	это лицо	1	1
329	на те	1	1
330	как на	1	1
331	же он	2	1
332	легенд и	1	1
333	характерен для	1	1
334	с другом	1	1
335	одним из	2	1
336	у нас	1	1
337	к таким	1	1
338	он называет	2	1
339	но там	1	1
340	очень важных	1	1
341	и развития	1	1
342	к тому	2	1
343	той или	5	1
344	определить ее	1	1
345	что при	1	1
346	на это	1	1
347	где он	1	1
348	в применении	3	1
349	людей в	1	1
350	и многие	2	1
351	без всякого	1	1
352	они ни	1	1
353	формах ее	1	1
354	и получает	1	1
355	и говорит	1	1
356	действия и	1	1
357	всей своей	1	1
358	приводит к	2	1
359	роль в	2	1
360	в v	1	1
361	как с	1	1
362	с известными	1	1
363	в глаза	1	1
364	те же	1	1
365	здесь как	1	1
366	здесь нет	1	1
367	еще в	1	1
368	во второй	2	1
369	и с	3	1
370	одном месте	1	1
371	связанная с	2	1
372	находится в	1	1
373	реакция на	1	1
374	очень ярко	1	1
375	они принадлежат	1	1
376	их в	2	1
377	как они	1	1
378	как отдельные	1	1
