N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	65
2	и др	1	24
3	как бы	5	22
4	и не	10	22
5	вовсе не	5	18
6	в сущности	4	16
7	в том	22	16
8	в этом	16	15
9	но в	2	14
10	в условиях	2	13
11	и на	1	11
12	прежде всего	9	11
13	все эти	7	10
14	не только	17	10
15	и его	1	10
16	так и	6	10
17	но и	3	10
18	и потому	1	10
19	том числе	2	10
20	в его	11	9
21	все это	2	9
22	за пределы	2	8
23	всех этих	1	8
24	в своем	4	8
25	в основе	1	8
26	культуры и	1	8
27	в дальнейшем	2	8
28	по своему	2	8
29	и другие	1	8
30	формы и	3	7
31	его в	2	7
32	точки зрения	23	7
33	в области	14	7
34	только в	6	7
35	на самом	3	6
36	и литературы	1	6
37	в ней	3	6
38	еще не	9	6
39	все же	5	6
40	главным образом	2	6
41	при этом	6	6
42	том что	11	6
43	в отношении	3	6
44	никогда не	1	6
45	как мы	5	6
46	искусства и	1	6
47	так как	9	6
48	может быть	14	6
49	не знает	2	6
50	сказать что	7	6
51	связана с	1	5
52	литературы и	1	5
53	отличие от	2	5
54	его развития	1	5
55	как в	4	5
56	этих форм	2	5
57	на протяжении	2	5
58	рядом с	1	5
59	как и	5	5
60	в своей	4	5
61	потому что	12	5
62	той или	5	5
63	между тем	4	5
64	для него	1	5
65	в одном	2	5
66	или иной	7	5
67	еще и	2	5
68	и пр	3	5
69	превращается в	1	5
70	в частности	2	5
71	xix века	3	5
72	в той	4	5
73	еще более	2	5
74	в большей	2	5
75	в общем	6	4
76	и к	3	4
77	поэтому и	1	4
78	в самом	13	4
79	так сказать	2	4
80	входит в	1	4
81	во время	1	4
82	в их	6	4
83	в отличие	2	4
84	мысли и	2	4
85	не понимает	3	4
86	не в	5	4
87	до сих	8	4
88	можно только	1	4
89	иной форме	1	4
90	связи с	6	4
91	отношение к	3	4
92	выходит за	1	4
93	сих пор	8	4
94	это уже	3	4
95	для нас	4	4
96	между ними	1	4
97	культуры в	1	4
98	совершенно не	5	4
99	это в	2	4
100	можно говорить	10	3
101	самом деле	14	3
102	мы и	1	3
103	конечно и	1	3
104	мы будем	1	3
105	менее всего	1	3
106	не просто	2	3
107	уже не	8	3
108	но все	2	3
109	то что	4	3
110	в себе	1	3
111	но на	3	3
112	понимания и	1	3
113	и с	3	3
114	на этой	1	3
115	это не	3	3
116	далеко не	5	3
117	в ее	4	3
118	с точки	16	3
119	он дает	1	3
120	мир и	1	3
121	но это	5	3
122	даже в	1	3
123	ничего не	6	3
124	по своей	1	3
125	и здесь	2	3
126	не могут	5	3
127	и прежде	1	3
128	в виду	8	3
129	она была	1	3
130	известной мере	1	3
131	о нем	1	3
132	в самой	1	3
133	с другой	7	3
134	к нему	1	3
135	что он	6	3
136	до нас	1	3
137	но как	3	3
138	в известной	1	3
139	как раз	4	3
140	и эта	1	3
141	на весь	1	3
142	в ряду	3	3
143	на время	1	3
144	на фоне	7	3
145	и их	1	3
146	в тех	2	3
147	нужно отметить	1	3
148	но для	3	3
149	пор еще	3	3
150	не может	6	3
151	что в	13	3
152	отношения к	1	2
153	например в	1	2
154	вопрос мы	1	2
155	из всех	1	2
156	на тех	1	2
157	память о	1	2
158	которое в	2	2
159	так называемые	1	2
160	подчеркнуть что	2	2
161	форм в	1	2
162	литературе и	1	2
163	время в	3	2
164	в чем	5	2
165	но не	3	2
166	не входит	1	2
167	значение и	1	2
168	нет и	1	2
169	форме и	1	2
170	и выражения	1	2
171	в чисто	1	2
172	таковы например	1	2
173	из этих	5	2
174	на некоторых	1	2
175	жива еще	1	2
176	с традициями	2	2
177	он не	3	2
178	смысле но	1	2
179	не к	1	2
180	и вот	3	2
181	свое время	2	2
182	его от	1	2
183	так например	1	2
184	культуры но	1	2
185	конечно в	1	2
186	в свой	1	2
187	но вся	1	2
188	в этих	2	2
189	и без	2	2
190	раз и	2	2
191	в таких	2	2
192	на него	3	2
193	в процессе	3	2
194	они являются	1	2
195	во всем	1	2
196	он называет	1	2
197	начиная с	1	2
198	и именно	3	2
199	могут быть	6	2
200	к тому	3	2
201	в наши	1	2
202	приводит к	1	2
203	понятно что	1	2
204	о том	6	2
205	можно сказать	2	2
206	ни на	2	2
207	отметить что	3	2
208	в свете	2	2
209	но с	1	2
210	мы видим	1	2
211	этот вопрос	3	2
212	с одной	4	2
213	культурой и	1	2
214	или даже	1	2
215	не для	1	2
216	от того	5	2
217	в особенности	2	2
218	в народной	1	2
219	что не	4	2
220	в некоторых	2	2
221	одной стороны	4	2
222	на этот	2	2
223	и самый	2	2
224	более того	1	2
225	несмотря на	1	2
226	утрачивает свой	1	2
227	и так	1	2
228	выражения и	1	2
229	к жизни	1	2
230	наряду с	1	2
231	ссылаться на	1	2
232	того что	11	2
233	еще раз	2	2
234	что мы	2	2
235	в целом	4	2
236	между прочим	8	2
237	кроме того	2	2
238	и для	1	2
239	мы найдем	2	2
240	и часто	1	2
241	было еще	1	2
242	и от	1	2
243	это можно	1	2
244	хотя и	5	2
245	совершенно иной	2	2
246	от него	1	2
247	интерес к	1	2
248	же в	1	2
249	от всякого	1	2
250	он понимает	1	2
251	речи и	1	2
252	одновременно и	1	2
253	в свое	2	2
254	в противоположность	1	2
255	в таком	4	2
256	то на	1	1
257	речь идет	3	1
258	тех же	4	1
259	это и	3	1
260	и должны	1	1
261	на деле	1	1
262	что слово	3	1
263	особо нужно	1	1
264	между двумя	1	1
265	из самых	1	1
266	бы к	1	1
267	на две	1	1
268	собственном смысле	2	1
269	был и	1	1
270	значение но	1	1
271	то же	6	1
272	на материале	2	1
273	мы не	3	1
274	и ничего	1	1
275	этого нет	1	1
276	и новые	1	1
277	нам в	1	1
278	именно к	1	1
279	оба эти	1	1
280	языка из	2	1
281	говорить о	6	1
282	и самой	1	1
283	решать здесь	1	1
284	труд и	1	1
285	не соответствовал	1	1
286	значение которых	1	1
287	смысле может	1	1
288	от них	1	1
289	по отношению	3	1
290	друг от	1	1
291	или иное	2	1
292	только путем	1	1
293	конечно совершенно	1	1
294	первая из	1	1
295	иной степени	1	1
296	чем же	2	1
297	это вовсе	1	1
298	с этим	1	1
299	если на	1	1
300	как к	2	1
301	это был	1	1
302	полного и	1	1
303	далее и	1	1
304	как уже	1	1
305	и понимания	1	1
306	и как	2	1
307	говорит что	1	1
308	двух разных	1	1
309	имеет в	2	1
310	именно эта	1	1
311	роль играет	1	1
312	для которого	2	1
313	и конечно	1	1
314	еще на	2	1
315	в которой	1	1
316	отказывается от	1	1
317	тот общий	1	1
318	он в	2	1
319	чуть ли	1	1
320	в нашем	7	1
321	земля и	1	1
322	по преимуществу	3	1
323	в известном	2	1
324	раз в	1	1
325	имеем в	1	1
326	тому же	3	1
327	как он	2	1
328	не могла	1	1
329	и если	2	1
330	что без	1	1
331	наблюдаем в	1	1
332	сказать в	1	1
333	интересно и	1	1
334	для того	12	1
335	из сферы	1	1
336	же это	2	1
337	искаженном виде	1	1
338	и более	3	1
339	на этом	2	1
340	но дело	1	1
341	в основу	1	1
342	это конечно	2	1
343	здесь мы	1	1
344	как они	2	1
345	народного языка	1	1
346	связанные с	1	1
347	и дальше	2	1
348	слова или	1	1
349	особенности в	1	1
350	литературного языка	3	1
351	зрения на	3	1
352	лишь в	8	1
353	было бы	16	1
354	говоря о	1	1
355	ведь в	1	1
