N	2gram	Medvedev_U_1	Problemy
1	и в	14	46
2	то есть	1	40
3	и не	8	27
4	может быть	6	23
5	не может	7	19
6	в нем	1	17
7	в этом	7	16
8	не только	10	14
9	но и	4	12
10	как и	3	12
11	а не	10	11
12	в пределах	1	10
13	не в	2	10
14	в самом	2	9
15	и все	1	9
16	в его	2	9
17	в том	2	9
18	прежде всего	8	9
19	до сих	2	8
20	конечно не	4	8
21	сих пор	2	8
22	в себе	2	7
23	и с	2	7
24	по себе	2	7
25	как раз	2	7
26	то же	5	6
27	никогда не	1	6
28	но в	3	6
29	но это	2	6
30	о нем	1	6
31	что он	2	6
32	только в	2	6
33	все это	5	6
34	в котором	1	5
35	с его	2	5
36	за пределы	1	5
37	это не	3	5
38	в то	3	5
39	с самим	1	5
40	о том	1	5
41	же время	3	5
42	у него	1	5
43	с другом	1	5
44	друг с	1	5
45	самом деле	2	4
46	в их	4	4
47	мы не	2	4
48	но не	2	4
49	все же	3	4
50	он не	1	4
51	таким образом	2	4
52	он и	1	4
53	том что	2	4
54	слово как	1	4
55	в процессе	1	4
56	приводит к	1	4
57	так и	1	4
58	в словах	1	4
59	в виду	1	4
60	можно сказать	1	4
61	уже не	1	4
62	мы можем	1	4
63	до конца	1	4
64	превращается в	2	4
65	очень часто	1	4
66	должно быть	1	4
67	то что	7	4
68	что в	1	4
69	одним из	2	3
70	человека и	1	3
71	сам по	1	3
72	и это	1	3
73	той же	1	3
74	мы имеем	1	3
75	мы и	2	3
76	в той	1	3
77	в своем	1	3
78	более или	1	3
79	в этой	4	3
80	имеем в	1	3
81	на то	1	3
82	направлено на	1	3
83	но именно	1	3
84	их в	1	3
85	было бы	3	3
86	далеко не	1	3
87	или менее	1	3
88	но если	1	3
89	в своей	3	3
90	не как	3	3
91	установка на	1	3
92	но он	1	3
93	она не	1	3
94	не могут	2	3
95	если бы	2	3
96	и т.д	3	3
97	и что	1	3
98	в различных	1	3
99	и только	5	3
100	в конце	2	3
101	что и	2	3
102	тем что	2	3
103	и даже	1	3
104	с другой	4	3
105	что же	1	3
106	по существу	2	3
107	но для	1	3
108	и для	2	3
109	бы в	1	3
110	другой стороны	3	3
111	а между	2	2
112	же как	1	2
113	и через	2	2
114	а как	2	2
115	меньшей степени	2	2
116	установку на	2	2
117	но конечно	2	2
118	не входит	1	2
119	оно является	1	2
120	нет и	1	2
121	в художественном	5	2
122	как нам	1	2
123	не было	1	2
124	бы и	2	2
125	степени и	1	2
126	широком смысле	1	2
127	бы ни	1	2
128	должна быть	2	2
129	у пушкина	1	2
130	об этом	1	2
131	есть конечно	1	2
132	хотя бы	5	2
133	этом смысле	2	2
134	к области	2	2
135	достоевского и	1	2
136	что такое	4	2
137	почти не	1	2
138	в кавычки	1	2
139	в которых	1	2
140	того как	1	2
141	ничего не	2	2
142	и является	2	2
143	то и	1	2
144	у нас	3	2
145	не простой	1	2
146	могут быть	2	2
147	в произведении	1	2
148	является предметом	1	2
149	все в	1	2
150	между тем	2	2
151	у сервантеса	1	2
152	большей или	1	2
153	и так	1	2
154	он уже	1	2
155	для него	3	2
156	именно как	2	2
157	для этого	3	2
158	или меньшей	1	2
159	только к	3	2
160	его как	1	2
161	что мы	2	2
162	материал и	1	2
163	в данном	1	2
164	знает только	1	2
165	остается в	1	2
166	себе еще	1	2
167	вне его	1	2
168	себя на	1	2
169	о котором	1	2
170	в большей	1	2
171	в системе	2	2
172	сказать что	1	2
173	в свое	1	2
174	все что	1	2
175	эта позиция	1	1
176	и то	3	1
177	он может	1	1
178	своими собственными	1	1
179	из самых	1	1
180	мировоззрения и	1	1
181	проблем связанных	1	1
182	входит в	1	1
183	до крайности	1	1
184	дан в	1	1
185	именно к	1	1
186	все и	1	1
187	не вполне	1	1
188	в ней	1	1
189	литературы и	2	1
190	в широком	2	1
191	художественном творчестве	2	1
192	стилистических приемов	5	1
193	к сожалению	3	1
194	может обойтись	1	1
195	могли бы	2	1
196	так или	1	1
197	еще один	1	1
198	но прежде	1	1
199	на его	1	1
200	что она	2	1
201	наконец он	2	1
202	они в	1	1
203	ней не	1	1
204	что все	2	1
205	же не	2	1
206	связанных с	1	1
207	говорить не	1	1
208	и вы	1	1
209	место и	1	1
210	в не	1	1
211	прием в	2	1
212	или точнее	3	1
213	не столько	2	1
214	что еще	1	1
215	для изучения	1	1
216	друг другу	1	1
217	что было	1	1
218	обращение к	1	1
219	и единого	1	1
220	и вся	1	1
221	так он	1	1
222	и роль	2	1
223	что ему	1	1
224	тогда когда	1	1
225	пушкина но	1	1
226	момент является	1	1
227	для поэзии	2	1
228	не столь	1	1
229	только одним	1	1
230	точном смысле	1	1
231	в области	3	1
232	отсюда как	1	1
233	является одним	1	1
234	резких и	1	1
235	что при	1	1
236	правда не	1	1
237	как таковым	1	1
238	не делает	1	1
239	вообще во	1	1
240	данном случае	1	1
241	изучения художественного	2	1
242	отсюда и	1	1
243	является в	2	1
244	ему приходится	1	1
