N	3gram	Losev_Prob_1	Analitik
1	в том что	5	7
2	с другой стороны	3	5
3	о том что	5	5
4	мы имеем дело	1	4
5	по крайней мере	2	4
6	как и в	1	4
7	и того же	2	3
8	до известной степени	1	3
9	в данном случае	8	3
10	не только не	3	3
11	той или иной	4	3
12	в то же	4	3
13	одного и того	2	3
14	к тому же	1	3
15	в этом отношении	1	3
16	дело в том	3	2
17	подобно тому как	2	2
18	с точки зрения	3	2
19	имеем дело не	1	2
20	тот или иной	1	2
21	сама по себе	4	2
22	тем не менее	18	2
23	во всяком случае	3	2
24	можно сказать что	3	2
25	в сравнении с	1	2
26	если бы он	1	1
27	и может быть	1	1
28	а между тем	1	1
29	что иное как	2	1
30	хотя и не	2	1
31	же мы можем	1	1
32	нет в его	1	1
33	чего нет в	1	1
34	никогда не является	1	1
35	в ее внутренней	1	1
36	требует от нас	1	1
37	не говоря уже	2	1
38	на самом деле	4	1
39	в самом деле	2	1
40	в этом смысле	6	1
41	в этом случае	2	1
42	в дальнейшем мы	1	1
43	до сих пор	3	1
44	говоря уже о	1	1
45	предстают перед нами	1	1
46	в таком случае	6	1
47	при этом что	1	1
48	таким образом в	1	1
49	может и не	1	1
50	в сущности говоря	1	1
51	перед нами не	1	1
52	в основе своей	1	1
53	именно в этом	2	1
54	как раз в	1	1
55	но в таком	4	1
56	что не есть	1	1
57	не есть ни	5	1
58	сам по себе	7	1
59	в самом начале	1	1
60	в том чтобы	1	1
61	дело не с	1	1
62	не только в	1	1
63	однако и здесь	2	1
64	в этой последней	1	1
65	так и в	1	1
66	в известном смысле	1	1
67	не могут быть	1	1
68	и как бы	2	1
69	так или иначе	2	1
70	уже по одному	1	1
71	в связи с	4	1
72	внутренней и внешней	1	1
73	не для того	1	1
74	для того чтобы	8	1
75	нет никакой возможности	1	1
76	того или иного	2	1
77	есть не что	2	1
78	не может быть	2	1
79	в этом же	1	1
80	отнюдь еще не	1	1
81	что по своему	1	1
82	то есть в	4	1
83	ничего не говорит	1	1
84	заключается в том	1	1
85	в каждом отдельном	1	1
86	не что иное	2	1
87	в себе не	3	1
88	здесь не только	2	1
89	обратить внимание на	1	1
90	но еще и	1	1
91	произведение то есть	1	1
92	в отдельности и	1	1
93	то есть система	1	1
