N	3gram	Vinokur_St_2	Psycholo
1	для того чтобы	5	19
2	в том что	16	12
3	о том что	11	10
4	в самом деле	2	7
5	на то что	2	6
6	к тому что	5	5
7	на самом деле	1	5
8	с самого начала	3	5
9	с точки зрения	2	4
10	что он не	4	4
11	как раз в	2	4
12	том что он	5	3
13	сами по себе	2	3
14	то что в	2	3
15	точно так же	1	3
16	не то что	1	3
17	так же как	3	3
18	в том чтобы	1	3
19	в конце концов	1	3
20	и в этом	2	3
21	то что он	2	3
22	во всяком случае	3	3
23	заключается в том	1	3
24	и т п	3	3
25	до сих пор	5	3
26	за то что	2	3
27	только что в	2	2
28	внимание на то	1	2
29	в последней сцене	1	2
30	сам по себе	1	2
31	в приложении к	1	2
32	вместе с тем	5	2
33	в котором все	1	2
34	в это время	2	2
35	и что он	1	2
36	с другой стороны	3	2
37	вместо того чтобы	1	2
38	но столь же	1	2
39	таким образом в	1	2
40	в то время	1	2
41	что в ней	1	2
42	не только не	2	2
43	речь идет о	3	2
44	в своей трагедии	4	2
45	в сущности говоря	1	2
46	к тому же	2	2
47	и т д	6	2
48	том что она	1	1
49	возникает целый ряд	1	1
50	что в этом	1	1
51	здесь вообще нет	1	1
52	по отношению к	1	1
53	шекспира но и	1	1
54	мысли об этом	1	1
55	в своем мнении	1	1
56	бы он не	1	1
57	не успел еще	1	1
58	он не должен	1	1
59	в той же	1	1
60	бы то ни	2	1
61	потому что это	2	1
62	и не до	1	1
63	но он не	1	1
64	с тем что	2	1
65	и в тех	1	1
66	то же время	1	1
67	говорит что он	1	1
68	свидетельствуют о том	2	1
69	на этот вопрос	1	1
70	никогда не был	1	1
71	в характере и	1	1
72	и я не	1	1
73	эту борьбу с	1	1
74	о том в	1	1
75	уже о том	1	1
76	ни в одном	2	1
77	то ни было	2	1
78	на нее так	1	1
79	тот факт что	4	1
80	на одной из	1	1
81	трагедии то что	2	1
82	в полном смысле	2	1
83	в сцене с	1	1
84	в свою очередь	1	1
85	дело в том	4	1
86	до конца как	1	1
87	друг к другу	1	1
88	лежащий в основе	1	1
89	на тему о	1	1
90	для своей трагедии	1	1
91	в сторону от	1	1
92	и едва ли	1	1
93	я не могу	1	1
94	и на этом	1	1
95	тем что в	1	1
96	но с кем	1	1
97	потому что они	1	1
98	но и вообще	1	1
99	они свидетельствуют о	1	1
100	нет ни одного	1	1
101	а то что	1	1
102	ни в каком	1	1
103	то обстоятельство что	4	1
104	имел в виду	1	1
105	и вместе с	1	1
106	сих пор в	1	1
107	ничего общего с	1	1
108	и что следовательно	1	1
109	исходным пунктом для	1	1
110	к выводу что	1	1
111	до того как	3	1
112	том значении которое	1	1
113	и в результате	1	1
114	идет о том	1	1
115	что он имел	1	1
116	в заключительной сцене	1	1
117	в этом смысле	1	1
118	в то же	1	1
119	в трагедии совершенно	1	1
120	легко видеть что	1	1
121	в предисловии к	2	1
122	не до конца	2	1
123	так или иначе	1	1
124	в своем рассказе	1	1
125	как бы он	1	1
