N	2gram	Bakhtin_Pr_1	Myshleni
1	мышления и	1	40
2	точки зрения	8	26
3	таким образом	10	26
4	в том	8	24
5	и в	38	23
6	том что	3	21
7	в целом	3	20
8	с точки	6	18
9	в этом	15	17
10	того чтобы	2	17
11	то что	8	17
12	не только	9	16
13	так же	1	16
14	того что	2	15
15	для того	2	15
16	как и	7	14
17	может быть	26	14
18	но и	9	14
19	в его	43	14
20	что в	7	14
21	с помощью	7	13
22	не может	27	12
23	сказать что	4	11
24	как бы	22	11
25	с другой	7	10
26	прежде всего	13	10
27	и с	17	9
28	между тем	7	9
29	одной стороны	3	9
30	другой стороны	4	9
31	вместе с	1	9
32	и не	42	9
33	не является	3	9
34	то же	5	8
35	в процессе	1	8
36	в основе	5	8
37	и на	3	8
38	нашей работы	1	8
39	с одной	3	8
40	этой проблемы	1	8
41	нашего исследования	1	8
42	вопрос о	1	7
43	по отношению	21	7
44	как уже	1	7
45	в самом	7	7
46	в этой	1	7
47	в другом	2	7
48	с тем	1	7
49	в то	4	7
50	и ее	2	7
51	что он	2	7
52	отношению к	19	7
53	все это	3	6
54	столь же	2	6
55	к слову	1	6
56	независимо от	13	6
57	могли бы	1	6
58	в себе	4	6
59	лишь в	2	6
60	и тем	3	6
61	по сравнению	1	6
62	мысли и	1	6
63	и его	16	6
64	о том	4	6
65	все время	1	6
66	только в	13	6
67	между этими	1	6
68	мы можем	6	6
69	тем что	2	6
70	именно в	1	6
71	сравнению с	1	5
72	бы в	1	5
73	и как	8	5
74	но в	4	5
75	то время	1	5
76	на то	2	5
77	он не	3	5
78	и более	2	5
79	если бы	3	5
80	тем самым	4	5
81	по себе	1	5
82	тому что	1	5
83	значение слова	4	5
84	целом и	1	5
85	как мы	7	5
86	к действительности	3	5
87	связан с	1	5
88	и что	2	5
89	звуковой стороны	1	5
90	можно сказать	2	5
91	на действительность	1	5
92	так и	5	5
93	слова и	3	5
94	что мы	1	5
95	и все	3	5
96	мы должны	2	5
97	из этого	1	5
98	в какой	2	5
99	в своих	2	5
100	в котором	2	4
101	высшей степени	5	4
102	мышления но	1	4
103	которую мы	3	4
104	время как	1	4
105	в чем	2	4
106	с его	2	4
107	но не	12	4
108	как в	4	4
109	все остальные	1	4
110	целый ряд	1	4
111	и к	3	4
112	все эти	5	4
113	к единству	5	4
114	к выводу	1	4
115	при этом	5	4
116	что все	2	4
117	было бы	8	4
118	ни в	11	4
119	в высшей	5	4
120	в своей	7	4
121	понятий и	2	4
122	не в	7	4
123	мышление в	1	4
124	этом отношении	2	4
125	к тому	1	4
126	должен быть	2	4
127	приводит к	3	4
128	выводу что	1	4
129	во всей	1	4
130	только что	1	4
131	для всех	1	4
132	в одном	1	4
133	с действительностью	3	4
134	это положение	1	4
135	до сих	1	4
136	одну из	1	4
137	по существу	2	4
138	этого слова	1	4
139	сих пор	1	4
140	в результате	1	4
141	хотя бы	4	4
142	в свою	2	4
143	к этому	2	4
144	смысле слова	2	3
145	отношения к	6	3
146	в сфере	1	3
147	человека и	1	3
148	не остается	2	3
149	самом деле	6	3
150	приходит к	1	3
151	как единство	1	3
152	мы называем	1	3
153	я не	2	3
154	из которых	2	3
155	в их	10	3
156	в общем	1	3
157	в новом	1	3
158	которые не	1	3
159	в своем	5	3
160	все же	6	3
161	эту проблему	1	3
162	в которой	1	3
163	что это	2	3
164	как он	1	3
165	в наших	1	3
166	и если	1	3
167	его не	2	3
168	и мы	1	3
169	в которых	1	3
170	становится возможной	1	3
171	образом и	1	3
172	она не	2	3
173	в самых	1	3
174	ничего не	6	3
175	во всем	2	3
176	в области	11	3
177	могут быть	5	3
178	же самое	2	3
179	что оно	2	3
180	говоря словами	1	3
181	и это	3	3
182	свою очередь	1	3
183	можно было	4	3
184	как чисто	2	3
185	этих двух	1	3
186	на отдельные	1	3
187	и которое	1	3
188	и следовательно	1	3
189	обе эти	1	3
190	этот вопрос	1	3
191	который в	1	3
192	связи с	2	3
193	и других	2	3
194	обратиться к	1	3
195	вовсе не	2	3
196	на этот	1	3
197	во всех	11	3
198	а не	5	3
199	смысле этого	1	3
200	и от	3	3
201	для современной	1	3
202	от всех	4	3
203	значение в	1	3
204	этого положения	1	2
205	лишь после	1	2
