N	2gram	Losev_Prob_1	Analitik
1	не только	17	22
2	и в	32	18
3	как и	3	14
4	так и	12	14
5	в этом	19	14
6	и его	3	13
7	но и	9	13
8	том что	12	12
9	в качестве	2	12
10	и не	31	12
11	при этом	6	11
12	то есть	33	10
13	а в	4	10
14	как бы	14	10
15	что в	12	9
16	может быть	14	9
17	со стороны	1	9
18	а не	15	9
19	в том	9	9
20	с его	2	8
21	не случайно	1	8
22	и даже	11	8
23	как раз	13	7
24	в его	6	7
25	с другой	3	7
26	но не	9	7
27	и самого	1	6
28	еще не	9	6
29	в этой	10	6
30	он не	3	6
31	в их	4	6
32	не в	4	6
33	к тому	3	6
34	для него	2	6
35	о том	11	6
36	в начале	1	6
37	того же	3	5
38	той же	1	5
39	мы имеем	2	5
40	в самом	6	5
41	в случае	3	5
42	лишь в	1	5
43	однако в	2	5
44	или иной	5	5
45	в сущности	2	5
46	между тем	2	5
47	уже не	3	5
48	в конце	6	5
49	никогда не	7	5
50	прежде всего	10	5
51	не является	5	5
52	такого рода	7	5
53	в результате	2	5
54	другой стороны	3	5
55	и на	8	4
56	что он	7	4
57	отнюдь не	10	4
58	в своем	5	4
59	и как	6	4
60	что по	1	4
61	и к	1	4
62	таким образом	6	4
63	по себе	15	4
64	тем самым	4	4
65	имеем дело	1	4
66	не менее	19	4
67	в пределах	1	4
68	и сам	1	4
69	внимание на	1	4
70	можно сказать	5	4
71	крайней мере	2	4
72	себя в	1	4
73	не есть	29	4
74	во втором	1	4
75	далеко не	5	4
76	по крайней	2	4
77	о чем	6	4
78	в данном	9	4
79	все же	1	4
80	перед нами	5	4
81	я и	2	3
82	здесь и	1	3
83	едва ли	2	3
84	по его	2	3
85	который в	1	3
86	мы не	2	3
87	говорить о	6	3
88	уже в	3	3
89	здесь не	7	3
90	о смерти	1	3
91	но как	6	3
92	если в	1	3
93	что они	3	3
94	как в	4	3
95	с этим	3	3
96	поскольку он	2	3
97	из этих	2	3
98	тому же	1	3
99	у пушкина	2	3
100	подобно тому	2	3
101	в году	1	3
102	то же	10	3
103	в каждом	1	3
104	не будет	2	3
105	его в	6	3
106	и того	2	3
107	одного и	2	3
108	точки зрения	3	3
109	и без	1	3
110	все это	7	3
111	до известной	1	3
112	в то	6	3
113	дело не	1	3
114	только не	3	3
115	ничего не	10	3
116	той или	5	3
117	указывает на	14	3
118	с ее	1	3
119	говорит и	3	3
120	в ее	3	3
121	данном случае	8	3
122	мысль о	1	3
123	именно в	4	3
124	было бы	8	3
125	этом отношении	1	3
126	еще и	5	3
127	что не	3	3
128	не было	4	3
129	однако и	3	3
130	он и	8	3
131	вступает в	1	3
132	его как	2	3
133	как это	6	3
134	пока еще	3	3
135	известной степени	2	3
136	по поводу	4	3
137	к этому	1	3
138	отношения к	1	2
139	например в	2	2
140	самом деле	6	2
141	в первом	2	2
142	по преимуществу	2	2
143	уже по	1	2
144	есть не	6	2
145	на себя	2	2
146	нам представляется	1	2
147	во всех	7	2
148	со всеми	2	2
149	в общем	1	2
150	сама по	4	2
151	на первой	1	2
152	и той	1	2
153	но в	14	2
154	в противоположность	1	2
155	бы и	1	2
156	все эти	8	2
157	в себе	15	2
158	на его	2	2
159	что она	5	2
160	в нем	13	2
161	о которой	1	2
162	не как	2	2
163	о его	2	2
164	входит в	4	2
165	это не	6	2
166	с самим	1	2
167	в жизни	3	2
168	в них	7	2
169	о которых	3	2
170	пушкина и	1	2
171	с тем	5	2
172	несмотря на	3	2
173	или из	3	2
174	или точнее	1	2
175	с точки	3	2
176	тем не	18	2
177	даже в	1	2
178	чистом виде	1	2
179	вплоть до	1	2
180	речь пойдет	1	2
181	дело в	3	2
182	одна из	1	2
183	которого он	2	2
184	обратим внимание	1	2
185	по своей	1	2
186	пушкина что	2	2
187	сводится к	1	2
188	представляется нам	1	2
189	в момент	1	2
190	могут быть	2	2
191	сравнении с	1	2
192	в дальнейшем	4	2
193	не с	1	2
194	поэтому в	1	2
195	об этом	10	2
196	и здесь	6	2
197	на примере	1	2
198	субъекта и	1	2
199	один из	4	2
200	но с	1	2
201	только в	7	2
202	тем или	3	2
203	то в	5	2
204	и ее	8	2
205	тот или	1	2
206	все они	1	2
207	для всех	1	2
208	вопроса о	2	2
209	всяком случае	3	2
210	не для	2	2
211	мы можем	4	2
212	тем что	7	2
213	указание на	4	2
214	в романе	1	2
215	говорит о	3	2
216	что мы	13	2
217	совершенно очевидно	1	2
218	не может	8	2
219	вместе с	2	2
220	и потому	2	2
221	по своему	9	2
222	когда мы	8	2
223	тому как	2	2
224	да и	3	2
225	ни для	1	2
226	в глубине	1	2
227	и для	4	2
228	и от	1	2
229	хотя и	6	2
230	и все	7	2
231	не более	1	2
232	в сравнении	1	2
233	же в	4	2
234	хотя в	3	2
235	но всегда	1	2
236	то что	42	2
237	о своем	2	2
238	сказать что	13	2
239	совершенно не	6	2
240	к числу	1	2
241	тогда не	2	2
242	а также	4	2
243	в искусстве	3	2
244	во всяком	7	2
245	гораздо более	2	2
246	а между	1	1
247	у гоголя	1	1
248	таком случае	6	1
249	сам по	7	1
250	на самом	6	1
251	и есть	6	1
252	не признает	1	1
253	тем же	1	1
254	из самых	1	1
255	и до	2	1
256	не имеют	5	1
257	существующая в	1	1
258	мы уже	5	1
259	и само	1	1
260	на первом	1	1
261	что между	1	1
262	что если	2	1
263	вопрос о	1	1
264	как обычно	1	1
265	начинается с	1	1
266	слово о	2	1
267	никак не	4	1
268	что иное	2	1
269	оно есть	1	1
270	произведение то	1	1
271	я не	1	1
272	мы и	4	1
273	семи рублей	1	1
274	в таком	9	1
275	он был	1	1
276	он сам	2	1
277	иное как	2	1
278	на их	1	1
279	тут и	1	1
280	то мы	1	1
281	не требует	1	1
282	быть достаточно	1	1
283	мы будем	2	1
284	не понимаю	1	1
285	не путем	1	1
286	за пределы	6	1
287	в истории	4	1
288	в акте	1	1
289	имела бы	1	1
290	отгородиться от	1	1
291	чего нет	1	1
292	этом же	1	1
293	достаточно ясно	1	1
294	говорит что	1	1
295	самом начале	1	1
296	мир и	1	1
297	себе не	3	1
298	выделены в	1	1
299	от этого	1	1
300	для которого	3	1
301	сливается с	1	1
302	не можем	2	1
303	как то	1	1
304	так или	2	1
305	бы не	1	1
306	поскольку в	2	1
307	в известном	1	1
308	раз в	1	1
309	во многих	2	1
310	на смену	1	1
311	на то	8	1
312	в записках	1	1
313	что каждая	1	1
314	в отдельности	4	1
315	никакой возможности	1	1
316	все другие	2	1
317	но само	1	1
318	и еще	3	1
319	однако он	1	1
320	в силу	1	1
321	том чтобы	1	1
322	на дуэль	1	1
323	его можно	1	1
324	в нее	1	1
325	от других	2	1
326	человека в	1	1
327	равнодушна к	1	1
328	бы дать	1	1
329	факт что	1	1
330	и может	2	1
331	в другом	1	1
332	связанных с	1	1
333	а по	1	1
334	себя не	1	1
335	это было	2	1
336	в художественном	1	1
337	заключается в	1	1
338	с другими	2	1
339	дать ей	1	1
340	он есть	4	1
341	этом смысле	6	1
342	же если	1	1
343	есть и	3	1
344	закономерно и	1	1
345	отражение в	1	1
346	еще одно	1	1
347	на свои	1	1
348	солнце и	1	1
349	из нее	1	1
350	в общей	2	1
351	как об	1	1
352	смысл а	2	1
353	во внимание	2	1
354	никак невозможно	1	1
355	или попросту	1	1
356	есть он	1	1
357	предстают перед	1	1
358	должно быть	2	1
359	потому и	1	1
360	это нечто	1	1
361	мы строим	1	1
362	остается в	1	1
363	всех этих	7	1
364	и становится	1	1
365	в эту	2	1
366	этом случае	2	1
367	в своей	8	1
368	ее внутренней	1	1
369	разного рода	6	1
370	место в	1	1
371	однако еще	1	1
372	в собственных	1	1
373	далеки от	1	1
374	что было	1	1
375	отнюдь еще	1	1
376	войти в	1	1
377	для этого	3	1
378	для нее	1	1
379	события что	1	1
380	ни были	1	1
381	или иного	2	1
382	же мы	2	1
383	случае мы	1	1
384	то с	9	1
385	с ним	3	1
386	сущности говоря	1	1
387	от нас	3	1
388	как о	1	1
389	о причине	1	1
390	в основе	1	1
391	бы мы	3	1
392	того чтобы	9	1
393	каждый из	1	1
394	через него	1	1
395	казалось бы	4	1
396	с одним	1	1
397	и является	7	1
398	внутренней и	1	1
399	потому что	16	1
400	связи с	5	1
401	весьма существенно	1	1
402	всей своей	1	1
403	как будто	3	1
404	состояние духа	1	1
405	в стиле	1	1
406	у нас	14	1
407	очень часто	1	1
408	уже о	1	1
409	к самому	1	1
410	не могут	2	1
411	мечтает о	1	1
412	бы он	1	1
413	жизни всегда	1	1
414	он оказывается	1	1
415	обстоятельств связанных	1	1
416	все еще	1	1
417	отношении он	1	1
418	и своя	2	1
419	дальнейшем мы	1	1
420	для себя	3	1
421	как мы	7	1
422	и о	8	1
423	были только	1	1
424	говоря уже	2	1
425	самим собою	1	1
426	для читателя	1	1
427	сознания однако	1	1
428	для всего	2	1
429	нет никакой	2	1
430	не возникает	1	1
431	сознания с	2	1
432	по этой	1	1
433	в одну	1	1
434	здесь как	1	1
435	особенно в	2	1
436	мог бы	1	1
437	ко всему	1	1
438	учение о	3	1
439	эту модель	1	1
440	момента и	1	1
441	является в	2	1
442	и всякого	1	1
443	если бы	4	1
444	и внешней	1	1
445	образом в	1	1
446	основе своей	1	1
447	искусства и	3	1
448	и должно	2	1
449	в самой	3	1
450	то во	2	1
451	одного из	1	1
452	потом к	1	1
453	художественный образ	9	1
454	этих двух	1	1
455	того или	2	1
456	или как	3	1
457	смысловую перспективу	1	1
458	а потому	2	1
459	во всей	3	1
460	и только	4	1
461	не обязательно	3	1
462	тем более	5	1
463	каждом отдельном	1	1
464	выше в	1	1
465	может иметь	2	1
466	на почве	1	1
467	того что	7	1
468	ушедших в	1	1
469	д и	4	1
470	с указанием	1	1
471	всякого рода	1	1
472	с художественным	1	1
473	тот же	1	1
