N	2gram	Vygotskiy__4	Komedia
1	и в	33	22
2	том что	22	12
3	но и	3	11
4	в том	21	11
5	не только	7	10
6	в то	3	10
7	из них	4	10
8	и т	6	9
9	как и	5	9
10	может быть	22	9
11	таким образом	13	8
12	о том	20	8
13	и его	5	8
14	в одном	3	8
15	и не	13	8
16	едва ли	2	7
17	в этой	9	7
18	и других	4	7
19	то же	9	6
20	тому же	3	6
21	не в	2	6
22	в отношении	1	6
23	ни в	3	6
24	в конце	8	6
25	что он	20	6
26	такого рода	1	6
27	к тому	12	6
28	а в	4	6
29	в которой	4	6
30	что в	21	6
31	в истории	1	5
32	как в	3	5
33	то время	2	5
34	на его	1	5
35	при этом	2	5
36	во время	6	5
37	потому что	24	5
38	так и	3	5
39	и даже	1	5
40	между тем	1	5
41	один из	2	5
42	уже в	2	5
43	в его	10	5
44	прежде всего	2	5
45	т п	3	5
46	о которых	2	5
47	с другой	2	5
48	все это	13	5
49	другой стороны	2	5
50	по которым	2	4
51	из его	2	4
52	время как	2	4
53	что они	6	4
54	но в	2	4
55	в нем	7	4
56	т д	2	4
57	и вот	6	4
58	в другом	1	4
59	на протяжении	1	4
60	несмотря на	1	4
61	точки зрения	6	4
62	в котором	2	4
63	в их	2	4
64	одном из	1	4
65	так как	12	4
66	как мы	4	4
67	на него	4	4
68	же время	2	4
69	так в	1	4
70	ясно что	5	4
71	а также	1	4
72	что и	3	4
73	действующих лиц	1	4
74	мы можем	5	4
75	тем что	3	4
76	именно в	2	4
77	и опять	3	4
78	в результате	2	4
79	конце концов	3	4
80	же в	1	4
81	по поводу	4	4
82	к этому	4	4
83	речь идет	3	3
84	же как	3	3
85	в тех	2	3
86	идет о	3	3
87	мы не	5	3
88	и о	4	3
89	и на	5	3
90	в чем	1	3
91	с одной	3	3
92	в этом	28	3
93	все же	5	3
94	и как	5	3
95	в целом	5	3
96	на то	10	3
97	главным образом	1	3
98	да и	3	3
99	он не	11	3
100	и еще	1	3
101	здесь мы	3	3
102	и с	2	3
103	его в	3	3
104	на сцене	3	3
105	в них	2	3
106	и ее	2	3
107	место в	2	3
108	вопрос о	2	3
109	что после	1	3
110	даже в	2	3
111	по отношению	1	3
112	того как	1	3
113	к этим	1	3
114	казалось бы	5	3
115	ничего не	2	3
116	за исключением	1	3
117	в сознании	1	3
118	у нас	4	3
119	и сам	1	3
120	во второй	1	3
121	в частности	4	3
122	тот же	3	3
123	одной из	1	3
124	только в	4	3
125	и у	1	3
126	в виде	3	3
127	у него	6	3
128	как раз	9	3
129	к которому	1	3
130	так же	13	3
131	как это	14	3
132	одной стороны	3	3
133	в течение	1	3
134	здесь в	3	3
135	и все	12	3
136	все остальные	1	3
137	отношению к	1	3
138	это однако	1	2
139	того же	1	2
140	на две	2	2
141	почти всегда	2	2
142	сам автор	2	2
143	хронологическом порядке	3	2
144	в сущности	6	2
145	принадлежит к	2	2
146	слова о	1	2
147	это время	2	2
148	большей частью	2	2
149	столь же	2	2
150	бы то	2	2
151	тем как	1	2
152	совсем не	1	2
153	в стихе	1	2
154	за пределы	1	2
155	в настоящем	1	2
156	относится к	1	2
157	независимо от	1	2
158	что касается	2	2
159	полагают что	1	2
160	этой цели	2	2
161	для ее	1	2
162	и хотя	1	2
163	со своей	1	2
164	в самом	12	2
165	раз в	7	2
166	в себе	6	2
167	только один	1	2
168	не следует	1	2
169	на этом	3	2
170	то ни	1	2
171	на все	2	2
172	было бы	12	2
173	ни одной	3	2
174	такой же	2	2
175	которую он	2	2
176	и без	1	2
177	всяком случае	3	2
178	почти не	1	2
179	ни малейшего	2	2
180	но он	6	2
181	в трагедиях	1	2
182	не раз	1	2
183	правда в	1	2
184	одна из	4	2
185	трагедии в	2	2
186	к ней	1	2
187	как будто	8	2
188	ли это	3	2
189	в хронологическом	1	2
190	в трагедии	10	2
191	уже о	1	2
192	же самое	6	2
193	указывает на	3	2
194	с ее	3	2
195	всего этого	1	2
196	до самого	2	2
197	что у	4	2
198	времени и	2	2
199	из всего	1	2
200	до начала	1	2
201	для этого	8	2
202	образом в	2	2
203	и здесь	3	2
204	и во	1	2
205	самого конца	2	2
206	раз на	1	2
207	еще не	1	2
208	именно на	1	2
209	из которых	3	2
