N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	38	41
2	то есть	46	20
3	таким образом	10	19
4	в этом	15	15
5	как и	7	14
6	и все	3	14
7	то же	5	13
8	все эти	5	13
9	в этой	1	13
10	мы уже	1	12
11	в его	43	12
12	в себе	4	11
13	как мы	7	11
14	в том	8	11
15	прежде всего	13	11
16	так и	5	10
17	в то	4	10
18	все это	3	10
19	в своем	5	9
20	не в	7	9
21	же время	3	9
22	и его	16	9
23	но и	9	9
24	что в	7	9
25	но в	4	8
26	то что	8	8
27	и от	3	8
28	по существу	2	8
29	в нем	15	7
30	вовсе не	2	7
31	в них	5	7
32	как бы	22	7
33	и не	42	7
34	в романе	4	7
35	ни в	11	6
36	о том	4	6
37	только в	13	6
38	это не	5	6
39	есть в	1	6
40	для него	1	6
41	с помощью	7	6
42	все они	5	6
43	как в	4	5
44	и к	3	5
45	не только	9	5
46	в плане	7	5
47	на этом	2	5
48	точки зрения	8	5
49	и это	3	5
50	в ней	4	5
51	к нему	10	5
52	и у	2	5
53	что и	2	5
54	вместе с	1	5
55	так же	1	5
56	и для	11	5
57	а в	6	5
58	к этому	2	5
59	место в	8	4
60	момент в	1	4
61	и на	3	4
62	хотя и	3	4
63	целый ряд	1	4
64	и наконец	6	4
65	что это	2	4
66	он не	3	4
67	и с	17	4
68	должно быть	5	4
69	том что	3	4
70	но он	1	4
71	одна из	2	4
72	ничего не	6	4
73	рядом с	5	4
74	в виду	4	4
75	в одну	1	4
76	и здесь	2	4
77	может быть	26	4
78	в более	4	4
79	было бы	8	4
80	мира и	1	4
81	все что	3	4
82	например в	3	3
83	он может	2	3
84	и есть	2	3
85	с точки	6	3
86	проникает в	2	3
87	я не	2	3
88	с ее	1	3
89	на них	3	3
90	во всех	11	3
91	кроме того	3	3
92	в главе	1	3
93	и те	2	3
94	лица и	2	3
95	при этом	5	3
96	но именно	1	3
97	в нее	1	3
98	в мире	3	3
99	его в	9	3
100	несмотря на	3	3
101	в своей	7	3
102	в их	10	3
103	тем самым	4	3
104	не должно	1	3
105	не имеет	9	3
106	тем что	2	3
107	как о	1	3
108	очень часто	1	3
109	все то	3	3
110	свою очередь	1	3
111	можно было	4	3
112	что у	1	3
113	иногда в	1	3
114	и вся	2	3
115	нас в	1	3
116	в форме	4	3
117	что он	2	3
118	из них	1	3
119	в одном	1	3
120	не на	5	3
121	не было	2	3
122	не может	27	3
123	и потому	4	3
124	в область	3	3
125	в той	1	3
126	но этот	1	3
127	но это	3	3
128	не подлежит	1	3
129	с ними	4	3
130	в свою	2	3
131	не знает	3	3
132	есть и	1	3
133	жизни и	1	3
134	и другие	2	3
135	и эта	2	3
136	это в	1	3
137	как нечто	3	2
138	также и	3	2
139	мы здесь	4	2
140	на самом	4	2
141	оно было	2	2
142	все те	1	2
143	из всех	1	2
144	есть не	2	2
145	со всех	2	2
146	мир не	1	2
147	в которой	1	2
148	не совсем	1	2
149	всего романа	1	2
150	и самого	1	2
151	еще не	7	2
152	в которых	1	2
153	время в	1	2
154	в чем	2	2
155	с его	2	2
156	а следовательно	1	2
157	а только	2	2
158	точка зрения	3	2
159	по отношению	21	2
160	отношение к	10	2
161	не просто	1	2
162	характер носит	1	2
163	как он	1	2
164	они в	1	2
165	и вот	1	2
166	свое время	1	2
167	человека в	2	2
168	значительной степени	1	2
169	что все	2	2
170	и может	1	2
171	это было	1	2
172	себе все	1	2
173	далеко не	5	2
174	мы имеем	2	2
175	и телесный	1	2
176	в этих	2	2
177	места в	1	2
178	том как	2	2
179	и момент	1	2
