N	2gram	Potebnia_M_2	FransuaR
1	и в	24	29
2	то есть	30	21
3	таким образом	11	20
4	и не	19	16
5	и все	3	13
6	но в	4	12
7	как и	7	12
8	и на	8	11
9	в этом	8	11
10	так и	5	11
11	то же	12	10
12	мы уже	1	10
13	не только	15	10
14	во время	4	10
15	в то	6	10
16	как мы	1	10
17	все эти	2	9
18	и с	1	9
19	его в	3	9
20	вовсе не	9	9
21	но и	9	9
22	же время	2	8
23	и его	2	8
24	в его	2	8
25	прежде всего	7	8
26	как бы	9	8
27	в них	5	7
28	мы видели	1	7
29	в том	18	7
30	так как	10	7
31	так же	2	7
32	но он	2	6
33	в большинстве	1	6
34	из них	5	6
35	и до	1	5
36	что это	3	5
37	в нем	9	5
38	большинстве случаев	1	5
39	рядом с	3	5
40	и о	1	5
41	это не	3	5
42	все они	1	5
43	у него	2	5
44	далеко не	3	5
45	сказать что	2	5
46	и по	2	5
47	того же	14	5
48	на самом	2	4
49	и есть	2	4
50	в которой	5	4
51	еще не	4	4
52	с его	2	4
53	в нашем	2	4
54	мы слышим	1	4
55	связанные с	2	4
56	этот образ	1	4
57	тела и	1	4
58	что он	4	4
59	конечно не	1	4
60	тем что	7	4
61	с другой	6	4
62	и др	1	4
63	только для	5	4
64	но это	3	4
65	все это	2	4
66	один из	2	4
67	перед нами	1	4
68	то что	20	4
69	есть и	1	4
70	жизни и	1	4
71	и за	1	3
72	той же	3	3
73	животных и	2	3
74	и здесь	2	3
75	в ней	3	3
76	в чем	7	3
77	его так	1	3
78	но как	1	3
79	как к	1	3
80	и как	6	3
81	более или	8	3
82	то в	1	3
83	в себе	10	3
84	при этом	13	3
85	он не	1	3
86	всех этих	2	3
87	и сам	1	3
88	для того	5	3
89	подобно тому	4	3
90	такой же	4	3
91	том что	8	3
92	или менее	8	3
93	в эту	3	3
94	самого начала	2	3
95	того чтобы	2	3
96	по своей	1	3
97	они были	1	3
98	женщины в	1	3
99	и вполне	1	3
100	здесь не	1	3
101	в ее	1	3
102	с самого	2	3
103	что у	2	3
104	начала и	1	3
105	все остальные	5	3
106	образом в	4	3
107	к нему	1	3
108	но конечно	1	3
109	слов и	1	3
110	того что	7	3
111	что здесь	1	3
112	с ними	3	3
113	и так	1	3
114	же и	1	3
115	и они	2	3
116	и других	2	3
117	и их	5	3
118	в известной	1	3
119	мы можем	12	3
120	превращается в	2	3
121	там где	4	3
122	некоторые из	1	3
123	тому как	4	3
124	все же	5	3
125	что значит	1	3
126	мы видим	2	3
127	тот же	5	3
128	другой стороны	2	3
129	были и	2	3
130	и то	3	2
131	с таким	3	2
132	то время	4	2
133	которое не	1	2
134	на них	1	2
135	на их	1	2
136	с одной	4	2
137	понятно почему	1	2
138	но не	12	2
139	если в	3	2
140	что они	5	2
141	один и	1	2
142	в одной	1	2
143	как в	10	2
144	дает нам	1	2
145	хотя и	3	2
146	и наконец	1	2
147	бы не	5	2
148	и тот	2	2
149	как он	4	2
150	так сказать	4	2
151	время и	2	2
152	на этом	2	2
153	может быть	23	2
154	и дает	1	2
155	в жизни	2	2
156	тела в	1	2
157	ни в	1	2
158	в этих	3	2
159	бы на	1	2
160	и при	3	2
161	в котором	4	2
162	с точки	1	2
163	в их	1	2
164	место в	4	2
165	не столько	2	2
166	что я	1	2
167	мир и	1	2
168	их в	2	2
169	том же	1	2
170	на котором	1	2
171	дело в	1	2
172	но она	3	2
173	но только	2	2
174	никогда не	4	2
175	общие черты	2	2
176	связи с	6	2
177	уже и	1	2
178	к тому	1	2
179	где он	1	2
180	о том	5	2
181	с образом	1	2
182	и это	2	2
183	на нем	1	2
184	же не	1	2
185	в себя	2	2
186	или в	2	2
187	времени и	1	2
188	было в	2	2
189	сам он	1	2
190	связанных с	1	2
191	во второй	1	2
192	поэтому в	1	2
193	быть может	7	2
194	с ним	5	2
195	но мы	3	2
196	все в	1	2
197	и были	1	2
198	в другой	1	2
199	в ту	1	2
200	всякого рода	1	2
201	есть в	2	2
202	уже не	4	2
203	и у	3	2
204	уже в	5	2
205	органов и	2	2
206	его и	1	2
207	ни с	2	2
208	друг друга	2	2
209	в других	4	2
210	даже и	2	2
211	в особенности	1	2
212	со стороны	3	2
213	именно в	1	2
214	к которому	2	2
215	одной стороны	3	2
216	они не	4	2
217	не на	2	2
218	в слове	13	2
219	когда же	1	2
220	что из	1	2
221	уже давно	1	2
222	в той	1	2
223	связаны с	1	2
224	и веселый	1	2
225	в словах	3	2
226	между прочим	4	2
227	и для	3	2
228	формы и	1	2
229	а как	1	2
230	здесь только	1	2
231	его к	1	2
232	между ними	2	2
233	от всех	1	2
234	не может	12	2
235	в трех	1	2
236	но эти	2	2
237	как на	3	2
238	только в	11	2
239	в своих	1	2
240	к этому	2	2
241	с новыми	1	1
242	и крик	1	1
243	ту же	1	1
244	отношения к	2	1
245	вопросом что	1	1
246	он произносит	1	1
247	без них	2	1
248	сказали что	1	1
249	вряд ли	3	1
250	и такое	1	1
251	должна быть	1	1
252	видеть в	1	1
253	в самом	4	1
254	этот и	1	1
255	же образ	1	1
256	со всех	1	1
257	почему бы	1	1
258	изменений в	1	1
259	на такие	2	1
260	на место	1	1
261	движениями и	1	1
262	что многие	2	1
263	не была	1	1
264	человека и	3	1
265	по частям	1	1
266	время как	4	1
267	принадлежит к	1	1
268	но даже	3	1
269	которое в	1	1
270	пример того	1	1
271	цвет и	1	1
272	только после	2	1
273	самом деле	2	1
274	видели что	1	1
275	нам его	1	1
276	а тем	1	1
277	не все	2	1
278	в общем	2	1
279	отношение к	1	1
280	отличие от	1	1
281	за пределы	2	1
282	значение для	1	1
283	относится к	3	1
284	рассказ о	1	1
285	его на	2	1
286	с этим	7	1
287	чем мы	1	1
288	стороны и	1	1
289	чтобы к	1	1
290	нами в	1	1
291	что по	1	1
292	эти общие	1	1
293	в противоположность	1	1
294	в этот	1	1
295	сливается с	1	1
296	бы и	1	1
297	в целом	3	1
298	он в	1	1
299	та которая	1	1
300	что так	1	1
301	думать что	3	1
302	всего к	1	1
303	только на	1	1
304	с их	1	1
305	только один	4	1
306	тому же	1	1
307	ее как	1	1
308	на то	5	1
309	в образы	1	1
310	в наших	1	1
311	человек не	1	1
312	что слово	2	1
313	и если	4	1
314	например как	1	1
315	главным образом	4	1
316	есть одна	1	1
317	в переводе	1	1
318	равно и	2	1
319	к одному	1	1
320	что одно	1	1
321	на земле	1	1
322	здесь для	1	1
323	и независимо	1	1
324	прежде чем	1	1
325	что она	3	1
326	одно и	2	1
327	как они	1	1
328	чего он	1	1
329	об этом	1	1
330	них не	3	1
331	входит в	1	1
332	это было	2	1
333	к природе	1	1
334	то все	4	1
335	не простое	1	1
336	делает его	1	1
337	между отдельными	1	1
338	только о	1	1
339	а за	1	1
340	мы не	11	1
341	в тоне	1	1
342	а равно	2	1
343	о которой	3	1
344	и тогда	3	1
345	и того	6	1
346	одного и	6	1
347	к четвертой	1	1
348	или точнее	1	1
349	что такое	2	1
350	и без	1	1
351	вообще нельзя	1	1
352	все и	1	1
353	то его	1	1
354	в отличие	1	1
355	мысли и	1	1
356	знаем что	1	1
357	всякий раз	1	1
358	которые в	1	1
359	в первое	1	1
360	страха и	1	1
361	было связано	2	1
362	друг другу	1	1
363	на новые	1	1
364	и вся	1	1
365	раз и	1	1
366	без него	1	1
367	их природы	1	1
368	между людьми	1	1
369	самостоятельное существование	1	1
370	виду что	1	1
371	что ему	2	1
372	не имел	1	1
373	на него	3	1
374	в самых	1	1
375	он мог	1	1
376	найти в	1	1
377	ничего не	1	1
378	связанное с	1	1
379	именно с	1	1
380	близкий к	1	1
381	и весь	2	1
382	и степень	1	1
383	как она	1	1
384	во всем	2	1
385	потому что	49	1
386	своей цели	1	1
387	его собственную	1	1
388	раз как	1	1
389	что на	3	1
390	от того	5	1
391	у нас	2	1
392	теперь когда	1	1
393	их тона	1	1
394	что все	2	1
395	но все	2	1
396	похож на	1	1
397	его за	1	1
398	сходство с	1	1
399	бы он	1	1
400	к огню	1	1
401	их отношения	3	1
402	так например	3	1
403	всех сторон	1	1
404	не будет	1	1
405	каждому из	2	1
406	он вовсе	1	1
407	и образ	2	1
408	свою очередь	6	1
409	и сами	4	1
410	существенное значение	1	1
411	и от	3	1
412	так в	4	1
413	это для	1	1
414	мнения что	1	1
415	на том	1	1
416	на нее	1	1
417	характер но	1	1
418	те же	3	1
419	что дело	1	1
420	не исчерпывается	1	1
421	был не	1	1
422	и всякого	1	1
423	если бы	11	1
424	о котором	2	1
425	остановимся на	2	1
426	по мере	5	1
427	находится в	3	1
428	разделяет этот	1	1
429	от животного	1	1
430	известной степени	1	1
431	в самой	3	1
432	и силу	1	1
433	это вполне	1	1
434	и та	1	1
435	и что	4	1
436	что каждый	1	1
437	степень влияния	2	1
438	можем сказать	1	1
439	живым и	1	1
440	можно сказать	1	1
441	все его	1	1
442	нас в	2	1
443	и во	3	1
444	от него	4	1
445	которой мы	2	1
446	этих слов	1	1
447	ее от	1	1
448	которые мы	3	1
449	переходит в	1	1
450	таких же	5	1
451	не без	1	1
452	было на	1	1
453	что и	11	1
454	я вижу	1	1
455	что вполне	1	1
456	вообще и	2	1
457	вообще в	1	1
458	свойство его	1	1
459	и самые	1	1
460	тех пор	1	1
461	плане но	1	1
462	т с	18	1
463	но с	1	1
464	с себя	1	1
465	не как	3	1
466	дело с	1	1
467	оно относится	1	1
468	при каких	1	1
469	непосредственно из	1	1
470	разнообразие и	2	1
471	или же	7	1
472	между этими	1	1
473	от них	3	1
474	именно на	1	1
475	со всеми	1	1
476	для всех	1	1
477	как нечто	1	1
478	при помощи	1	1
479	есть когда	1	1
480	превращаются в	1	1
481	мы знаем	2	1
482	эти слова	1	1
483	для него	10	1
484	мы находим	2	1
485	в одном	6	1
486	с этими	1	1
487	оно так	1	1
488	каждый из	1	1
489	указание на	2	1
490	но за	1	1
491	они становятся	1	1
492	не противоречит	2	1
493	перейти к	1	1
494	существуют только	1	1
495	до сих	4	1
496	имеет и	1	1
497	а с	2	1
498	в природе	5	1
499	за образом	1	1
500	в некоторых	4	1
501	и музыка	1	1
502	было сказано	1	1
503	они как	1	1
504	вероятно не	1	1
505	что мы	11	1
506	и слово	1	1
507	под влиянием	8	1
508	и вообще	3	1
509	нами как	1	1
510	таким в	1	1
511	и потому	2	1
512	для самого	4	1
513	другая сторона	1	1
514	независимо от	9	1
515	в платье	1	1
516	заставляют нас	1	1
517	к самому	1	1
518	в разговоре	2	1
519	влияния на	2	1
520	она есть	2	1
521	смысле этого	3	1
522	не изображает	1	1
523	эти последние	2	1
524	в первой	1	1
525	этого слова	6	1
526	с этой	1	1
527	слова и	3	1
528	никто никогда	1	1
529	значит то	3	1
530	в условиях	1	1
531	сих пор	4	1
532	этом и	1	1
533	которые были	1	1
534	в более	1	1
535	не знаем	2	1
536	оно и	1	1
537	в связи	2	1
538	время его	1	1
539	такие которые	2	1
540	это как	1	1
541	чтобы понять	1	1
542	тот кто	1	1
543	для нас	31	1
544	но когда	1	1
545	боли и	2	1
546	не более	1	1
547	его уже	2	1
548	мы прежде	1	1
549	только что	3	1
550	том случае	1	1
551	них и	1	1
552	не дает	2	1
553	даже при	2	1
554	этих представлений	1	1
555	и начинается	1	1
556	в народной	1	1
557	в свою	6	1
558	состоит из	1	1
559	речи и	1	1
560	изображает и	1	1
561	на это	1	1
562	свои слова	1	1
563	в действительности	2	1
564	другого рода	2	1
565	что в	16	1
566	как слово	1	1
567	случае если	1	1
568	в таком	4	1
569	все что	3	1
