N	3gram	Vygotskiy__7	SlovoVZh
1	по отношению к	5	11
2	не может быть	4	7
3	в нашем примере	1	7
4	можно сказать что	3	5
5	в том что	13	4
6	и не может	1	3
7	тем не менее	3	3
8	этой точки зрения	4	3
9	до сих пор	3	3
10	имеет в виду	3	3
11	и то же	3	2
12	в такой же	3	2
13	на самом деле	2	2
14	с другой стороны	1	2
15	то же самое	5	2
16	одной стороны и	3	2
17	с точки зрения	21	2
18	в зависимости от	1	2
19	находит свое выражение	3	2
20	одно и то	3	2
21	только в процессе	1	2
22	в данном случае	5	2
23	с одной стороны	5	2
24	слова но для	1	1
25	том что в	2	1
26	но все же	1	1
27	и в этом	1	1
28	в нашем же	1	1
29	точки зрения как	1	1
30	имеет дело с	1	1
31	оно возникает из	1	1
32	мы имеем дело	1	1
33	и связи с	1	1
34	в этом направлении	1	1
35	со словом и	1	1
36	то время как	2	1
37	одним и тем	2	1
38	друг к другу	1	1
39	во всяком случае	1	1
40	так как в	1	1
41	в самом деле	4	1
42	словом и его	2	1
43	в этом смысле	1	1
44	самом же деле	1	1
45	свое выражение в	5	1
46	точки зрения является	1	1
47	внутренней речи без	1	1
48	же как и	2	1
49	то что для	2	1
50	и таким образом	1	1
51	в то время	2	1
52	и внешней речи	1	1
53	его значение и	1	1
54	между собой ибо	1	1
55	нашем же случае	1	1
56	сам по себе	1	1
57	таким образом мы	1	1
58	то что мы	1	1
59	для нас и	1	1
60	в свою очередь	2	1
61	на самом же	1	1
62	если мы обратимся	1	1
63	о том что	4	1
64	в этом отношении	3	1
65	по аналогии с	1	1
66	с самого начала	7	1
67	в конечном счете	2	1
68	ни в какой	2	1
69	можно было бы	1	1
70	внутренней и внешней	1	1
71	речи так как	1	1
72	подобно тому как	1	1
73	как мы уже	1	1
74	он еще не	1	1
75	включает в себя	1	1
76	точки зрения не	1	1
77	в процессе ее	1	1
78	в лучшем случае	2	1
79	и увидели что	1	1
80	мы обратимся к	1	1
81	речи с помощью	1	1
82	находят свое выражение	1	1
83	в то же	1	1
84	в каком направлении	1	1
85	стороны и с	1	1
86	слова и его	4	1
87	в том и	3	1
88	сама по себе	1	1
89	бы показать что	1	1
90	во внутренней речи	2	1
91	так же как	7	1
92	не совпадает с	3	1
93	мы таким образом	1	1
94	себе по аналогии	1	1
95	все эти три	2	1
96	она не может	1	1
97	внутренней речи а	1	1
98	как и в	3	1
99	и тем же	2	1
100	внутренней речи с	2	1
101	и с другой	1	1
102	и делает его	1	1
103	в высшей степени	1	1
104	в том же	1	1
