N	4gram	Potebnia_M_2	Myshleni
1	с одной стороны и	1	3
2	одно и то же	2	3
3	состоит в том что	1	3
4	для того чтобы сделать	1	2
5	одной и той же	1	2
6	той мере в какой	1	2
7	лишь в той мере	1	2
8	того чтобы сделать возможным	1	2
9	прежде чем перейти к	1	2
10	в той мере в	1	2
11	в том что он	1	2
12	в то время как	3	2
13	и связанное с ним	1	1
14	видно из того что	1	1
15	и то и другое	1	1
16	от одного к другому	2	1
17	только в том что	1	1
18	только потому что его	1	1
19	только после того как	1	1
20	одном и том же	1	1
