N	2gram	Voloshinov_1	RusskieA
1	и в	38	36
2	не только	27	22
3	том что	3	19
4	что в	1	19
5	в том	2	17
6	но и	13	16
7	так как	7	15
8	и другие	1	13
9	в этом	10	12
10	и на	6	10
11	это не	3	10
12	как и	10	10
13	как мы	9	10
14	вместе с	5	10
15	потому что	5	10
16	об этом	3	9
17	а в	5	9
18	с тем	8	8
19	у нас	4	8
20	о том	4	8
21	один из	4	8
22	мы увидим	5	8
23	из них	3	8
24	может быть	13	8
25	как это	5	8
26	так и	6	7
27	между тем	3	7
28	что и	3	7
29	мы не	9	6
30	в виде	1	6
31	так например	1	6
32	таким образом	7	6
33	при этом	9	6
34	уже не	4	6
35	и не	14	6
36	все это	4	6
37	для нас	3	6
38	будто бы	1	6
39	то что	8	6
40	иногда и	1	5
41	как в	2	5
42	все же	7	5
43	в которых	2	5
44	того как	1	5
45	как будто	1	5
46	с ними	1	5
47	в течение	1	5
48	как бы	28	5
49	этом случае	3	5
50	мы имеем	2	4
51	не совсем	1	4
52	еще не	3	4
53	во всех	6	4
54	в эти	1	4
55	представляет собой	2	4
56	с собой	2	4
57	в г	1	4
58	из этих	1	4
59	в их	1	4
60	что этот	1	4
61	тому что	5	4
62	одна из	1	4
63	связи с	3	4
64	к тому	4	4
65	его с	1	4
66	еще в	1	4
67	и что	1	4
68	и их	5	4
69	тем что	2	4
70	а с	5	4
71	в тех	3	4
72	того что	4	4
73	но это	2	4
74	в связи	2	4
75	как уже	2	4
76	не может	12	4
77	только в	6	4
78	к этому	2	4
79	увидим ниже	1	3
80	на каждом	1	3
81	если в	1	3
82	в своем	1	3
83	не можем	1	3
84	что это	4	3
85	думать что	1	3
86	и те	1	3
87	связанные с	2	3
88	в основном	1	3
89	на этом	1	3
90	то же	14	3
91	но все	4	3
92	чаще всего	3	3
93	для них	2	3
94	несмотря на	2	3
95	в этих	2	3
96	точки зрения	10	3
97	к тем	1	3
98	таким же	1	3
99	с точки	5	3
100	на руси	1	3
101	тем не	1	3
102	но они	1	3
103	их в	3	3
104	не менее	1	3
105	в разных	3	3
106	ничего не	8	3
107	к таким	1	3
108	и другой	1	3
109	в поле	1	3
110	можно сделать	1	3
111	не с	3	3
112	то есть	4	3
113	или на	1	3
114	связаны с	4	3
115	в середине	2	3
116	как например	2	3
117	всякого рода	1	3
118	в качестве	4	3
119	только на	3	3
120	слова в	5	3
121	в одном	3	3
122	из приведенных	1	3
123	в области	5	3
124	на этот	1	3
125	о чем	1	3
126	так называемой	4	3
127	так же	4	3
128	этого слова	3	3
129	не будем	1	3
130	и к	4	3
131	в свою	6	3
132	можно говорить	1	2
133	например в	1	2
134	переход от	1	2
135	между двумя	2	2
136	еще до	1	2
137	что иное	2	2
138	на себя	1	2
139	они были	1	2
140	как не	2	2
141	в числе	1	2
142	в ней	8	2
143	иное как	2	2
144	природы и	2	2
145	на самом	3	2
146	но не	2	2
147	значение и	1	2
148	не просто	2	2
149	отнюдь не	10	2
150	независимо от	5	2
151	что именно	3	2
152	с этим	2	2
153	мы можем	7	2
154	хотя и	3	2
155	и как	9	2
156	но в	5	2
157	так на	1	2
158	та же	3	2
159	в целом	4	2
160	все эти	2	2
161	в нашем	5	2
162	в дальнейшем	2	2
163	и до	1	2
164	были связаны	1	2
165	как он	1	2
166	в нем	4	2
167	всех этих	1	2
168	не значит	1	2
169	в силу	1	2
170	главным образом	3	2
171	и с	5	2
172	в жизни	2	2
173	носят название	1	2
174	должны были	2	2
175	том же	1	2
176	для этого	1	2
177	как можно	1	2
178	она не	1	2
179	у него	1	2
180	именно с	1	2
181	так называемый	1	2
182	до того	3	2
183	но даже	2	2
184	и здесь	3	2
185	свою очередь	4	2
186	в более	1	2
187	мы наблюдаем	1	2
188	что у	3	2
189	иногда в	1	2
190	подойти к	2	2
191	с ним	2	2
192	на все	1	2
193	и поэтому	3	2
194	должно было	3	2
195	связь между	2	2
196	в его	6	2
197	них в	1	2
198	магический обряд	2	2
199	этот вопрос	2	2
200	за столом	2	2
201	в какой	2	2
202	мы попытаемся	1	2
203	какой степени	1	2
204	наших целей	1	2
205	так что	1	2
206	в большинстве	1	2
207	борьбы с	1	2
208	его и	3	2
209	но что	3	2
210	он так	1	2
211	не было	2	2
212	в особенности	1	2
213	для наших	2	2
214	такое же	1	2
215	с ней	2	2
216	и пр	4	2
217	а не	6	2
218	их там	1	2
219	его как	1	2
220	большинстве случаев	1	2
221	должна была	2	2
222	в частности	3	2
223	и потому	2	2
224	предположить что	1	2
225	там где	1	2
226	останавливаться на	2	2
227	между собой	2	2
228	мы видим	3	2
229	и для	3	2
230	тем и	2	2
231	или в	2	2
232	когда он	1	2
233	мы должны	10	2
234	и начало	1	2
235	не что	4	2
236	в своих	2	2
237	нас не	2	2
238	говоря о	1	1
239	и развитие	1	1
240	также и	2	1
241	же как	1	1
242	чтобы не	1	1
243	самом деле	4	1
244	только потому	2	1
245	мы начнем	1	1
246	зависимости от	5	1
247	в определенные	2	1
248	его чрезвычайно	1	1
249	значение он	1	1
250	на две	1	1
251	что эти	2	1
252	собственном смысле	1	1
253	часть его	1	1
254	приходит к	1	1
255	мы уже	10	1
256	из всех	1	1
257	или наоборот	1	1
258	которую мы	1	1
259	вопрос о	2	1
260	этом не	1	1
261	говорить о	1	1
262	но чаще	1	1
263	этим словом	1	1
264	ему в	1	1
265	нет но	1	1
266	с религиозными	1	1
267	так а	1	1
268	жизни это	2	1
269	того же	1	1
270	и он	2	1
271	в каждой	1	1
272	ней как	1	1
273	не был	1	1
274	в чем	1	1
275	с его	7	1
276	одном и	1	1
277	ответ на	2	1
278	не путем	1	1
279	в общем	1	1
280	очевидно что	2	1
281	себе и	2	1
282	мы сейчас	1	1
283	значение имеет	1	1
284	отличаются от	1	1
285	только этот	1	1
286	относится к	2	1
287	в истории	1	1
288	однако не	1	1
289	перед нами	3	1
290	стол а	1	1
291	целый ряд	3	1
292	времени когда	1	1
293	и наконец	5	1
294	в меру	1	1
295	обряд который	1	1
296	и каким	1	1
297	тем же	3	1
298	что всякое	3	1
299	увидим что	2	1
300	от этого	1	1
301	рассказов и	1	1
302	о степени	1	1
303	в которой	7	1
304	в себе	9	1
305	тому же	2	1
306	на то	1	1
307	не нужны	1	1
308	наблюдаем в	1	1
309	не имеют	1	1
310	что было	3	1
311	солнца а	1	1
312	и частично	1	1
313	он не	2	1
314	у древних	1	1
315	с новым	1	1
316	с нашим	1	1
317	нашел и	1	1
318	он должен	3	1
319	не к	3	1
320	не как	1	1
321	разными другими	1	1
322	в начале	3	1
323	действительности которая	1	1
324	из мертвых	1	1
325	а затем	1	1
326	здесь мы	3	1
327	он просто	1	1
328	и характер	1	1
329	о котором	1	1
330	те же	4	1
331	дню и	1	1
332	его в	4	1
333	уже знаем	1	1
334	должен был	1	1
335	весь мир	1	1
336	и тем	6	1
337	слов для	1	1
338	ни в	1	1
339	этом мы	3	1
340	нет в	1	1
341	в этой	6	1
342	как видно	1	1
343	со своими	1	1
344	не всегда	2	1
345	этот поток	2	1
346	мы видели	5	1
347	в развитии	1	1
348	и того	1	1
349	одного и	1	1
350	не будут	1	1
351	превращались в	1	1
352	но если	1	1
353	и при	2	1
354	никак не	1	1
355	не здесь	1	1
356	взгляд на	1	1
357	и без	4	1
358	место в	2	1
359	этого вопроса	1	1
360	что я	1	1
361	весь ход	1	1
362	но эта	2	1
363	точку зрения	3	1
364	того времени	4	1
365	которые в	2	1
366	и эти	1	1
367	самой важной	1	1
368	необходимо чтобы	3	1
369	превратилось в	1	1
370	они сами	1	1
371	всех их	1	1
372	будут рассмотрены	1	1
373	и роль	1	1
374	виду что	1	1
375	и время	1	1
376	в то	9	1
377	не о	1	1
378	для каждого	2	1
379	дело не	1	1
380	тогда когда	1	1
381	ее с	2	1
382	в основе	2	1
383	но вместе	1	1
384	иметь в	1	1
385	каждый из	2	1
386	следовательно и	1	1
387	все свои	1	1
388	и всегда	1	1
389	слова как	2	1
390	или как	6	1
391	того в	1	1
392	степени их	1	1
393	видим что	2	1
394	прежде чем	2	1
395	и ответов	1	1
396	и его	7	1
397	и теперь	1	1
398	чем ближе	1	1
399	доказать что	1	1
400	этом отношении	2	1
401	характерен для	1	1
402	от общего	1	1
403	маленькую паузу	1	1
404	должны быть	1	1
405	содержанием и	1	1
406	связь не	1	1
407	можем считать	1	1
408	обращение к	1	1
409	если же	1	1
410	из чего	1	1
411	и это	7	1
412	и о	1	1
413	у себя	2	1
414	в виду	3	1
415	смысл такой	1	1
416	и сами	1	1
417	в собственном	1	1
418	тех случаях	2	1
419	на природу	1	1
420	всей своей	1	1
421	еще лучше	1	1
422	слова а	1	1
423	вполне определенное	1	1
424	и сам	2	1
425	можно было	4	1
426	из всего	2	1
427	было в	4	1
428	и некоторое	1	1
429	рассмотренная нами	1	1
430	вошел в	2	1
431	связанных с	3	1
432	во второй	3	1
433	и определяется	2	1
434	но иногда	1	1
435	быть может	3	1
436	если бы	4	1
437	собой и	1	1
438	и вообще	2	1
439	по мере	1	1
440	свидетельствует о	1	1
441	их но	1	1
