N	3gram	Vygotskiy__6	EvropaiE
1	с точки зрения	10	16
2	с одной стороны	1	8
3	в том что	19	6
4	с этой точки	1	5
5	так же как	6	5
6	этой точки зрения	1	5
7	для того чтобы	8	5
8	не только в	1	4
9	и в этом	1	4
10	той или иной	1	4
11	в этом смысле	2	3
12	же как и	1	3
13	в этом отношении	3	3
14	можно было бы	5	3
15	друг с другом	5	3
16	можно сказать что	6	3
17	иначе обстоит дело	1	2
18	только в том	1	2
19	то что в	1	2
20	из того что	3	2
21	в данном случае	1	2
22	заключается в том	5	2
23	по сравнению с	14	2
24	то окажется что	1	2
25	в известных пределах	1	2
26	в данной области	1	2
27	с другой стороны	2	2
28	не может быть	2	2
29	в свою очередь	1	2
30	на то что	4	2
31	друг от друга	1	2
32	во второй половине	1	2
33	как мы видели	4	2
34	и того же	4	1
35	не может не	1	1
36	в пределах данной	1	1
37	только в пределах	1	1
38	в своем развитии	4	1
39	в последнее время	2	1
40	но так как	1	1
41	ответить на этот	1	1
42	того чтобы ответить	1	1
43	в огромной степени	1	1
44	в том же	2	1
45	если бы они	1	1
46	пределах одного и	1	1
47	гораздо большей степени	1	1
48	несмотря на то	2	1
49	он мог бы	2	1
50	совершенно очевидно что	2	1
51	что как бы	1	1
52	в лучшем случае	1	1
53	то и другое	1	1
54	в отличие от	1	1
55	в отношении которых	1	1
56	с тем что	2	1
57	том числе и	1	1
58	кроме того что	1	1
59	в гораздо большей	1	1
60	в этот период	1	1
61	на этот вопрос	2	1
62	могут быть установлены	1	1
63	в значительной мере	2	1
64	в силу этого	1	1
65	мы остановились на	1	1
66	так как их	1	1
67	во внимание что	1	1
68	что в силу	1	1
69	на этот раз	1	1
70	чтобы ответить на	1	1
71	и тот же	1	1
72	смысле этого слова	1	1
73	было бы совершенно	1	1
74	она никогда не	1	1
75	себе подтверждение в	1	1
76	и в отношении	1	1
77	не могут быть	2	1
78	от этого пункта	1	1
79	то время как	5	1
80	если этот вопрос	1	1
81	в связи с	2	1
82	так как мы	1	1
83	друг к другу	3	1
84	мы не станем	2	1
85	вместо того чтобы	2	1
86	не может остаться	1	1
87	мы видели что	3	1
88	если обратиться к	1	1
89	это мы видим	2	1
90	один и тот	1	1
91	ориентироваться не на	1	1
92	в себе ничего	2	1
93	мы не можем	1	1
94	том смысле что	2	1
95	в то время	6	1
96	связи с этим	1	1
97	и тем самым	5	1
98	оно не может	2	1
99	именно потому что	2	1
100	в их развитии	1	1
101	одного и того	4	1
102	нас к установлению	1	1
103	не только это	1	1
104	но не в	1	1
105	и ту же	1	1
106	что оно не	1	1
107	в том числе	1	1
108	к тому что	7	1
109	в том смысле	2	1
110	тех или иных	1	1
111	так и по	2	1
112	тех и других	5	1
113	независимо от того	2	1
114	только тогда когда	1	1
115	в пределах одного	1	1
