N	3gram	Losev_Prob_3	Dialekti
1	и т д	13	15
2	с точки зрения	2	9
3	не есть ни	3	9
4	в том что	9	9
5	что иное как	4	8
6	не что иное	4	8
7	миф не есть	1	8
8	по крайней мере	5	7
9	это значит что	2	7
10	ровно ничего не	2	6
11	не может быть	5	6
12	в то же	4	6
13	есть не что	4	5
14	есть то что	1	5
15	есть символ в	1	5
16	сама по себе	8	5
17	для того чтобы	1	5
18	само по себе	3	4
19	это не есть	1	4
20	что он есть	2	4
21	это и есть	1	4
22	и тем более	2	4
23	ни в каком	4	4
24	только тогда когда	1	4
25	имеется в виду	4	3
26	есть прежде всего	1	3
27	т д и	4	3
28	тех или других	1	3
29	то или иное	2	3
30	и в этом	6	3
31	или по крайней	4	3
32	той или другой	4	3
33	на то что	1	3
34	тем более не	1	3
35	то же что	1	3
36	не есть просто	2	3
37	в чем же	1	2
38	равно как и	1	2
39	и нет ничего	1	2
40	имеет ничего общего	3	2
41	того или другого	3	2
42	о том как	2	2
43	речь именно о	1	2
44	сам по себе	6	2
45	не имеет никакого	3	2
46	в собственном смысле	1	2
47	точно так же	3	2
48	с этой точки	1	2
49	то и другое	1	2
50	если угодно можно	1	2
51	ту или иную	1	2
52	д и т	4	2
53	ничего общего с	2	2
54	ничего общего не	1	2
55	имеет никакого отношения	1	2
56	идет речь именно	1	2
57	т д все	1	2
58	было бы только	1	2
59	потому что мы	1	2
60	потому что здесь	1	2
61	этой точки зрения	2	2
62	иметь в виду	1	2
63	по сравнению с	2	2
64	что оно есть	1	2
65	вовсе не в	2	2
66	от того что	1	2
67	то что мы	1	2
68	та или иная	3	2
69	то самое что	1	2
70	и в частности	2	2
71	не имеет ничего	3	2
72	тем не менее	10	2
73	никакого отношения к	3	2
74	в сравнении с	2	2
75	далеко еще не	1	1
76	значит что и	1	1
77	или меньшим приближением	1	1
78	но это есть	1	1
79	в чем не	2	1
80	есть также и	2	1
81	тут идет речь	1	1
82	что в этом	1	1
83	если его брать	2	1
84	что же такое	3	1
85	только потому что	2	1
86	сказать что в	1	1
87	это так то	1	1
88	дело в том	3	1
89	а не в	1	1
90	должны сказать что	3	1
91	даже при условии	1	1
92	не есть также	1	1
93	повелительно требует своего	1	1
94	ничего не говорим	1	1
95	отличаются друг от	2	1
96	в себе не	1	1
97	не есть символ	4	1
98	точки зрения в	1	1
99	же как и	2	1
100	самом же деле	4	1
101	сравнению с которой	1	1
102	вполне понятно что	1	1
103	и есть то	1	1
104	и не только	1	1
105	на первый план	2	1
106	имеет в виду	1	1
107	и то и	1	1
108	художественный образ есть	1	1
109	в ней как	1	1
110	только для того	1	1
111	в той же	1	1
112	или какие-нибудь его	1	1
113	в отличие от	2	1
114	и значит что	1	1
115	также и то	4	1
116	и что даже	2	1
117	не есть и	1	1
118	всякому ясно что	1	1
119	можно сказать что	2	1
120	на самом же	4	1
121	не было бы	3	1
122	или просто о	1	1
123	того и другого	1	1
124	с тем что	1	1
125	до некоторой степени	1	1
126	именно так как	1	1
127	большим или меньшим	1	1
128	идет речь об	1	1
129	уже не есть	3	1
130	во всей его	1	1
131	ни о какой	1	1
132	это и значит	1	1
133	однако все эти	1	1
134	и не в	1	1
135	и вовсе не	4	1
136	то в чем	1	1
137	и тем не	3	1
138	из всего этого	1	1
139	и то что	7	1
140	если это так	1	1
141	не есть только	1	1
142	тут перед нами	1	1
143	есть идея и	1	1
144	говорит ни о	1	1
145	вплоть до их	1	1
146	она же сама	1	1
147	не говорят о	1	1
148	содержит в себе	3	1
149	в данном случае	7	1
150	если бы мы	1	1
151	не только в	2	1
152	общего и индивидуального	1	1
153	не просто как	2	1
154	художественном образе это	1	1
155	и по сравнению	1	1
156	в каком случае	2	1
157	если мы действительно	2	1
158	это было бы	1	1
159	пункте нашего исследования	2	1
160	и все его	1	1
161	в конце концов	3	1
162	отвлеченная идея и	1	1
163	от друга и	1	1
164	возможно только потому	1	1
165	есть обязательно и	1	1
166	как и между	1	1
167	того что не	1	1
168	и есть настоящее	1	1
169	заключается не в	1	1
170	то тем самым	1	1
171	мы собственно говоря	1	1
172	ясно что в	2	1
173	и как бы	2	1
174	как и вообще	1	1
175	так или иначе	1	1
176	в нем не	1	1
177	вовсе и не	1	1
178	в связи с	7	1
179	но только в	2	1
180	не говорит ни	1	1
181	по себе не	1	1
182	если мы будем	1	1
183	мы будем правы	1	1
184	и ни в	2	1
185	ничто не мешает	2	1
186	с той или	5	1
187	лежащий в основе	1	1
188	теми или другими	2	1
189	то обстоятельство что	1	1
190	вовсе не есть	8	1
191	потому что все	1	1
192	имел в виду	1	1
193	а не просто	3	1
194	а во-вторых поскольку	1	1
195	уже не просто	1	1
196	от всего прочего	1	1
197	во всех языках	1	1
198	в этом случае	5	1
199	все эти мифологические	1	1
200	мы должны сказать	3	1
201	о том что	3	1
202	его брать как	1	1
203	не имеет никакой	1	1
204	не говорим о	1	1
205	не только не	1	1
206	но никак не	3	1
207	как бы ни	1	1
208	ни о каком	2	1
209	здесь говорить о	1	1
210	существовать так как	1	1
211	есть уже не	1	1
212	речь идет о	1	1
213	это как и	1	1
214	ни в чем	2	1
215	ни с чем	1	1
216	с другой стороны	5	1
217	символична в том	1	1
