N	2gram	Vygotskiy__5	TeoriaLi
1	не только	16	18
2	в качестве	2	17
3	и не	6	16
4	я в	1	16
5	а в	4	14
6	состоит в	3	13
7	и в	30	13
8	в частности	4	13
9	то есть	13	12
10	так и	3	12
11	может быть	11	12
12	в этом	14	11
13	представляет собой	1	11
14	при этом	8	11
15	в том	27	11
16	но не	7	10
17	и его	6	10
18	а не	8	10
19	то же	7	9
20	в его	4	9
21	по отношению	2	8
22	сводится к	5	8
23	произведение искусства	6	8
24	в душе	2	8
25	но и	6	8
26	отношению к	1	8
27	что в	24	8
28	отличие от	2	7
29	в себе	5	7
30	том что	21	7
31	точки зрения	7	7
32	в отличие	2	7
33	в то	2	7
34	только в	5	7
35	себя в	1	7
36	как это	7	7
37	в данном	3	7
38	еще не	5	6
39	с его	2	6
40	но в	5	6
41	в первой	1	6
42	в русской	1	6
43	как бы	19	6
44	мы имеем	8	5
45	данном случае	3	5
46	в своем	6	5
47	в самом	14	5
48	он не	3	5
49	того или	1	5
50	как и	6	5
51	не в	8	5
52	однако в	1	5
53	в нем	7	5
54	в ее	3	5
55	или иной	2	5
56	между тем	1	5
57	уже не	1	5
58	с другой	9	5
59	как в	3	5
60	или иного	1	5
61	в искусстве	6	5
62	между ними	2	5
63	героя и	7	5
64	по преимуществу	2	4
65	конечном счете	1	4
66	отношение к	1	4
67	хотя и	1	4
68	то что	37	4
69	ни в	3	4
70	в своей	4	4
71	в их	3	4
72	или менее	1	4
73	не менее	1	4
74	эстетический объект	3	4
75	в стихотворении	1	4
76	приводит к	2	4
77	можно сказать	2	4
78	в конечном	1	4
79	в форме	2	4
80	и ее	1	4
81	за пределами	1	4
82	но он	3	4
83	и т.п	1	4
84	в свою	3	4
85	не знает	2	4
86	сказать что	9	4
87	не может	9	4
88	более или	1	4
89	и то	9	3
90	на две	1	3
91	например в	1	3
92	художественного произведения	3	3
93	совпадает с	1	3
94	а только	1	3
95	не все	1	3
96	и т.д	1	3
97	в художественном	1	3
98	перед нами	2	3
99	и к	4	3
100	в противоположность	2	3
101	все эти	2	3
102	в нашем	2	3
103	в этой	5	3
104	он должен	8	3
105	и вот	2	3
106	этом смысле	2	3
107	мог бы	2	3
108	в этих	3	3
109	в отношении	2	3
