N	3gram	Losev_Vlad_2	Problemy
1	с точки зрения	3	9
2	до сих пор	1	8
3	не может быть	1	8
4	то же время	3	5
5	в то же	3	5
6	в самом деле	1	4
7	в том числе	1	4
8	более или менее	3	3
9	как раз и	1	3
10	как мы сказали	2	3
11	в отличие от	3	3
12	сам по себе	2	3
13	нам кажется что	2	3
14	хотя и не	2	2
15	дело в том	3	2
16	мы уже сказали	1	2
17	в этом смысле	1	2
18	сознании и в	1	2
19	можно было бы	2	2
20	на этот вопрос	1	2
21	в том что	9	2
22	но в то	1	2
23	о том что	3	2
24	в свое время	1	2
25	сих пор не	1	2
26	можно сказать что	1	2
27	как мы уже	1	2
28	конечно не в	1	2
29	и не в	1	2
30	и в конце	1	1
31	в него и	1	1
32	но это конечно	1	1
33	не может не	1	1
34	но и она	1	1
35	прежде всего на	1	1
36	та же самая	1	1
37	на том же	1	1
38	и наконец в	1	1
39	также и в	1	1
40	том что он	2	1
41	в том же	2	1
42	в этом случае	1	1
43	не было и	1	1
44	не могли быть	1	1
45	и в то	1	1
46	в сознании и	1	1
47	в той же	1	1
48	а может быть	1	1
49	в первых двух	1	1
50	в письме к	4	1
51	почти никогда не	1	1
52	в одном глазу	1	1
53	и не принимает	1	1
54	может быть и	1	1
55	но дело в	2	1
56	его личности и	1	1
57	жизнь которую он	1	1
58	в данном случае	2	1
59	в конце концов	3	1
60	сообщение о том	1	1
61	мы будем говорить	2	1
62	мы знаем в	1	1
63	до некоторой степени	2	1
64	и в нем	1	1
65	так или иначе	3	1
66	в связи с	8	1
67	он уже не	2	1
68	это конечно не	1	1
69	к тому же	1	1
70	собственном смысле слова	1	1
71	во всяком случае	6	1
72	но только в	1	1
73	здесь перед нами	1	1
74	вид что я	1	1
75	у него в	3	1
76	нельзя сказать о	1	1
77	я хотел бы	1	1
78	в собственном смысле	1	1
79	с самого начала	1	1
80	что в нем	1	1
81	не только в	2	1
82	он никогда не	2	1
83	но все же	1	1
84	а не на	2	1
85	как мы знаем	4	1
86	после того как	2	1
87	никак не может	1	1
88	а именно в	1	1
89	я знаю что	1	1
90	в высшей степени	1	1
91	точки зрения того	1	1
92	самого начала в	1	1
