N	3gram	Losev_Prob_1	Marksizm
1	с точки зрения	3	13
2	не может быть	2	10
3	в то же	4	8
4	в связи с	4	7
5	для того чтобы	8	6
6	в том что	5	6
7	в самом деле	2	5
8	то же самое	9	5
9	может быть и	3	5
10	но в то	1	5
11	и того же	2	4
12	бы то ни	1	4
13	на самом деле	4	4
14	той или иной	4	4
15	одного и того	2	4
16	если бы он	1	3
17	самом же деле	1	3
18	как мы сказали	1	3
19	в таком случае	6	3
20	на самом же	1	3
21	до сих пор	3	3
22	одно и то	1	3
23	и то же	1	3
24	вовсе не является	3	3
25	о том что	5	3
26	как мы уже	1	3
27	к тому что	1	3
28	как мы видели	1	3
29	бы он был	1	2
30	и пр но	1	2
31	мы никогда не	3	2
32	а не в	1	2
33	одним и тем	1	2
34	более или менее	3	2
35	в этом последнем	1	2
36	того или иного	2	2
37	а не к	1	2
38	внутренней и внешней	1	2
39	не было бы	1	2
40	по крайней мере	2	2
41	и тем же	1	2
42	во всяком случае	3	2
43	до настоящего времени	1	2
44	и его внешняя	1	2
45	оно ни было	1	2
46	мы можем сказать	1	2
47	точки зрения самого	1	2
48	или может быть	1	2
49	на то что	8	2
50	только в этом	1	2
51	к тому же	1	2
52	на том что	2	1
53	что иное как	2	1
54	но как раз	1	1
55	а следовательно и	1	1
56	но как мы	2	1
57	ровно ничего не	1	1
58	а вовсе не	1	1
59	не в их	1	1
60	дело в том	3	1
61	мы уже сказали	1	1
62	не говоря уже	2	1
63	в этом случае	2	1
64	не имеют никакого	1	1
65	том что это	1	1
66	тому что в	1	1
67	тот или иной	1	1
68	говоря уже о	1	1
69	до известной степени	1	1
70	сам по себе	7	1
71	сами по себе	3	1
72	как мы увидим	2	1
73	что все эти	1	1
74	в первую очередь	1	1
75	а может быть	2	1
76	в этом отношении	1	1
77	к тому или	1	1
78	не сам по	1	1
79	xviii и xix	1	1
80	также и все	1	1
81	то что обычно	1	1
82	ничего не значит	1	1
83	и в других	3	1
84	же в таком	1	1
85	принимая во внимание	1	1
86	так или иначе	2	1
87	конечно мы не	1	1
88	если же мы	1	1
89	в данный момент	1	1
90	ни на один	1	1
91	не только в	1	1
92	мы здесь не	1	1
93	на тот или	1	1
94	тем не менее	18	1
95	не могут быть	1	1
96	во всех этих	2	1
97	же мы возьмем	1	1
98	бы оно ни	1	1
99	и даже целые	1	1
100	если мы возьмем	1	1
101	этом последнем случае	1	1
102	не есть вещь	1	1
103	с другой стороны	3	1
104	в его целом	1	1
105	о которых мы	2	1
106	и в том	1	1
107	хотя и в	1	1
108	как бы они	1	1
109	что же такое	1	1
110	и это не	1	1
111	внешней и внутренней	1	1
112	таким образом в	1	1
113	так и в	1	1
114	никогда не может	2	1
115	даже и в	1	1
116	то или иное	1	1
117	в себе не	3	1
118	с тем что	2	1
119	к нему и	1	1
120	но отнюдь не	3	1
121	и тем более	1	1
122	ни одна из	1	1
123	или иной предмет	1	1
124	в пределах этого	1	1
125	не что иное	2	1
126	но и внутреннее	1	1
127	можно сказать что	3	1
128	тому или иному	1	1
129	но только с	1	1
130	но ведь это	1	1
131	так же и	3	1
132	имеют никакого отношения	1	1
133	о чем мы	1	1
134	есть прежде всего	1	1
135	мы уже указывали	1	1
136	никакого отношения к	1	1
137	однако и здесь	2	1
138	тем что он	1	1
139	как бы оно	1	1
140	свидетельствует о том	2	1
141	всех этих случаях	1	1
142	те моменты в	1	1
143	но для того	1	1
144	как и в	1	1
145	же деле это	1	1
146	и делает его	1	1
147	за пределы данного	1	1
