N	3gram	Vygotskiy__2	Dialekti
1	с точки зрения	18	12
2	сама по себе	2	8
3	в том что	21	7
4	сам по себе	1	6
5	само по себе	2	5
6	по себе не	1	5
7	можно было бы	5	4
8	с другой стороны	1	4
9	той или другой	1	4
10	на то что	6	4
11	потому что он	2	3
12	более или менее	2	3
13	в этом смысле	2	3
14	не имеет никакого	1	3
15	только то что	1	3
16	иметь в виду	1	3
17	не может быть	6	3
18	ничего общего с	1	3
19	можно сказать что	1	3
20	той или иной	1	3
21	никогда не может	1	2
22	на самом деле	2	2
23	одной стороны и	2	2
24	мы находим в	1	2
25	до сих пор	1	2
26	на точку зрения	1	2
27	что он не	2	2
28	но все это	1	2
29	в этом отношении	3	2
30	или хотя бы	1	2
31	точно так же	1	2
32	несмотря на то	1	2
33	то и другое	1	2
34	так как он	1	2
35	и в частности	1	2
36	с одной стороны	7	2
37	по сравнению с	5	2
38	друг к другу	1	2
39	во всяком случае	6	2
40	на деле же	2	2
41	о том что	4	2
42	можно сравнить с	1	1
43	в той или	1	1
44	что под этим	1	1
45	в данный момент	1	1
46	дело в том	1	1
47	это было бы	1	1
48	в самом деле	4	1
49	и что именно	1	1
50	самом деле не	1	1
51	сами по себе	1	1
52	ни в коем	1	1
53	на самом же	1	1
54	только в том	1	1
55	того и другого	1	1
56	но для этого	1	1
57	из того что	4	1
58	вместе с ним	3	1
59	что все это	1	1
60	ничего не имеет	1	1
61	и вовсе не	1	1
62	в коем случае	1	1
63	что каждая из	1	1
64	в самом существе	1	1
65	быть уверенным что	1	1
66	не потому что	2	1
67	в которой не	1	1
68	в том чтобы	4	1
69	если бы мы	2	1
70	прежде всего что	1	1
71	с ним и	1	1
72	не в том	1	1
73	в связи с	6	1
74	тому что оно	1	1
75	то что он	2	1
76	из других источников	1	1
77	это значило бы	1	1
78	мы все время	1	1
79	таким образом и	1	1
80	когда мы говорим	1	1
81	но так как	1	1
82	связи с этим	1	1
83	самом же деле	1	1
84	даже в этом	1	1
85	что же это	1	1
86	самим по себе	1	1
87	коем случае не	1	1
88	и другое не	1	1
89	с самого начала	1	1
90	к выводу что	1	1
91	сходство и даже	1	1
92	что это есть	1	1
93	при известных условиях	1	1
94	и не то	1	1
95	друг от друга	2	1
96	заметить что в	1	1
97	постольку поскольку это	1	1
98	сам говорит что	2	1
99	том что такое	1	1
100	друг с другом	2	1
101	дело не в	1	1
102	для того чтобы	10	1
103	в результате получается	1	1
104	она не может	1	1
105	к тому же	1	1
106	то же самое	2	1
107	следует за ней	1	1
