N	2gram	Medvedev_V_1	Vvedenie
1	и т	23	42
2	т д	14	36
3	т е	18	35
4	и в	26	32
5	в том	15	31
6	в этом	26	30
7	том что	8	26
8	может быть	22	26
9	не только	25	22
10	для того	3	21
11	того чтобы	3	20
12	таким образом	31	19
13	также и	2	18
14	то что	6	16
15	потому что	1	15
16	не может	17	14
17	в самом	4	13
18	в нем	6	13
19	о том	10	13
20	в их	5	12
21	в общем	2	12
22	в его	14	12
23	того что	3	12
24	только в	7	12
25	и не	19	12
26	как на	3	12
27	как мы	1	11
28	в ее	4	11
29	в данном	1	11
30	что такое	2	11
31	что в	10	10
32	то же	10	9
33	в истории	1	9
34	и как	3	9
35	но в	2	9
36	по себе	2	9
37	как об	2	9
38	между тем	5	9
39	в той	1	9
40	этом смысле	1	9
41	этого рода	2	9
42	а только	1	8
43	это не	7	8
44	не в	6	8
45	не менее	2	8
46	с другой	11	8
47	именно в	2	8
48	самом деле	1	7
49	вопрос о	1	7
50	но не	2	7
51	все же	5	7
52	было бы	7	7
53	точки зрения	3	7
54	в применении	1	7
55	можно было	2	7
56	дело с	1	7
57	как нечто	1	7
58	прежде всего	13	7
59	о котором	1	7
60	в большей	2	7
61	смысле слова	2	6
62	и это	1	6
63	из этих	7	6
64	как он	2	6
65	том чтобы	2	6
66	его в	3	6
67	с тем	3	6
68	как и	7	6
69	представить себе	2	6
70	вовсе не	3	6
71	в то	6	6
72	в качестве	11	6
73	же время	5	6
74	тем что	1	6
75	не могут	7	6
76	о природе	1	6
77	один из	5	6
78	этот вопрос	3	6
79	и его	6	6
80	и даже	2	6
81	до сих	1	6
82	но и	10	6
83	а именно	1	6
84	применении к	1	6
85	сих пор	1	6
86	все это	10	6
87	работы над	5	6
88	хотя бы	19	6
89	одним из	5	5
90	а как	2	5
91	в целом	4	5
92	или вообще	1	5
93	так например	2	5
94	об этом	9	5
95	на почве	1	5
96	данном случае	1	5
97	в них	4	5
98	в которых	3	5
99	сказать что	5	5
100	могут быть	5	5
101	быть в	1	5
102	д но	1	5
103	как например	2	5
104	уже в	1	5
105	т п	9	5
106	что не	3	5
107	на этот	1	5
108	а не	7	5
109	по своему	1	5
110	в течение	2	5
111	как бы	5	5
112	другой стороны	8	5
113	есть и	1	5
114	в какой	1	5
115	вместе с	7	5
116	связана с	2	4
117	и то	1	4
118	как это	12	4
119	связи между	1	4
120	смотреть на	1	4
121	мы имеем	3	4
122	по отношению	7	4
123	уже не	1	4
124	так или	1	4
125	в себе	6	4
126	но ведь	1	4
127	этот процесс	2	4
128	и заключается	2	4
129	в своей	4	4
130	в котором	3	4
131	по сравнению	1	4
132	по крайней	2	4
133	как о	2	4
134	не имеет	1	4
135	нельзя не	1	4
136	только с	2	4
137	в каждом	2	4
138	это только	4	4
139	на вопрос	2	4
140	внимание на	1	4
141	и что	1	4
142	крайней мере	2	4
143	еще не	2	4
144	что он	4	4
145	и ее	4	4
146	с одной	2	4
147	в виде	1	4
148	всяком случае	1	4
149	как раз	3	4
150	этом отношении	13	4
151	даже и	3	4
152	в особенности	2	4
153	одной стороны	2	4
154	или иначе	1	4
155	по мере	1	4
156	еще и	2	4
157	быть названо	1	4
158	е в	2	4
159	о чем	2	4
160	сравнению с	1	4
161	с этой	1	4
162	и для	2	4
163	об искусстве	1	4
164	только что	4	4
165	а в	3	4
166	отношению к	7	4
167	во всяком	1	4
168	не признать	1	3
169	и есть	5	3
170	в основании	1	3
171	говорить о	2	3
172	не вполне	2	3
173	то это	2	3
174	в виду	4	3
175	он сам	2	3
176	ответа на	1	3
177	в различных	2	3
178	в чем	2	3
179	ответ на	1	3
180	сама по	1	3
181	стороны и	2	3
182	хотя и	2	3
183	и к	3	3
184	бы и	6	3
185	все эти	6	3
186	в этой	4	3
187	в известном	1	3
188	что она	2	3
189	как оно	1	3
190	если бы	3	3
191	не как	1	3
192	на этом	1	3
193	в работе	3	3
194	заключается в	2	3
195	в прямом	1	3
196	мы видели	3	3
197	духовной жизни	1	3
198	как целое	1	3
199	в этих	1	3
200	работы в	1	3
201	понятно что	1	3
202	этой области	3	3
203	тогда когда	2	3
204	дело не	1	3
205	и изучение	1	3
206	связи с	4	3
207	как будто	1	3
208	в области	2	3
209	в каком	1	3
210	том отношении	2	3
211	должен быть	4	3
212	в ней	2	3
213	в в	1	3
214	прямом смысле	1	3
215	что может	1	3
216	чтобы понять	1	3
217	вот почему	4	3
218	можно сказать	4	3
219	а также	1	3
220	в конечном	7	3
221	или как	1	3
222	одной из	1	3
223	что даже	2	3
224	до нас	2	3
225	в начале	1	3
226	при помощи	3	3
227	и других	1	3
228	из них	9	3
229	в известной	1	3
230	в одном	4	3
231	в конце	3	3
232	что и	3	3
233	отношение к	1	3
234	может служить	1	3
235	но что	1	3
236	отношении что	2	3
237	а потому	1	3
238	или меньшей	3	3
239	говорит о	7	3
240	на основании	8	3
241	из наиболее	1	3
242	зависит от	2	3
243	так называемой	1	3
244	так же	3	3
245	от характера	2	3
246	конечном итоге	2	3
247	да и	1	3
248	большей или	3	3
249	материал для	1	3
250	действительность в	2	3
251	в своем	8	3
252	но с	2	3
253	каждой из	2	3
254	к тому	4	3
255	в результате	5	3
256	к этому	9	3
257	в частности	11	3
258	могут не	2	2
259	вряд ли	1	2
260	же как	2	2
261	это делает	3	2
262	художественных произведений	1	2
263	из его	3	2
264	что мы	2	2
265	что если	1	2
266	имеет свою	3	2
267	а во-вторых	1	2
268	так называемые	1	2
269	в каждой	1	2
270	значение и	1	2
271	себе и	2	2
272	чем же	4	2
273	понимать в	1	2
274	что нет	2	2
275	материалов и	1	2
276	меньшей мере	1	2
277	бы с	1	2
278	ни одна	2	2
279	не следует	8	2
280	в силу	11	2
281	подобно тому	2	2
282	и наоборот	1	2
283	в другом	2	2
284	них не	4	2
285	входит в	1	2
286	на протяжении	1	2
287	в соответствии	1	2
288	обычно и	1	2
289	который по	2	2
290	и творчества	1	2
291	для них	1	2
292	соответствии с	1	2
293	этого не	1	2
294	несмотря на	1	2
295	должно быть	2	2
296	после этого	2	2
297	момента в	1	2
298	из того	1	2
299	и при	5	2
300	не столько	2	2
301	как совокупность	1	2
302	и той	1	2
303	так называемое	1	2
304	том же	6	2
305	тому что	6	2
306	произведения и	7	2
307	с теми	1	2
308	определяет как	1	2
309	того как	1	2
310	одна из	4	2
311	по меньшей	1	2
312	например что	3	2
313	никогда не	4	2
314	казалось бы	1	2
315	его можно	1	2
316	следует что	1	2
317	от того	2	2
318	у нас	2	2
319	к таким	1	2
320	а отсюда	1	2
321	лежит в	1	2
322	в совокупности	1	2
323	той или	1	2
324	если же	1	2
325	значительной мере	3	2
326	говоря уже	1	2
327	в дальнейшем	1	2
328	нечто целое	1	2
329	и сам	1	2
330	так и	5	2
331	собой в	1	2
332	для этого	1	2
333	же самое	2	2
334	познания и	4	2
335	искусства и	1	2
336	другом месте	2	2
337	к действительности	1	2
338	в значительной	3	2
339	по их	1	2
340	во всех	6	2
341	этому поводу	7	2
342	говорит он	1	2
343	в форме	3	2
344	вообще и	2	2
345	единого и	2	2
346	если это	1	2
347	быть и	1	2
348	здесь не	1	2
349	целого и	1	2
350	и так	1	2
351	по этому	9	2
352	к какому	1	2
353	каждый из	1	2
354	только на	1	2
355	от других	1	2
356	течение многих	1	2
357	могло бы	2	2
358	или иной	2	2
359	по его	2	2
360	содержании и	1	2
361	и др	9	2
362	не говоря	1	2
363	них и	1	2
364	не было	7	2
365	литературное произведение	1	2
366	в связи	3	2
367	него в	3	2
368	мы говорим	1	2
369	из которых	2	2
370	с этим	3	2
371	тому как	2	2
372	по существу	3	2
373	еще раз	1	2
374	но это	1	2
375	романов достоевского	1	2
376	в более	1	2
377	образом по	2	2
378	между ними	3	2
379	обе эти	1	2
380	у них	2	2
381	то о	2	2
382	бы в	3	2
383	конце концов	2	2
384	ни к	1	2
385	будто бы	2	2
386	хотя в	1	2
387	в нечто	1	2
388	природе и	1	2
389	он и	2	2
390	жизни и	3	2
391	и другие	1	2
392	это в	1	2
393	также что	2	1
394	например в	3	1
395	оно входит	1	1
396	сам по	1	1
397	проблемы в	1	1
398	выражения в	1	1
399	в стороне	1	1
400	это и	6	1
401	сразу и	1	1
402	например у	2	1
403	проявляются в	1	1
404	всем что	1	1
405	можно говорить	1	1
406	речь идет	1	1
407	что эти	1	1
408	еще важнее	1	1
409	др в	3	1
410	видеть в	2	1
411	в зависимости	6	1
412	творческим воображением	3	1
413	что всякий	1	1
414	что чтение	1	1
415	ставится этот	1	1
416	самые разнообразные	1	1
417	бы уже	1	1
418	свободно в	1	1
419	и трудно	1	1
420	таком случае	1	1
421	всего сказанного	2	1
422	формирования и	1	1
423	работе над	6	1
424	похожи на	1	1
425	разобраться в	2	1
426	таковы например	1	1
427	бы например	1	1
428	и характере	1	1
429	к общему	1	1
430	меньшей степени	2	1
431	он был	1	1
432	что его	2	1
433	платона в	1	1
434	как если	1	1
435	своей работе	1	1
436	предисловии к	1	1
437	этом говорит	1	1
438	но как	3	1
439	дело обстоит	1	1
440	одном и	2	1
441	только тогда	1	1
442	очевидно что	7	1
443	а и	1	1
444	как в	1	1
445	этого типа	3	1
446	нет и	3	1
447	или иное	1	1
448	и речи	1	1
449	что они	3	1
450	этой системе	1	1
451	общего с	1	1
452	искусстве и	2	1
453	уже о	1	1
454	кроме того	1	1
455	целом но	1	1
456	отличить от	1	1
457	понять и	1	1
458	и понимания	1	1
459	говорит что	1	1
460	что по	1	1
461	показывает что	1	1
462	и художественного	3	1
463	более или	6	1
464	или иную	1	1
465	образом связана	1	1
466	то в	1	1
467	зависит как	1	1
468	не приходится	2	1
469	в которой	2	1
470	сочинений посвященных	1	1
471	он в	1	1
472	его содержания	1	1
473	свои первоначальные	1	1
474	у каждого	1	1
475	достоевского в	1	1
476	опыт и	1	1
477	общеизвестно что	1	1
478	собирание и	1	1
479	имеем в	1	1
480	тому же	1	1
481	на то	1	1
482	если он	1	1
483	но на	1	1
484	на его	1	1
485	по словам	8	1
486	идей и	3	1
487	в статье	4	1
488	время и	1	1
489	образом для	1	1
490	в реальной	2	1
491	эту задачу	1	1
492	не значит	1	1
493	как увидим	1	1
494	собой не	1	1
495	для данной	1	1
496	из него	1	1
497	его от	2	1
498	заключает в	1	1
499	именно это	1	1
500	одно и	1	1
501	нельзя установить	1	1
502	а затем	2	1
503	что все	3	1
504	в определенном	1	1
505	они должны	2	1
506	им как	2	1
507	фактов не	1	1
508	говорил что	2	1
509	разница между	1	1
510	материала и	1	1
511	зрения на	1	1
512	лишь в	2	1
513	того или	2	1
514	творческой фантазии	1	1
515	то все	1	1
516	самого разнообразного	1	1
517	в итоге	1	1
518	к области	1	1
519	его и	1	1
520	ни одной	1	1
521	необходимость в	2	1
522	в слове	3	1
523	не всегда	1	1
524	этим и	1	1
525	значит не	1	1
526	мере не	1	1
527	в научной	1	1
528	моментом в	1	1
529	или менее	6	1
530	во время	3	1
531	в ходе	1	1
532	никак не	1	1
533	взгляд на	1	1
534	от отдельных	1	1
535	и без	1	1
536	почти не	1	1
537	же направлении	1	1
538	как произведение	1	1
539	говорил о	1	1
540	от его	2	1
541	не самый	1	1
542	и группы	1	1
543	может вызвать	1	1
544	ряда других	1	1
545	но он	1	1
546	труда и	2	1
547	зависимости от	5	1
548	не его	1	1
549	и эти	1	1
550	что этот	1	1
551	это особенно	2	1
552	этом и	2	1
553	задачи и	1	1
554	следует забывать	1	1
555	не представляют	1	1
556	нет никакого	1	1
557	это обычно	1	1
558	а наоборот	1	1
559	в таких	1	1
560	у платона	1	1
561	вполне естественно	3	1
562	мысли в	1	1
563	мышления и	1	1
564	самого начала	1	1
565	уже из	1	1
566	к этим	2	1
567	не по	2	1
568	начинает с	1	1
569	и искусство	1	1
570	и имеет	1	1
571	в самых	2	1
572	та или	1	1
573	не могло	1	1
574	о методах	1	1
575	судя по	1	1
576	а для	2	1
577	на язык	2	1
578	что ни	2	1
579	это то	1	1
580	в самой	1	1
581	имеем дело	1	1
582	или иная	1	1
583	показывает как	2	1
584	действий в	1	1
585	е не	1	1
586	и первых	1	1
587	приступает к	1	1
588	а одним	1	1
589	что на	1	1
590	ли это	2	1
591	выразительный пример	1	1
