N	3gram	Medvedev_F_3	Istorich
1	и т д	6	24
2	так же как	1	12
3	в этих случаях	1	7
4	до сих пор	1	5
5	с другой стороны	5	4
6	не может быть	14	4
7	но все же	1	4
8	в этом случае	1	3
9	т е в	1	3
10	в данном случае	4	3
11	мы видели что	2	3
12	на то что	1	3
13	как мы видели	2	3
14	о том что	1	2
15	говорит об этом	1	2
16	мы имеем в	1	2
17	то же самое	3	2
18	так как он	1	2
19	не только в	1	2
20	смысле этого слова	2	2
21	т е к	1	2
22	так и в	2	2
23	в связи с	4	2
24	тем не менее	2	2
25	мы увидим что	2	2
26	что в американских	1	1
27	потому что он	3	1
28	вовсе не есть	1	1
29	а в его	1	1
30	могут быть определены	1	1
31	мере того как	1	1
32	но так как	1	1
33	что в данном	1	1
34	подобно тому как	4	1
35	т д нам	1	1
36	в том числе	1	1
37	не удается но	1	1
38	по мере того	1	1
39	в своей работе	1	1
40	что в этом	1	1
41	таким образом между	1	1
42	но для нас	1	1
43	данном случае с	1	1
44	и не может	4	1
45	как и все	2	1
46	в зависимости от	5	1
47	друг на друга	1	1
48	нужно прибавить что	1	1
49	тому как в	1	1
50	одна из них	1	1
51	так и с	1	1
52	и с помощью	1	1
53	может быть только	2	1
54	мы подойдем к	1	1
55	знаем что этот	1	1
56	и в других	1	1
57	о том как	2	1
58	если мы подойдем	1	1
59	а не только	1	1
60	не потому что	1	1
61	нам важно установить	1	1
62	и вместе с	1	1
63	не в том	1	1
64	одни и те	3	1
65	с нашей точки	1	1
66	мы уже знаем	2	1
67	в наши задачи	1	1
68	объясняется тем что	1	1
69	вместе с тем	3	1
70	ни к каким	1	1
71	и даже в	1	1
72	но уже в	2	1
73	вовсе не в	2	1
74	мы не можем	2	1
75	том что они	1	1
76	и те же	3	1
77	нашей точки зрения	1	1
78	можно сказать что	1	1
79	между жизнью и	1	1
80	увидим что в	1	1
81	в большинстве случаев	4	1
82	к тому что	2	1
83	как и в	1	1
84	идет не от	1	1
