N	3gram	Bakhtin_Fr_6	Hudozhes
1	в том что	2	11
2	по отношению к	1	7
3	о том что	5	7
4	то же время	5	4
5	в то же	5	4
6	том что в	1	3
7	в самом деле	4	3
8	мы уже отмечали	2	3
9	не может быть	1	3
10	с одной стороны	4	3
11	для того чтобы	1	3
12	о том как	1	2
13	с точки зрения	2	2
14	до сих пор	3	2
15	как он сам	1	2
16	в данном случае	2	2
17	не только в	1	2
18	что все они	1	2
19	в частности и	1	1
20	что с ним	1	1
21	той или иной	1	1
22	что всю ночь	1	1
23	дело в том	1	1
24	и в последней	1	1
25	в настоящее время	1	1
26	именно то что	1	1
27	и видит в	1	1
28	связывает его с	1	1
29	между тем как	1	1
30	в этом отношении	3	1
31	а с другой	1	1
32	с самим собой	1	1
33	так же быстро	1	1
34	во второй главе	1	1
35	видит в нем	1	1
36	не может выговорить	1	1
37	только для того	1	1
38	и то что	2	1
39	в значительной степени	1	1
40	у него в	1	1
41	что нет у	1	1
42	а также и	2	1
43	него и в	1	1
44	жизни и смерти	2	1
45	а не как	1	1
46	и потому не	1	1
47	все же не	1	1
48	с другой стороны	2	1
49	заключается в том	1	1
50	в то время	1	1
51	в первом случае	3	1
52	та или иная	1	1
53	но и для	1	1
54	но все же	1	1
55	можно сказать что	1	1
56	этой роли выступает	1	1
57	в этой роли	2	1
58	в последней главе	1	1
59	как бы в	1	1
60	после того как	1	1
61	в одном из	1	1
62	в самом центре	1	1
63	в себе самом	1	1
64	и все что	1	1
65	того факта что	1	1
66	человека и его	1	1
67	что и в	1	1
