N	2gram	Medvedev_F_3	StatiiOP
1	и в	27	25
2	в этом	18	24
3	в том	7	20
4	что он	6	19
5	может быть	25	19
6	тем что	5	19
7	что в	8	19
8	что это	3	16
9	том что	4	15
10	в этой	2	14
11	и пр	15	13
12	не только	9	12
13	в его	7	12
14	то что	8	12
15	в этих	3	11
16	так что	1	11
17	таким образом	18	10
18	прежде всего	4	10
19	и не	30	10
20	но и	10	9
21	и т	11	8
22	все это	7	8
23	о том	4	8
24	в языке	2	8
25	как например	1	8
26	т е	32	8
27	в своих	6	8
28	с этим	1	7
29	это не	3	7
30	было бы	6	7
31	в то	7	7
32	не может	24	7
33	точки зрения	16	7
34	место в	10	6
35	и на	3	6
36	как в	4	6
37	из этих	2	6
38	не в	12	6
39	между тем	7	6
40	только в	8	6
41	т п	5	6
42	в конце	3	6
43	в области	2	6
44	в россии	2	6
45	как бы	8	6
46	а в	1	6
47	отношения между	2	5
48	то же	15	5
49	независимо от	5	5
50	но в	6	5
51	на то	1	5
52	он не	1	5
53	об этом	1	5
54	на почве	2	5
55	ни в	8	5
56	мы имеем	1	5
57	в котором	2	5
58	пушкина с	1	5
59	потому что	7	5
60	и это	2	5
61	так и	21	5
62	в них	3	5
63	с другой	6	5
64	связано с	2	5
65	а не	17	5
66	того что	3	5
67	другой стороны	5	5
68	в общем	2	4
69	все же	6	4
70	не было	1	4
71	то в	2	4
72	в целом	4	4
73	в каждом	5	4
74	лишь в	9	4
75	на протяжении	2	4
76	этом смысле	2	4
77	и тем	3	4
78	в жизни	11	4
79	с тем	7	4
80	как и	14	4
81	в эту	2	4
82	у нас	3	4
83	с точки	14	4
84	ничего не	2	4
85	этом отношении	3	4
86	в каком	2	4
87	отличается от	2	4
88	в ней	5	4
89	и с	3	4
90	если бы	12	4
91	можно сказать	3	4
92	мы видим	1	4
93	в качестве	1	4
94	и др	2	4
95	в начале	1	4
96	всяком случае	6	4
97	действующих лиц	2	4
98	в речи	1	4
99	он говорит	1	4
100	в течение	1	4
101	в смысле	4	4
102	и для	6	4
103	но это	2	4
104	сказать что	3	4
105	была бы	2	4
106	в своей	6	4
107	из этого	4	4
108	это в	1	4
109	можно назвать	1	4
110	во всяком	6	4
111	я и	1	3
112	говорить о	2	3
113	он был	4	3
114	или из	1	3
115	с его	2	3
116	в в	1	3
117	кроме того	1	3
118	в творчестве	1	3
119	все эти	6	3
120	и если	1	3
121	это связано	1	3
122	всех этих	2	3
123	на этом	2	3
124	что этот	2	3
125	нет в	1	3
126	о которых	1	3
127	нет никакого	1	3
128	в их	1	3
129	но он	1	3
130	и более	3	3
131	тому что	3	3
132	на тему	2	3
133	же время	7	3
134	связи с	5	3
135	и здесь	1	3
136	в словах	1	3
137	со стороны	4	3
138	и что	3	3
139	и его	19	3
140	вот что	1	3
141	уже не	3	3
142	уже в	4	3
143	от единства	1	3
144	не так	1	3
145	для него	1	3
146	так как	9	3
147	как раз	8	3
148	не является	5	3
149	к которому	2	3
150	что для	1	3
151	одной стороны	1	3
152	до конца	4	3
153	что мы	1	3
154	в связи	4	3
155	с этой	1	3
156	конце концов	2	3
157	все они	1	3
158	к этому	2	3
159	в какой	3	3
160	пушкин и	1	3
161	к материалу	3	2
162	хviii века	1	2
163	самом деле	16	2
164	трагедии и	1	2
165	он может	2	2
166	в чисто	2	2
167	значение он	2	2
168	той же	3	2
169	в сущности	2	2
170	того же	3	2
171	в каждой	1	2
172	не имел	1	2
173	не был	1	2
174	во всех	3	2
175	тем как	1	2
176	россии и	2	2
177	то он	3	2
178	только тогда	1	2
