N	3gram	Losev_Prob_1	Komedia
1	к тому же	1	10
2	на себя внимание	1	5
3	в том что	5	5
4	вместе с тем	1	4
5	на этот раз	2	4
6	о том что	5	4
7	для того чтобы	8	4
8	так или иначе	2	3
9	в связи с	4	3
10	в первую очередь	1	3
11	в то время	1	3
12	в то же	4	3
13	и на этот	1	2
14	только потому что	2	2
15	не говоря уже	2	2
16	в этом смысле	6	2
17	до сих пор	3	2
18	говоря уже о	1	2
19	бы то ни	1	2
20	в это время	1	2
21	то время как	1	2
22	то что он	3	2
23	в самом начале	1	2
24	во всяком случае	3	2
25	в этом же	1	2
26	и т п	1	2
27	к тому что	1	2
28	можно было бы	2	2
29	когда речь заходит	1	1
30	сводится к тому	1	1
31	само собой разумеется	1	1
32	многие из этих	1	1
33	и к тому	1	1
34	мы имеем дело	1	1
35	однако едва ли	1	1
36	том что ни	1	1
37	в самом деле	2	1
38	никак не может	1	1
39	в том же	1	1
40	с точки зрения	3	1
41	на первый план	1	1
42	и во всех	1	1
43	из них в	1	1
44	и в то	1	1
45	для этой цели	1	1
46	по своему содержанию	2	1
47	а может быть	2	1
48	мы находим в	1	1
49	то что в	3	1
50	что в нем	3	1
51	точно так же	4	1
52	может быть даже	2	1
53	только тем что	1	1
54	и вовсе не	4	1
55	так как он	2	1
56	той или иной	4	1
57	в этой области	2	1
58	от греческого слова	1	1
59	если не считать	1	1
60	в чем же	1	1
61	как будто бы	1	1
62	та или другая	1	1
63	в любой другой	1	1
64	не хуже чем	1	1
65	так как будто	1	1
66	за последние десятилетия	1	1
67	с другой стороны	3	1
68	и в том	1	1
69	не может быть	2	1
70	так и для	2	1
71	внешней и внутренней	1	1
72	не было бы	1	1
73	того или иного	2	1
74	то на что	1	1
75	более или менее	3	1
76	но уже в	2	1
77	так и в	1	1
78	связи с этим	1	1
79	мы можем сказать	1	1
80	и в самом	2	1
81	не только в	1	1
82	и все прочее	1	1
83	и в литературе	1	1
84	и в помине	1	1
85	его от всех	1	1
86	тем не менее	18	1
87	во всех случаях	1	1
88	признать что в	1	1
89	как мы видели	1	1
