1	в том что	5	9
2	в связи с	3	8
3	тем не менее	1	6
4	во всяком случае	2	6
5	в то время	3	6
6	как мы знаем	1	4
7	в это время	2	4
8	то что он	2	3
9	у него в	1	3
10	само собой разумеется	1	3
11	с точки зрения	1	3
12	в отличие от	2	3
13	на этот раз	4	3
14	более или менее	1	3
15	в то же	3	3
16	точно так же	1	3
17	так или иначе	3	3
18	то же время	3	3
19	о том что	4	3
20	говоря уже о	2	2
21	не только в	1	2
22	можно было бы	2	2
23	дружеских отношениях с	1	2
24	не говоря уже	2	2
25	само по себе	1	2
26	так и не	1	2
27	к этому времени	2	2
28	на первый план	1	2
29	во второй половине	1	2
30	в свою очередь	1	2
31	как мы видели	1	2
32	и на этот	2	2
33	после того как	2	2
34	в том же	1	2
35	в котором по	1	1
36	нельзя сказать о	1	1
37	со своей стороны	1	1
38	в самом начале	2	1
39	то что в	1	1
40	никак не может	1	1
41	в какой мере	1	1
42	в том числе	3	1
43	и во всяком	1	1
44	в этом смысле	2	1
45	и в свою	1	1
46	в той же	2	1
47	в тех же	1	1
48	нечто такое что	1	1
49	самой общей форме	2	1
50	и есть для	2	1
51	и с этой	2	1
52	и в то	1	1
53	сказать что их	1	1
54	в дружеских отношениях	1	1
55	в первую очередь	3	1
56	вместе с тем	4	1
57	то время как	2	1
58	для того чтобы	4	1
59	потому что в	1	1
60	есть для нас	1	1
61	не может быть	1	1
62	полагать что в	1	1
63	что в нем	1	1
64	к тому же	10	1
65	в самой общей	2	1
66	а может быть	1	1
67	до тех пор	3	1
68	в разной степени	1	1
69	тех пор пока	1	1
70	речь шла о	1	1
71	все же это	1	1
72	с самого начала	1	1
73	за то что	4	1
74	наряду с этим	1	1
75	в самом деле	1	1
76	сих пор не	1	1
77	но все же	1	1
78	и в том	1	1
79	к выводу что	1	1
80	связи с этим	1	1
81	не было бы	1	1
82	бы то ни	2	1
83	этого времени не	1	1
84	чуть ли не	2	1
85	и особенно его	1	1
86	в этом же	2	1
87	по существу своему	1	1
88	до сих пор	2	1
